,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_mut_dist
1922,Germany/NW-RKI-I-730831/2022,2022-04-13,BA.2.65,691261,1,2,6,True,True,True,True,True,6382,687037,657229,BA.2.9,BA.2.65,559612,2021-12-14,0
1923,USA/TX-Curative-255126/2022,2022-04-13,BA.2,691676,36,2,4,True,True,True,True,True,5179,685138,642950,BA.2.12.1,BA.2,565134,2021-12-16,0
1924,USA/UT-UPHL-220505473368/2022,2022-04-14,BA.2.12.1,692242,72,2,7,False,True,True,True,False,22674,673073,689217,BA.2.12.1,BA.2.12.1,567561,2021-12-24,92
1925,USA/CO-CDC-MMB15016416/2022,2022-04-15,BA.2.3,693433,2,2,11,False,True,True,True,True,22813,653049,638254,Unknown,BA.2.3,179,2020-02-20,98
1926,USA/NY-CDC-LC0585007/2022,2022-04-15,XZ,693927,3,2,6,False,True,True,True,False,24469,693217,547897,BA.2,BA.1.14,519279,2021-08-17,18
1927,Canada/SK-RRPL-417320/2022,2022-04-15,BA.2,693963,3,2,4,False,True,True,True,False,18456,618383,692715,BA.2,BA.2,559612,2021-12-14,9
1928,USA/AZ-CDC-STM-DJQ2VB2ZJ/2022,2022-04-15,BA.2,694187,1,2,3,True,True,True,True,True,7411,655330,693129,BA.2,BA.2,565134,2021-12-16,32
1929,USA/UT-UPHL-220505783849/2022,2022-04-15,BA.2.10,694208,5,2,8,False,True,True,True,False,22578,680399,652865,BA.2.10,BA.2,565134,2021-12-16,5
1930,Italy/LAZ-UCBM-1485/2022,2022-04-16,BA.1.1,695425,1,2,8,True,False,False,False,False,18163,653746,649114,Unknown (R),BA.1.1,521046,2021-11-05,0
1931,Australia/WA3053/2022,2022-04-17,BA.2.10.1,696018,1,2,5,True,True,True,True,True,13570,640831,591085,Unknown (R),BA.2.10.1,519829,2021-04-25,93
1932,England/QEUH-3D97F74/2022,2022-04-18,XQ,696838,2,2,9,True,True,True,True,True,5386,581879,671220,BA.1,BA.2,519829,2021-04-25,0
1933,Scotland/QEUH-3D91BEF/2022,2022-04-18,XZ,697157,1,2,6,True,True,True,True,True,27382,611351,622031,BA.2,BA.1.15,519279,2021-08-17,0
1934,USA/UT-UPHL-220505857387/2022,2022-04-18,BA.2,697225,1,3,6,True,True,True,True,True,22674,692955,693466,BA.2.9,BA.2,559612,2021-12-14,0
1935,USA/UT-UPHL-220505857387/2022,2022-04-18,BA.2,697225,1,3,6,True,True,True,True,True,24433,693466,692955,BA.2,BA.2.9,559612,2021-12-14,0
1936,Croatia/35852/2022,2022-04-18,XZ,697596,1,2,5,True,True,True,True,True,26060,624599,598699,BA.2.72,BA.1.1,521046,2021-11-05,0
1937,Belgium/Jessa_11-2216-000496/2022,2022-04-18,BA.2,697754,2,2,7,False,True,True,True,False,22775,662108,636504,BA.2.13,BA.2,565478,2021-12-14,42
1938,Italy/EMR_AUSLRomagna_C041-22-14/2022,2022-04-19,BA.2,698742,5,2,7,False,True,True,True,True,17285,661335,679232,BA.2,BA.2,559612,2021-12-14,6
1939,Germany/ST-RKI-I-740874/2022,2022-04-19,BA.2,698829,1,2,8,False,True,True,True,True,22786,632524,660256,BA.2,BA.2,559612,2021-12-14,3
1940,Slovakia/KE_22_00001069/2022,2022-04-19,BA.2,698906,1,2,4,False,True,True,True,True,22674,682699,660813,BA.2.9,BA.2,559612,2021-12-14,2
1941,Colombia/ANT-LDSP2805/2022,2022-04-20,XAB,699376,19,2,4,True,True,True,True,False,11514,687048,661004,XAB,BA.2.9,583065,2022-01-07,64
1942,France/NAQ-CHUP-2204201921/2022,2022-04-20,BA.2,699608,2,2,16,False,False,False,False,False,21618,578988,694208,Unknown,Unknown (R),578988,2021-12-14,0
1943,Netherlands/NB-MVD-CWGS2202005/2022,2022-04-20,BA.2.3,699657,1,2,10,False,True,True,True,True,1599,119300,686818,B.1.1.305,BA.2.3,179,2020-02-20,6
1944,Canada/BC-BCCDC-424071/2022,2022-04-20,XE,699692,2,2,4,True,True,True,True,True,11537,585216,693963,BA.1.1.15,Unknown (R),519829,2021-04-25,0
1945,Belgium/Jessa_11-2216-002656/2022,2022-04-20,BA.2,700029,3,2,14,True,True,True,True,True,22674,642093,595533,BA.2,Unknown,595533,2021-12-06,0
1946,Lithuania/LTU000_NVSPL_KN_MB26508/2022,2022-04-21,XN,700575,1,2,7,True,True,True,True,False,20371,662090,583115,XN,BA.2.9,559612,2021-12-14,94
1947,USA/NY-PRL-0425_02B21/2022,2022-04-21,BA.2.12.1,700950,1,2,3,True,True,True,True,True,11674,655330,682915,BA.2,BA.2.12.1,565134,2021-12-16,32
1948,USA/WI-UW-10637/2022,2022-04-21,XAE,701181,9,2,9,False,True,True,True,False,26060,614557,660144,BA.2,BA.1,521046,2021-11-05,95
1949,Italy/PIE_IRCC_15882846/2022,2022-04-22,BA.2,701516,2,3,20,False,False,False,False,False,18163,578988,690402,Unknown,BA.2,578988,2021-12-14,0
1950,Italy/PIE_IRCC_15882846/2022,2022-04-22,BA.2,701516,2,3,20,False,False,False,False,False,27355,690402,605459,BA.2,BA.1,519279,2021-08-17,0
1951,Slovakia/TN_22_00001346/2022,2022-04-22,XJ,701594,2,2,7,True,True,True,True,False,15714,580631,625709,BA.1.17,Unknown (R),519829,2021-04-25,11
1952,SouthKorea/KDCA42146/2022,2022-04-22,BA.2.3,702325,1,2,6,True,True,True,True,False,8991,592154,677555,BA.1.1,BA.2.3,555388,2021-12-12,66
1953,Spain/MD-HRYC-12296321/2022,2022-04-23,XN,703379,7,2,5,True,True,True,True,True,4321,599448,683762,BA.1,BA.2,519829,2021-04-25,7
1954,Italy/PIE_IRCC_15882900/2022,2022-04-24,BA.2,703948,1,2,9,True,True,True,True,True,18163,619749,690402,BA.2,BA.2,559612,2021-12-14,0
1955,USA/CT-CDC-LC0592034/2022,2022-04-24,XZ,704521,1,2,5,True,True,True,True,True,21618,702972,652721,BA.2,BA.1.1,519829,2021-04-25,0
1956,Spain/CT-LRC-8351104/2022,2022-04-25,BA.2,705020,3,3,9,False,True,True,True,True,21517,590035,141694,BA.2,B.1.1.7,179,2020-02-20,4
1957,Spain/CT-LRC-8351104/2022,2022-04-25,BA.2,705020,3,3,9,False,True,True,True,True,21618,141694,618927,B.1.1.7,BA.2,179,2020-02-20,0
1958,USA/LA-BIE-LSUH002898/2022,2022-04-25,BA.2.12.1,705490,4,2,3,True,True,True,True,True,11674,618118,686251,BA.2.9,BA.2.12.1,567561,2021-12-24,0
1959,USA/WA-CDC-LC0602400/2022,2022-04-25,XE,705501,1,3,10,False,True,True,True,False,11537,581108,628394,BA.1.1.5,BA.2,519829,2021-04-25,0
1960,USA/WA-CDC-LC0602400/2022,2022-04-25,XE,705501,1,3,10,False,True,True,True,False,26530,628394,544746,BA.2,BA.1.1.5,519279,2021-08-17,62
1961,USA/NY-CDC-LC0600401/2022,2022-04-25,XZ,705521,1,2,7,True,True,True,True,True,22775,659577,704722,Unknown (R),XZ,521046,2021-11-05,88
1962,Germany/ST-RKI-I-764083/2022,2022-04-26,BA.2,706994,1,2,7,True,True,True,True,True,19983,630343,643089,BA.2,BA.2,559612,2021-12-14,0
1963,USA/UT-UPHL-220513963586/2022,2022-04-27,BA.2.12,707733,11,2,5,True,True,True,True,True,22331,703873,703599,BA.2.12.1,BA.2.12.1,674706,2022-02-06,0
1964,USA/UT-UPHL-220513718672/2022,2022-04-27,BA.2,707846,1,2,7,True,True,True,True,True,22786,689812,637125,BA.2,Unknown,179,2020-02-20,0
1965,India/PB-VRDLGMCPTA-ICMR-INSACOG-727629672/2022,2022-04-27,BA.2.38,708139,6,2,8,True,True,True,True,True,22812,693217,705405,BA.2,BA.2.38,599488,2022-01-22,0
1966,USA/UT-UPHL-220525435989/2022,2022-04-28,BA.2.16,708349,3,2,7,True,True,True,True,True,22786,681347,694208,BA.2.16,Unknown (R),179,2020-02-20,0
1967,CzechRepublic/FNP2623/2022,2022-04-29,BA.2,709978,1,2,9,False,True,True,True,False,23055,654548,653112,BA.2,BA.2,519829,2021-04-25,51
1968,USA/CA-Curative-347554/2022,2022-04-29,BA.2,710236,1,2,7,True,True,True,True,False,22674,701602,609781,BA.2,BA.2,565134,2021-12-16,72
1969,Italy/PIE_IRCC_1588154/2022,2022-04-30,BA.2,710809,1,2,10,True,True,True,True,True,27002,706972,701515,BA.2,BA.2,559612,2021-12-14,0
1970,USA/CA-CDC-STM-BFDFW44EU/2022,2022-04-30,BA.2,711377,1,2,5,True,True,True,True,True,26491,710287,638260,BA.2,BA.2,565134,2021-12-16,0
1971,USA/UT-UPHL-220513862376/2022,2022-04-30,BA.2.3,711535,1,2,10,False,True,True,True,True,22786,683514,653445,BA.2.3,BA.2,179,2020-02-20,0
1972,England/LSPA-3DED05E/2022,2022-04-30,XM,711560,1,2,6,True,True,True,True,True,21618,573446,693200,BA.1.20,BA.2.9,519829,2021-04-25,62
1973,USA/LA-TUSOM-220510_S02/2022,2022-04-30,BA.2,711569,1,2,8,True,True,True,True,False,22674,693926,628995,XZ,Unknown (R),599488,2022-01-22,59
1974,USA/UT-UPHL-220513810308/2022,2022-04-30,BA.2.3,711647,1,2,6,True,True,True,True,True,22775,683514,653445,BA.2.3,BA.2,179,2020-02-20,0
1975,Slovakia/TN_22_00001565/2022,2022-05-01,BA.2,712003,1,2,7,False,True,True,True,True,22992,616081,704599,BA.2,BA.2,559612,2021-12-14,32
1976,USA/OR-CDC-LC0617741/2022,2022-05-01,BA.2.12.1,712853,2,2,6,True,True,True,True,True,22882,692242,643175,Unknown (R),BA.2,179,2020-02-20,0
1977,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,12880,702371,39179,BA.2.12.1,B.1.1.311,5867,2020-02-22,8
1978,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,23525,39179,678228,B.1.1.311,BA.2.12.1,5867,2020-02-22,8
1979,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,26270,678228,1,BA.2.12.1,B,1,2019-12-26,14
1980,USA/UT-UPHL-220525332578/2022,2022-05-02,BA.2.12.1,713445,1,2,4,True,True,True,True,True,22786,659168,692242,BA.2.12.1,Unknown (R),179,2020-02-20,0
1981,Germany/NW-RKI-I-781486/2022,2022-05-02,BA.1.1,713728,1,2,5,True,True,True,True,True,24424,645794,584241,BA.1.1,BA.1,521046,2021-11-05,0
1982,USA/UT-UPHL-220519522340/2022,2022-05-02,BA.2.12.1,713900,1,2,5,True,True,True,True,True,22786,706215,710531,BA.2.12.1,BA.2.12.1,635968,2022-02-14,105
1983,USA/UT-UPHL-220525682417/2022,2022-05-03,BA.2,714650,1,2,6,True,True,True,True,True,22786,679131,708236,BA.2,BA.2,559612,2021-12-14,0
1984,Nepal/NPHL-S-1528/2022,2022-05-04,BA.2,715419,1,2,7,False,True,True,True,False,22882,673306,704360,XZ,BA.2,179,2020-02-20,29
1985,USA/UT-UPHL-220525698644/2022,2022-05-04,BA.2,715646,3,2,4,True,True,True,True,False,22674,707733,695328,Unknown (R),BA.2.12.1,567561,2021-12-24,42
1986,France/NAQ-CHUP-2205041114/2022,2022-05-04,BA.2,715675,7,2,12,True,True,True,True,True,23542,715101,656495,BA.2.9,BA.2,559612,2021-12-14,0
1987,USA/NM-CDC-2-5975795/2022,2022-05-04,BA.2.3.5,715798,1,2,4,False,True,True,True,True,27382,692585,714031,BA.2.3.5,BA.2,565134,2021-12-16,13
1988,USA/UT-UPHL-220525613910/2022,2022-05-04,BA.2,715871,1,2,4,True,True,True,True,True,23278,709450,682331,BA.2,BA.2,559612,2021-12-14,0
1989,Netherlands/NB-MVD-CWGS2202162/2022,2022-05-04,XZ,716084,1,2,11,False,True,True,True,False,26060,690871,566149,BA.2,BA.1.17,532835,2021-11-16,97
1990,France/NAQ-CHUP-2205040989/2022,2022-05-04,BA.2,716103,7,2,13,False,True,True,True,True,22578,715101,618927,BA.2.9,BA.2,559612,2021-12-14,9
1991,USA/CA-HLX-STM-3RUWYMB2V/2022,2022-05-05,BG.2,716784,1,2,5,True,True,True,True,True,22917,712814,683825,BG.2,BA.2.12.1,519829,2021-04-25,0
1992,USA/VA-Curative-363169/2022,2022-05-05,BA.2.9,717007,1,2,3,True,True,True,True,True,1585,685138,667835,BA.2.12.1,BA.2.9,559612,2021-12-14,0
1993,USA/VA-CDC-LC0615036/2022,2022-05-05,BA.2.12.1,717110,1,2,5,True,True,True,True,True,26060,680445,289606,BA.2.12.1,C.37.1,179,2020-02-20,0
1994,France/NAQ-CHUP-2205050935/2022,2022-05-05,BA.2,717268,6,3,19,True,True,True,True,True,10177,705876,715675,BA.2,Unknown (R),559612,2021-12-14,19
1995,France/NAQ-CHUP-2205050935/2022,2022-05-05,BA.2,717268,6,3,19,True,True,True,True,True,22679,715675,611601,Unknown (R),BA.2,559612,2021-12-14,0
1996,France/NAQ-CHUP-2205051036/2022,2022-05-05,BA.2,717450,1,2,6,True,True,True,True,True,25951,716102,691108,BA.2,BA.2,565134,2021-12-16,0
1997,India/MP-AIIMS_B-ICMR-INSACOG-WGS-746/2022,2022-05-06,BA.2.38,718109,1,2,8,True,True,True,True,True,10480,701382,715598,BA.2.10,BA.2.38,565134,2021-12-16,0
1998,USA/CA-Curative-308079/2022,2022-05-06,BA.2,718170,1,2,5,True,True,True,True,True,22674,698719,673255,BA.2,BA.2,565134,2021-12-16,25
1999,Mexico/CMX-INER-IBT-1730/2022,2022-05-06,BA.2,718261,1,2,3,True,True,True,True,True,22674,713214,717268,BA.2,Unknown (R),559612,2021-12-14,0
2000,Slovakia/TN_22_00001551/2022,2022-05-06,BA.2.22,718507,1,2,6,True,True,True,True,True,22674,686533,717268,BA.2.22,Unknown (R),559612,2021-12-14,92
2001,Germany/NW-RKI-I-795779/2022,2022-05-07,BA.5.3,718969,9,2,5,True,True,True,True,True,22917,650215,675194,BA.2,Unknown (R),565134,2021-12-16,0
2002,USA/CA-Curative-316681/2022,2022-05-07,BA.2.7,719538,1,2,6,True,True,True,True,True,22674,686238,609781,BA.2,BA.2,565134,2021-12-16,0
2003,USA/IL-CDC-LC0633727/2022,2022-05-07,BA.2.12.1,719556,1,2,3,True,True,True,True,True,23403,712852,691631,BA.2.12.1,BA.2.12.1,567561,2021-12-24,6
2004,USA/NJ-CDC-LC0625521/2022,2022-05-07,BA.2.9,719886,1,2,4,True,True,True,True,True,22792,701240,716283,BA.2.12.1,BA.2.9,559612,2021-12-14,0
2005,Denmark/DCGC-513531/2022,2022-05-08,BA.2.48,720296,2,2,4,True,True,True,True,True,4230,716303,658688,BA.2,BA.2.48,559612,2021-12-14,0
2006,USA/CA-Curative-338992/2022,2022-05-08,BA.2.47,720457,1,2,7,True,True,True,True,True,22674,631180,673255,BA.2.47,BA.2,559612,2021-12-14,25
2007,USA/TX-HMH-MCoV-97373/2022,2022-05-08,BA.1.15,720516,1,2,16,False,True,True,True,False,8393,19213,582313,B.1.1,BA.1.15.1,5867,2020-02-22,5
2008,USA/CA-Curative-340999/2022,2022-05-08,BA.2.12.1,720716,1,2,4,True,True,True,True,True,22674,718377,702426,BA.2.12.1,BA.2.12.1,674706,2022-02-06,0
2009,USA/OR-Curative-330738/2022,2022-05-08,BA.2,720752,1,2,8,True,False,False,False,False,22674,719551,651895,BA.2,BA.2.9,559612,2021-12-14,0
2010,USA/UT-UPHL-220530809213/2022,2022-05-09,BA.2.3,722036,1,2,9,False,True,True,True,False,22775,685023,714142,BA.2.3,BA.2,559612,2021-12-14,18
2011,USA/NC-CDC-LC0631639/2022,2022-05-10,BA.2,722544,13,2,4,True,True,True,True,True,23013,613128,716291,BA.2,BA.2.12.1,179,2020-02-20,47
2012,USA/UT-UPHL-220607095166/2022,2022-05-10,BA.2.12.1,722799,1,2,3,True,True,True,True,True,22674,709945,692242,BA.2.12.1,Unknown (R),567561,2021-12-24,0
2013,USA/DC-Curative-346995/2022,2022-05-11,B.1.1.529,724122,1,2,7,False,True,True,True,False,21618,685945,628873,B.1.1.529,Unknown (R),568904,2021-05-11,36
2014,France/NAQ-CHUP-2205110918/2022,2022-05-11,BA.2,724274,3,2,13,True,True,True,True,True,22742,717268,717722,Unknown (R),Unknown,559612,2021-12-14,0
2015,USA/OR-OSPHL05598/2022,2022-05-12,BA.2,725330,1,2,7,True,True,True,True,True,22674,667841,696317,BA.2,BA.2,559612,2021-12-14,24
2016,USA/KS-KSU-2695/2022,2022-05-12,BA.2.12.1,725357,2,2,27,True,True,True,True,True,670,357763,720030,AY.103,BA.2.12.1,5867,2020-02-22,0
2017,Germany/BW-RKI-I-818298/2022,2022-05-12,BA.2,725784,2,2,5,True,True,True,True,True,23599,633085,722103,BA.2,BA.2,559612,2021-12-14,0
2018,USA/UT-UPHL-220525727166/2022,2022-05-13,BA.2.12.1,726083,13,2,7,False,True,True,True,False,22813,721674,716495,BA.2.12.1,BA.2.12.1,635968,2022-02-14,24
2019,USA/UT-UPHL-220525841636/2022,2022-05-13,BA.2.12.1,726490,1,2,3,True,True,True,True,True,22674,715878,716442,BA.2.12.1,BA.2.12.1,567561,2021-12-24,0
2020,SouthKorea/KDCA63673/2022,2022-05-13,BA.2.3.14,726803,1,2,6,True,True,True,True,True,22200,696066,640862,BA.2.3.14,BA.2,559612,2021-12-14,0
2021,USA/CA-CDC-LC0632760/2022,2022-05-13,BA.2,726812,1,2,3,True,True,True,True,True,11572,711062,681717,BA.2.12.1,BA.2,565134,2021-12-16,0
2022,USA/UT-UPHL-220525359103/2022,2022-05-14,BA.2.12.1,727552,1,2,3,True,True,True,True,True,22786,709945,721179,BA.2.12.1,BA.2.12.1,635968,2022-02-14,3
2023,USA/UT-UPHL-220525687938/2022,2022-05-14,BA.2.12,727567,4,2,7,True,True,True,True,True,22775,711102,709440,BA.2.12.1,BA.2.12.1,655355,2022-01-29,0
2024,USA/UT-UPHL-220525655095/2022,2022-05-14,BA.2.23,727963,1,2,5,True,True,True,True,True,22786,667468,710588,BA.2.23,BA.2,559612,2021-12-14,0
2025,USA/NY-CDC-LC0637918/2022,2022-05-14,BA.2.12.1,728101,1,2,7,True,True,True,True,True,17043,628282,699064,BA.2.9,BA.2.12.1,559612,2021-12-14,0
2026,USA/FL-CDC-STM-ER6GGRUQR/2022,2022-05-15,BA.2.12.1,728456,1,2,4,True,True,True,True,True,14857,697368,723793,BA.2.3,BG.2,565134,2021-12-16,0
2027,SouthKorea/KDCA63869/2022,2022-05-15,BA.2.3,728732,1,2,4,True,True,True,True,True,8991,716303,598430,BA.2,BA.2.3,559612,2021-12-14,0
2028,Israel/ICH-741225118/2022,2022-05-15,BA.2.1,728987,1,2,3,True,True,True,True,False,22992,725526,636012,BA.2.1,Unknown,519829,2021-04-25,78
2029,USA/UT-UPHL-220607835324/2022,2022-05-15,BA.2.12.1,729086,16,2,6,True,True,True,True,True,21721,711062,692241,BA.2.12.1,BA.2.12.1,680445,2022-03-07,0
2030,Israel/ICH-741225468/2022,2022-05-15,XE,729195,1,2,6,False,True,True,True,False,10447,583588,700105,BA.1.1,BA.2,519829,2021-04-25,15
2031,USA/UT-UPHL-220530815266/2022,2022-05-16,BA.2.3,729917,4,2,10,False,False,False,False,False,22686,680076,697823,BA.2.3,Unknown,179,2020-02-20,0
2032,Brazil/GO-LACEN-1623/2022,2022-05-16,XAH,729963,2,2,10,False,False,False,False,False,22688,612305,673306,BA.2,XZ,559612,2021-12-14,0
2033,USA/CA-HLX-STM-UHFQKA4HU/2022,2022-05-16,BA.4.2,730277,4,2,5,True,True,True,True,True,22992,708651,636012,BA.4.2,Unknown,519829,2021-04-25,0
2034,Germany/ST-RKI-I-818384/2022,2022-05-16,BA.2.9,730403,1,2,8,True,True,True,True,True,9534,626956,722401,BA.2.9,BA.2,559612,2021-12-14,0
2035,USA/TX-HMH-MCoV-97899/2022,2022-05-16,BA.2.23,730483,2,2,10,True,False,False,False,False,15240,659576,653091,BA.2.23,BA.2.9,559612,2021-12-14,0
2036,USA/NY-PRL-220518_01I18/2022,2022-05-16,BA.2.12.1,730537,1,2,4,True,True,True,True,True,25521,715547,680881,BA.2.12.1,BG.2,635968,2022-02-14,0
2037,Canada/QC-L00476401001/2022,2022-05-16,BA.2,730561,1,2,6,True,True,True,True,True,19209,696823,647424,BA.2,BA.2,5868,2020-02-21,0
2038,USA/UT-UPHL-220530689831/2022,2022-05-17,BG.2,731303,3,2,11,True,False,False,False,False,22674,721027,712120,BG.2,BA.2.12.1,567561,2021-12-24,0
2039,USA/NJ-CDC-LC0648773/2022,2022-05-17,BA.5,731432,1,2,8,False,True,True,True,True,23525,702130,608848,BA.2,Unknown (R),179,2020-02-20,38
2040,USA/UT-UPHL-220607419120/2022,2022-05-17,BA.2.3,731491,1,2,11,False,True,True,True,True,22775,656456,730508,BA.2.3,BA.2.3,559612,2021-12-14,3
2041,USA/UT-UPHL-220530415483/2022,2022-05-17,BA.2,731513,2,2,11,True,True,True,True,True,23055,700029,676673,Unknown (R),BA.2,519829,2021-04-25,0
2042,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,9866,582543,563381,BA.2,BA.1.15,519829,2021-04-25,13
2043,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,17410,563381,689010,BA.1.15,BA.2.12.1,519829,2021-04-25,13
2044,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,24503,689010,636583,BA.2.12.1,BA.1.15,521046,2021-11-05,16
2045,USA/UT-UPHL-220530329077/2022,2022-05-17,BA.5.1,731648,37,2,6,True,True,True,True,True,26529,728913,688515,BA.4.1,BA.5.1,650771,2022-03-03,0
2046,USA/TX-HMH-MCoV-97903/2022,2022-05-17,XN,731665,3,2,10,True,True,True,True,True,22786,627388,628053,BA.2,BA.2,521046,2021-11-05,0
2047,USA/UT-UPHL-220607798151/2022,2022-05-17,BA.4.1,731707,6,3,7,True,True,True,True,False,22578,718993,273995,BA.4.1,B.1.617.2,5868,2020-02-21,106
2048,USA/UT-UPHL-220607798151/2022,2022-05-17,BA.4.1,731707,6,3,7,True,True,True,True,False,23013,273995,723976,B.1.617.2,BA.4.1,5868,2020-02-21,39
2049,USA/KS-KSU-2741/2022,2022-05-18,BA.2.12.1,732355,1,2,31,True,True,True,True,True,7098,725356,678228,BA.2.12.1,BA.2.12.1,635968,2022-02-14,0
2050,Mexico/NLE_LANGEBIO_IMSS_6611/2022,2022-05-18,BA.2.9,732482,3,2,4,True,True,True,True,True,10323,608270,731538,BA.2.9,BA.2.9,559612,2021-12-14,0
2051,USA/UT-UPHL-220530107245/2022,2022-05-18,BA.2.12.1,732523,1,2,6,True,True,True,True,False,22578,717293,729456,BA.2.12.1,BA.2.12.1,693133,2022-03-26,60
2052,USA/UT-UPHL-220530797503/2022,2022-05-18,BA.2,732542,1,2,4,True,True,True,True,True,22674,703799,692242,BA.2.12,Unknown (R),567561,2021-12-24,0
2053,Peru/LIM-INS-17576/2022,2022-05-18,BA.2,732813,1,2,4,True,True,True,True,False,22673,708902,655362,BA.2,BA.2,559612,2021-12-14,64
2054,Australia/QLD0x00EA06/2022,2022-05-19,XM,733196,4,2,5,False,True,True,True,True,15240,622362,613736,BA.1.1,BA.2,519829,2021-04-25,4
2055,Mexico/CMX-INER-IBT-1739/2022,2022-05-19,BA.1.1,733406,1,2,10,False,True,True,True,False,23040,731665,569812,Unknown (R),Unknown (R),179,2020-02-20,62
2056,Panama/M238754-GMI/2022,2022-05-19,XAB,733742,1,2,6,True,True,True,True,True,15280,713744,728210,XAB,BA.2.9,559612,2021-12-14,0
2057,USA/UT-UPHL-220530819145/2022,2022-05-20,BA.2.12.1,734394,1,3,8,True,True,True,True,True,22775,721778,695438,BA.2.12.1,BA.2.12.1,635968,2022-02-14,0
2058,USA/UT-UPHL-220530819145/2022,2022-05-20,BA.2.12.1,734394,1,3,8,True,True,True,True,True,27259,695438,576244,BA.2.12.1,Unknown (R),574542,2021-12-06,55
2059,USA/DC-Curative-479249/2022,2022-05-20,BA.2.12.1,735072,1,2,3,True,True,True,True,True,22674,723378,722544,BA.2.12.1,Unknown (R),567561,2021-12-24,0
2060,USA/UT-UPHL-220530243793/2022,2022-05-20,BA.2.16,735115,1,2,10,False,False,False,False,False,22674,729321,728757,BA.2.16,BA.2.12.1,559612,2021-12-14,0
2061,Israel/CVL-8008167/2022,2022-05-21,BA.2,735792,3,2,3,True,True,True,True,True,17970,729003,632498,BA.2,BA.2,559612,2021-12-14,0
2062,USA/MD-CDC-LC0661260/2022,2022-05-21,BA.2,736106,1,2,5,True,True,True,True,True,5095,716303,672918,BA.2,BA.2,559612,2021-12-14,0
2063,India/MH-INSACOG-CSIR-NEERI1732/2022,2022-05-21,BA.2.38,736418,1,2,9,True,False,False,False,False,4181,549350,623976,AY.4,BA.2,179,2020-02-20,0
2064,USA/UT-UPHL-220607678032/2022,2022-05-23,BA.2.12.1,737945,1,2,3,True,True,True,True,True,22786,736218,710531,BA.2.12.1,BA.2.12.1,635968,2022-02-14,5
2065,USA/TX-HMH-M-98341/2022,2022-05-23,BA.2.23,738191,1,3,10,False,False,True,True,False,2790,29142,623069,B.1.160,Unknown (R),179,2020-02-20,0
2066,USA/TX-HMH-M-98341/2022,2022-05-23,BA.2.23,738191,1,3,10,False,False,True,True,False,15714,623069,661022,Unknown (R),BA.2,519829,2021-04-25,21
2067,Switzerland/BL-ETHZ-37552917/2022,2022-05-23,BA.1,738217,1,3,11,True,True,True,True,True,9866,725573,597642,XAB,BA.1,519829,2021-04-25,0
2068,Switzerland/BL-ETHZ-37552917/2022,2022-05-23,BA.1,738217,1,3,11,True,True,True,True,True,23048,597642,660631,BA.1,BA.2,526290,2021-05-15,0
2069,USA/UT-UPHL-220607265828/2022,2022-05-23,BA.2,738253,1,2,9,True,True,True,True,True,22578,715823,697823,BA.2,Unknown,565134,2021-12-16,0
2070,Germany/NW-RKI-I-839855/2022,2022-05-23,XAB,738307,2,2,6,True,True,True,True,True,9344,642344,625870,BA.1,BA.2,519829,2021-04-25,0
2071,USA/IL-CDC-QDX37301214/2022,2022-05-23,BA.2.12.1,738364,1,2,6,True,True,True,True,False,26491,701374,638260,BA.2.12.1,BA.2,565134,2021-12-16,22
2072,Brazil/SP-IB_157735/2022,2022-05-23,BA.2,738635,2,2,7,True,True,True,True,True,22882,734979,724136,BA.2,BA.2,559612,2021-12-14,0
2073,USA/TX-HMH-M-98610/2022,2022-05-24,BA.2.12.1,739304,1,2,14,True,True,True,True,False,2790,390272,696781,AY.4,BA.2.12.1,179,2020-02-20,42
2074,SouthAfrica/CERI-KRISP-K043514/2022,2022-05-24,XQ,739545,1,3,13,False,False,False,False,False,10447,1407,699608,B.1,Unknown (R),179,2020-02-20,0
2075,SouthAfrica/CERI-KRISP-K043514/2022,2022-05-24,XQ,739545,1,3,13,False,False,False,False,False,22813,699608,738078,Unknown (R),BA.2,179,2020-02-20,0
2076,Indonesia/BA-NIHRD-WGS-22-04752/2022,2022-05-24,BA.2,739629,2,2,16,True,True,True,True,True,18163,719858,730569,BA.2,BA.2,559612,2021-12-14,0
2077,Spain/MD-HGUGM-6526017/2022,2022-05-24,BA.2,739875,1,2,6,False,True,True,True,True,18786,711989,724459,BA.2,BA.2,559612,2021-12-14,7
