,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,breakpoint_interval_left,breakpoint_interval_right,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_dist,parents_dist_days
1948,USA/WI-UW-10637/2022,2022-04-21,XAE,701181,9,2,9,False,True,True,True,False,26060,24504,26061,614557,660144,BA.2,BA.1,521046,2021-11-05,8.0,139.4
1949,Italy/PIE_IRCC_15882846/2022,2022-04-22,BA.2,701516,2,3,20,False,False,False,False,False,18163,10199,18164,578988,690402,Unknown,BA.2,578988,2021-12-14,,121.9931640625
1950,Italy/PIE_IRCC_15882846/2022,2022-04-22,BA.2,701516,2,3,20,False,False,False,False,False,27355,26859,27356,690402,605459,BA.2,BA.1,519279,2021-08-17,,240.2
1951,Slovakia/TN_22_00001346/2022,2022-04-22,XJ,701594,2,2,7,True,True,True,True,False,15714,13196,15715,580631,625709,BA.1.17,Unknown (R),519829,2021-04-25,9.0,303.15999999999997
1952,SouthKorea/KDCA42146/2022,2022-04-22,BA.2.3,702325,1,2,6,True,True,True,True,False,8991,2833,8992,592154,677555,BA.1.1,BA.2.3,555388,2021-12-12,25.0,84.92
1953,Spain/MD-HRYC-12296321/2022,2022-04-23,XN,703379,7,2,5,True,True,True,True,True,4321,4185,4322,599448,683762,BA.1,BA.2,519829,2021-04-25,1.0,349.6
1954,Italy/PIE_IRCC_15882900/2022,2022-04-24,BA.2,703948,1,2,9,True,True,True,True,True,18163,17713,18164,619749,690402,BA.2,BA.2,559612,2021-12-14,0.0,121.70000000000002
1955,USA/CT-CDC-LC0592034/2022,2022-04-24,XZ,704521,1,2,5,True,True,True,True,True,21618,20057,21619,702972,652721,BA.2,BA.1.1,519829,2021-04-25,0.0,363.4
1956,Spain/CT-LRC-8351104/2022,2022-04-25,BA.2,705020,3,3,9,False,True,True,True,True,21517,20057,21518,590035,141694,BA.2,B.1.1.7,179,2020-02-20,4.0,734.2
1957,Spain/CT-LRC-8351104/2022,2022-04-25,BA.2,705020,3,3,9,False,True,True,True,True,21618,21533,21619,141694,618927,B.1.1.7,BA.2,179,2020-02-20,0.0,734.2
1958,USA/LA-BIE-LSUH002898/2022,2022-04-25,BA.2.12.1,705490,4,2,3,True,True,True,True,True,11674,11297,11675,618118,686251,BA.2.9,BA.2.12.1,567561,2021-12-24,0.0,86.6
1959,USA/WA-CDC-LC0602400/2022,2022-04-25,XE,705501,1,3,10,False,True,True,True,False,11537,10448,11538,581108,628394,BA.1.1.5,BA.2,519829,2021-04-25,0.0,311.6
1960,USA/WA-CDC-LC0602400/2022,2022-04-25,XE,705501,1,3,10,False,True,True,True,False,26530,26061,26531,628394,544746,BA.2,BA.1.1.5,519279,2021-08-17,42.0,197.6
1961,USA/NY-CDC-LC0600401/2022,2022-04-25,XZ,705521,1,2,7,True,True,True,True,True,22775,22689,22776,659577,704722,Unknown (R),XZ,521046,2021-11-05,1.0,165.32
1962,Germany/ST-RKI-I-764083/2022,2022-04-26,BA.2,706994,1,2,7,True,True,True,True,True,19983,11538,19984,630343,643089,BA.2,BA.2,559612,2021-12-14,0.0,89.30000000000001
1963,USA/UT-UPHL-220513963586/2022,2022-04-27,BA.2.12,707733,11,2,5,True,True,True,True,True,22331,21722,22332,703873,703599,BA.2.12.1,BA.2.12.1,674706,2022-02-06,0.0,77.975
1964,USA/UT-UPHL-220513718672/2022,2022-04-27,BA.2,707846,1,2,7,True,True,True,True,True,22786,22776,22787,689812,637125,BA.2,Unknown,179,2020-02-20,0.0,785.0
1965,India/PB-VRDLGMCPTA-ICMR-INSACOG-727629672/2022,2022-04-27,BA.2.38,708139,6,2,8,True,True,True,True,True,22812,21326,22813,693217,705405,BA.2,BA.2.38,599488,2022-01-22,0.0,93.4
1966,USA/UT-UPHL-220525435989/2022,2022-04-28,BA.2.16,708349,3,2,7,True,True,True,True,True,22786,22776,22787,681347,694208,BA.2.16,Unknown (R),179,2020-02-20,0.0,778.8
1967,CzechRepublic/FNP2623/2022,2022-04-29,BA.2,709978,1,2,9,False,True,True,True,False,23055,23041,23056,654548,653112,BA.2,BA.2,519829,2021-04-25,15.0,330.79999999999995
1968,USA/CA-Curative-347554/2022,2022-04-29,BA.2,710236,1,2,7,True,True,True,True,False,22674,22379,22675,701602,609781,BA.2,BA.2,565134,2021-12-16,10.0,129.04
1969,Italy/PIE_IRCC_1588154/2022,2022-04-30,BA.2,710809,1,2,10,True,True,True,True,True,27002,26271,27003,706972,701515,BA.2,BA.2,559612,2021-12-14,0.0,134.10000000000002
1970,USA/CA-CDC-STM-BFDFW44EU/2022,2022-04-30,BA.2,711377,1,2,5,True,True,True,True,True,26491,25917,26492,710287,638260,BA.2,BA.2,565134,2021-12-16,0.0,134.83999999999997
1971,USA/UT-UPHL-220513862376/2022,2022-04-30,BA.2.3,711535,1,2,10,False,True,True,True,True,22786,22776,22787,683514,653445,BA.2.3,BA.2,179,2020-02-20,0.0,780.8
1972,England/LSPA-3DED05E/2022,2022-04-30,XM,711560,1,2,6,True,True,True,True,True,21618,20057,21619,573446,693200,BA.1.20,BA.2.9,519829,2021-04-25,10.0,329.71875
1973,USA/LA-TUSOM-220510_S02/2022,2022-04-30,BA.2,711569,1,2,8,True,True,True,True,False,22674,20057,22675,693926,628995,XZ,Unknown (R),599488,2022-01-22,20.0,86.0
1974,USA/UT-UPHL-220513810308/2022,2022-04-30,BA.2.3,711647,1,2,6,True,True,True,True,True,22775,18164,22776,683514,653445,BA.2.3,BA.2,179,2020-02-20,0.0,780.8
1975,Slovakia/TN_22_00001565/2022,2022-05-01,BA.2,712003,1,2,7,False,True,True,True,True,22992,22814,22993,616081,704599,BA.2,BA.2,559612,2021-12-14,13.0,132.70000000000002
1976,USA/OR-CDC-LC0617741/2022,2022-05-01,BA.2.12.1,712853,2,2,6,True,True,True,True,True,22882,22814,22883,692242,643175,Unknown (R),BA.2,179,2020-02-20,0.0,785.48
1977,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,12880,11675,12881,702371,39179,BA.2.12.1,B.1.1.311,5867,2020-02-22,8.0,792.5
1978,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,23525,23076,23526,39179,678228,B.1.1.311,BA.2.12.1,5867,2020-02-22,8.0,792.5
1979,USA/NY-PRL-0504_02L21/2022,2022-05-02,B.1.1.409,713318,1,4,16,False,True,True,True,False,26270,26061,26271,678228,1,BA.2.12.1,B,1,2019-12-26,14.0,850.0
1980,USA/UT-UPHL-220525332578/2022,2022-05-02,BA.2.12.1,713445,1,2,4,True,True,True,True,True,22786,22776,22787,659168,692242,BA.2.12.1,Unknown (R),179,2020-02-20,0.0,785.6800000000001
1981,Germany/NW-RKI-I-781486/2022,2022-05-02,BA.1.1,713728,1,2,5,True,True,True,True,True,24424,24131,24425,645794,584241,BA.1.1,BA.1,521046,2021-11-05,0.0,131.2
1982,USA/UT-UPHL-220519522340/2022,2022-05-02,BA.2.12.1,713900,1,2,5,True,True,True,True,True,22786,22776,22787,706215,710531,BA.2.12.1,BA.2.12.1,635968,2022-02-14,2.0,75.1
1983,USA/UT-UPHL-220525682417/2022,2022-05-03,BA.2,714650,1,2,6,True,True,True,True,True,22786,16096,22787,679131,708236,BA.2,BA.2,559612,2021-12-14,0.0,115.50000000000001
1984,Nepal/NPHL-S-1528/2022,2022-05-04,BA.2,715419,1,2,7,False,True,True,True,False,22882,22814,22883,673306,704360,XZ,BA.2,179,2020-02-20,17.0,796.0
1985,USA/UT-UPHL-220525698644/2022,2022-05-04,BA.2,715646,3,2,4,True,True,True,True,False,22674,21722,22675,707733,695328,Unknown (R),BA.2.12.1,567561,2021-12-24,6.0,123.48
1986,France/NAQ-CHUP-2205041114/2022,2022-05-04,BA.2,715675,7,2,12,True,True,True,True,True,23542,22743,23543,715101,656495,BA.2.9,BA.2,559612,2021-12-14,0.0,140.5
1987,USA/NM-CDC-2-5975795/2022,2022-05-04,BA.2.3.5,715798,1,2,4,False,True,True,True,True,27382,26802,27383,692585,714031,BA.2.3.5,BA.2,565134,2021-12-16,13.0,138.04
1988,USA/UT-UPHL-220525613910/2022,2022-05-04,BA.2,715871,1,2,4,True,True,True,True,True,23278,22883,23279,709450,682331,BA.2,BA.2,559612,2021-12-14,0.0,118.10000000000001
1989,Netherlands/NB-MVD-CWGS2202162/2022,2022-05-04,XZ,716084,1,2,11,False,True,True,True,False,26060,25882,26061,690871,566149,BA.2,BA.1.17,532835,2021-11-16,29.0,117.89999999999998
1990,France/NAQ-CHUP-2205040989/2022,2022-05-04,BA.2,716103,7,2,13,False,True,True,True,True,22578,20499,22579,715101,618927,BA.2.9,BA.2,559612,2021-12-14,7.0,140.5
1991,USA/CA-HLX-STM-3RUWYMB2V/2022,2022-05-05,BG.2,716784,1,2,5,True,True,True,True,True,22917,22883,22918,712814,683825,BG.2,BA.2.12.1,519829,2021-04-25,0.0,372.0
1992,USA/VA-Curative-363169/2022,2022-05-05,BA.2.9,717007,1,2,3,True,True,True,True,True,1585,521,1586,685138,667835,BA.2.12.1,BA.2.9,559612,2021-12-14,0.0,120.70000000000002
1993,USA/VA-CDC-LC0615036/2022,2022-05-05,BA.2.12.1,717110,1,2,5,True,True,True,True,True,26060,25761,26061,680445,289606,BA.2.12.1,C.37.1,179,2020-02-20,0.0,757.6
1994,France/NAQ-CHUP-2205050935/2022,2022-05-05,BA.2,717268,6,3,19,True,True,True,True,True,10177,9867,10178,705876,715675,BA.2,Unknown (R),559612,2021-12-14,11.0,140.86
1995,France/NAQ-CHUP-2205050935/2022,2022-05-05,BA.2,717268,6,3,19,True,True,True,True,True,22679,22675,22680,715675,611601,Unknown (R),BA.2,559612,2021-12-14,0.0,140.86
1996,France/NAQ-CHUP-2205051036/2022,2022-05-05,BA.2,717450,1,2,6,True,True,True,True,True,25951,25417,25952,716102,691108,BA.2,BA.2,565134,2021-12-16,0.0,139.83999999999997
1997,India/MP-AIIMS_B-ICMR-INSACOG-WGS-746/2022,2022-05-06,BA.2.38,718109,1,2,8,True,True,True,True,True,10480,8791,10481,701382,715598,BA.2.10,BA.2.38,565134,2021-12-16,0.0,140.04
1998,USA/CA-Curative-308079/2022,2022-05-06,BA.2,718170,1,2,5,True,True,True,True,True,22674,16261,22675,698719,673255,BA.2,BA.2,565134,2021-12-16,5.0,128.04
1999,Mexico/CMX-INER-IBT-1730/2022,2022-05-06,BA.2,718261,1,2,3,True,True,True,True,True,22674,22579,22675,713214,717268,BA.2,Unknown (R),559612,2021-12-14,0.0,141.348
2000,Slovakia/TN_22_00001551/2022,2022-05-06,BA.2.22,718507,1,2,6,True,True,True,True,True,22674,22579,22675,686533,717268,BA.2.22,Unknown (R),559612,2021-12-14,0.0,141.348
2001,Germany/NW-RKI-I-795779/2022,2022-05-07,BA.5.3,718969,9,2,5,True,True,True,True,True,22917,22787,22918,650215,675194,BA.2,Unknown (R),565134,2021-12-16,0.0,107.11999999999998
2002,USA/CA-Curative-316681/2022,2022-05-07,BA.2.7,719538,1,2,6,True,True,True,True,True,22674,6196,22675,686238,609781,BA.2,BA.2,565134,2021-12-16,0.0,96.00625
2003,USA/IL-CDC-LC0633727/2022,2022-05-07,BA.2.12.1,719556,1,2,3,True,True,True,True,True,23403,22814,23404,712852,691631,BA.2.12.1,BA.2.12.1,567561,2021-12-24,2.0,129.2
2004,USA/NJ-CDC-LC0625521/2022,2022-05-07,BA.2.9,719886,1,2,4,True,True,True,True,True,22792,22571,22793,701240,716283,BA.2.12.1,BA.2.9,559612,2021-12-14,0.0,141.9
2005,Denmark/DCGC-513531/2022,2022-05-08,BA.2.48,720296,2,2,4,True,True,True,True,True,4230,913,4231,716303,658688,BA.2,BA.2.48,559612,2021-12-14,0.0,142.10000000000002
2006,USA/CA-Curative-338992/2022,2022-05-08,BA.2.47,720457,1,2,7,True,True,True,True,True,22674,22305,22675,631180,673255,BA.2.47,BA.2,559612,2021-12-14,5.0,112.5
2007,USA/TX-HMH-MCoV-97373/2022,2022-05-08,BA.1.15,720516,1,2,16,False,True,True,True,False,8393,5387,8394,19213,582313,B.1.1,BA.1.15.1,5867,2020-02-22,3.0,698.9
2008,USA/CA-Curative-340999/2022,2022-05-08,BA.2.12.1,720716,1,2,4,True,True,True,True,True,22674,21722,22675,718377,702426,BA.2.12.1,BA.2.12.1,674706,2022-02-06,0.0,89.775
2009,USA/OR-Curative-330738/2022,2022-05-08,BA.2,720752,1,2,8,True,False,False,False,False,22674,16555,22675,719551,651895,BA.2,BA.2.9,559612,2021-12-14,,144.5
2010,USA/UT-UPHL-220530809213/2022,2022-05-09,BA.2.3,722036,1,2,9,False,True,True,True,False,22775,21146,22776,685023,714142,BA.2.3,BA.2,559612,2021-12-14,4.0,131.17854980468752
2011,USA/NC-CDC-LC0631639/2022,2022-05-10,BA.2,722544,13,2,4,True,True,True,True,True,23013,22996,23014,613128,716291,BA.2,BA.2.12.1,179,2020-02-20,11.0,805.2
2012,USA/UT-UPHL-220607095166/2022,2022-05-10,BA.2.12.1,722799,1,2,3,True,True,True,True,True,22674,9431,22675,709945,692242,BA.2.12.1,Unknown (R),567561,2021-12-24,0.0,128.2
2013,USA/DC-Curative-346995/2022,2022-05-11,B.1.1.529,724122,1,2,7,False,True,True,True,False,21618,20057,21619,685945,628873,B.1.1.529,Unknown (R),568904,2021-05-11,20.0,339.52578125
2014,France/NAQ-CHUP-2205110918/2022,2022-05-11,BA.2,724274,3,2,13,True,True,True,True,True,22742,22689,22743,717268,717722,Unknown (R),Unknown,559612,2021-12-14,0.0,142.38
2015,USA/OR-OSPHL05598/2022,2022-05-12,BA.2,725330,1,2,7,True,True,True,True,True,22674,22034,22675,667841,696317,BA.2,BA.2,559612,2021-12-14,2.0,129.3
2016,USA/KS-KSU-2695/2022,2022-05-12,BA.2.12.1,725357,2,2,27,True,True,True,True,True,670,328,671,357763,720030,AY.103,BA.2.12.1,5867,2020-02-22,0.0,766.6
2017,Germany/BW-RKI-I-818298/2022,2022-05-12,BA.2,725784,2,2,5,True,True,True,True,True,23599,22793,23600,633085,722103,BA.2,BA.2,559612,2021-12-14,0.0,146.9
2018,USA/UT-UPHL-220525727166/2022,2022-05-13,BA.2.12.1,726083,13,2,7,False,True,True,True,False,22813,22776,22814,721674,716495,BA.2.12.1,BA.2.12.1,635968,2022-02-14,6.0,85.3
2019,USA/UT-UPHL-220525841636/2022,2022-05-13,BA.2.12.1,726490,1,2,3,True,True,True,True,True,22674,21160,22675,715878,716442,BA.2.12.1,BA.2.12.1,567561,2021-12-24,0.0,132.8
2020,SouthKorea/KDCA63673/2022,2022-05-13,BA.2.3.14,726803,1,2,6,True,True,True,True,True,22200,14409,22201,696066,640862,BA.2.3.14,BA.2,559612,2021-12-14,0.0,129.5
2021,USA/CA-CDC-LC0632760/2022,2022-05-13,BA.2,726812,1,2,3,True,True,True,True,True,11572,9425,11573,711062,681717,BA.2.12.1,BA.2,565134,2021-12-16,0.0,138.23999999999998
2022,USA/UT-UPHL-220525359103/2022,2022-05-14,BA.2.12.1,727552,1,2,3,True,True,True,True,True,22786,21160,22787,709945,721179,BA.2.12.1,BA.2.12.1,635968,2022-02-14,1.0,77.5
2023,USA/UT-UPHL-220525687938/2022,2022-05-14,BA.2.12,727567,4,2,7,True,True,True,True,True,22775,21722,22776,711102,709440,BA.2.12.1,BA.2.12.1,655355,2022-01-29,0.0,82.786
2024,USA/UT-UPHL-220525655095/2022,2022-05-14,BA.2.23,727963,1,2,5,True,True,True,True,True,22786,9247,22787,667468,710588,BA.2.23,BA.2,559612,2021-12-14,0.0,118.23859375
2025,USA/NY-CDC-LC0637918/2022,2022-05-14,BA.2.12.1,728101,1,2,7,True,True,True,True,True,17043,15010,17044,628282,699064,BA.2.9,BA.2.12.1,559612,2021-12-14,0.0,132.10000000000002
2026,USA/FL-CDC-STM-ER6GGRUQR/2022,2022-05-15,BA.2.12.1,728456,1,2,4,True,True,True,True,True,14857,11751,14858,697368,723793,BA.2.3,BG.2,565134,2021-12-16,0.0,129.04
2027,SouthKorea/KDCA63869/2022,2022-05-15,BA.2.3,728732,1,2,4,True,True,True,True,True,8991,913,8992,716303,598430,BA.2,BA.2.3,559612,2021-12-14,0.0,143.5
2028,Israel/ICH-741225118/2022,2022-05-15,BA.2.1,728987,1,2,3,True,True,True,True,False,22992,22883,22993,725526,636012,BA.2.1,Unknown,519829,2021-04-25,2.0,382.8
2029,USA/UT-UPHL-220607835324/2022,2022-05-15,BA.2.12.1,729086,16,2,6,True,True,True,True,True,21721,21160,21722,711062,692241,BA.2.12.1,BA.2.12.1,680445,2022-03-07,0.0,57.25
2030,Israel/ICH-741225468/2022,2022-05-15,XE,729195,1,2,6,False,True,True,True,False,10447,10199,10448,583588,700105,BA.1.1,BA.2,519829,2021-04-25,9.0,351.2
2031,USA/UT-UPHL-220530815266/2022,2022-05-16,BA.2.3,729917,4,2,10,False,False,False,False,False,22686,22680,22687,680076,697823,BA.2.3,Unknown,179,2020-02-20,,781.6
2032,Brazil/GO-LACEN-1623/2022,2022-05-16,XAH,729963,2,2,10,False,False,False,False,False,22688,22674,22689,612305,673306,BA.2,XZ,559612,2021-12-14,,114.10000000000001
2033,USA/CA-HLX-STM-UHFQKA4HU/2022,2022-05-16,BA.4.2,730277,4,2,5,True,True,True,True,True,22992,22918,22993,708651,636012,BA.4.2,Unknown,519829,2021-04-25,0.0,371.8
2034,Germany/ST-RKI-I-818384/2022,2022-05-16,BA.2.9,730403,1,2,8,True,True,True,True,True,9534,6997,9535,626956,722401,BA.2.9,BA.2,559612,2021-12-14,0.0,104.717453125
2035,USA/TX-HMH-MCoV-97899/2022,2022-05-16,BA.2.23,730483,2,2,10,True,False,False,False,False,15240,12881,15241,659576,653091,BA.2.23,BA.2.9,559612,2021-12-14,,104.5
2036,USA/NY-PRL-220518_01I18/2022,2022-05-16,BA.2.12.1,730537,1,2,4,True,True,True,True,True,25521,16093,25522,715547,680881,BA.2.12.1,BG.2,635968,2022-02-14,0.0,81.9
2037,Canada/QC-L00476401001/2022,2022-05-16,BA.2,730561,1,2,6,True,True,True,True,True,19209,12748,19210,696823,647424,BA.2,BA.2,5868,2020-02-21,0.0,793.1
2038,USA/UT-UPHL-220530689831/2022,2022-05-17,BG.2,731303,3,2,11,True,False,False,False,False,22674,16093,22675,721027,712120,BG.2,BA.2.12.1,567561,2021-12-24,,136.8
2039,USA/NJ-CDC-LC0648773/2022,2022-05-17,BA.5,731432,1,2,8,False,True,True,True,True,23525,23404,23526,702130,608848,BA.2,Unknown (R),179,2020-02-20,20.0,797.0
2040,USA/UT-UPHL-220607419120/2022,2022-05-17,BA.2.3,731491,1,2,11,False,True,True,True,True,22775,22525,22776,656456,730508,BA.2.3,BA.2.3,559612,2021-12-14,3.0,153.5
2041,USA/UT-UPHL-220530415483/2022,2022-05-17,BA.2,731513,2,2,11,True,True,True,True,True,23055,23041,23056,700029,676673,Unknown (R),BA.2,519829,2021-04-25,0.0,349.6
2042,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,9866,9535,9867,582543,563381,BA.2,BA.1.15,519829,2021-04-25,13.0,358.4
2043,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,17410,15715,17411,563381,689010,BA.1.15,BA.2.12.1,519829,2021-04-25,13.0,358.4
2044,USA/TX-HMH-MCoV-97939/2022,2022-05-17,BA.2.12.1,731638,2,4,18,False,True,True,True,False,24503,24131,24504,689010,636583,BA.2.12.1,BA.1.15,521046,2021-11-05,14.0,164.60000000000002
2045,USA/UT-UPHL-220530329077/2022,2022-05-17,BA.5.1,731648,37,2,6,True,True,True,True,True,26529,22918,26530,728913,688515,BA.4.1,BA.5.1,650771,2022-03-03,0.0,73.475
2046,USA/TX-HMH-MCoV-97903/2022,2022-05-17,XN,731665,3,2,10,True,True,True,True,True,22786,22776,22787,627388,628053,BA.2,BA.2,521046,2021-11-05,0.0,121.4
2047,USA/UT-UPHL-220607798151/2022,2022-05-17,BA.4.1,731707,6,3,7,True,True,True,True,False,22578,22201,22579,718993,273995,BA.4.1,B.1.617.2,5868,2020-02-21,33.0,811.7
2048,USA/UT-UPHL-220607798151/2022,2022-05-17,BA.4.1,731707,6,3,7,True,True,True,True,False,23013,22993,23014,273995,723976,B.1.617.2,BA.4.1,5868,2020-02-21,33.0,811.7
2049,USA/KS-KSU-2741/2022,2022-05-18,BA.2.12.1,732355,1,2,31,True,True,True,True,True,7098,328,7099,725356,678228,BA.2.12.1,BA.2.12.1,635968,2022-02-14,0.0,88.7
2050,Mexico/NLE_LANGEBIO_IMSS_6611/2022,2022-05-18,BA.2.9,732482,3,2,4,True,True,True,True,True,10323,9170,10324,608270,731538,BA.2.9,BA.2.9,559612,2021-12-14,0.0,154.5
2051,USA/UT-UPHL-220530107245/2022,2022-05-18,BA.2.12.1,732523,1,2,6,True,True,True,True,False,22578,21160,22579,717293,729456,BA.2.12.1,BA.2.12.1,693133,2022-03-26,3.0,43.25625
2052,USA/UT-UPHL-220530797503/2022,2022-05-18,BA.2,732542,1,2,4,True,True,True,True,True,22674,21722,22675,703799,692242,BA.2.12,Unknown (R),567561,2021-12-24,0.0,115.88
2053,Peru/LIM-INS-17576/2022,2022-05-18,BA.2,732813,1,2,4,True,True,True,True,False,22673,22600,22674,708902,655362,BA.2,BA.2,559612,2021-12-14,5.0,139.3
2054,Australia/QLD0x00EA06/2022,2022-05-19,XM,733196,4,2,5,False,True,True,True,True,15240,13196,15241,622362,613736,BA.1.1,BA.2,519829,2021-04-25,4.0,306.0
2055,Mexico/CMX-INER-IBT-1739/2022,2022-05-19,BA.1.1,733406,1,2,10,False,True,True,True,False,23040,23014,23041,731665,569812,Unknown (R),Unknown (R),179,2020-02-20,13.0,759.8
2056,Panama/M238754-GMI/2022,2022-05-19,XAB,733742,1,2,6,True,True,True,True,True,15280,13949,15281,713744,728210,XAB,BA.2.9,559612,2021-12-14,0.0,142.70000000000002
2057,USA/UT-UPHL-220530819145/2022,2022-05-20,BA.2.12.1,734394,1,3,8,True,True,True,True,True,22775,22204,22776,721778,695438,BA.2.12.1,BA.2.12.1,635968,2022-02-14,0.0,86.7
2058,USA/UT-UPHL-220530819145/2022,2022-05-20,BA.2.12.1,734394,1,3,8,True,True,True,True,True,27259,25585,27260,695438,576244,BA.2.12.1,Unknown (R),574542,2021-12-06,19.0,156.39999999999998
2059,USA/DC-Curative-479249/2022,2022-05-20,BA.2.12.1,735072,1,2,3,True,True,True,True,True,22674,21722,22675,723378,722544,BA.2.12.1,Unknown (R),567561,2021-12-24,0.0,135.16
2060,USA/UT-UPHL-220530243793/2022,2022-05-20,BA.2.16,735115,1,2,10,False,False,False,False,False,22674,22579,22675,729321,728757,BA.2.16,BA.2.12.1,559612,2021-12-14,,153.3
2061,Israel/CVL-8008167/2022,2022-05-21,BA.2,735792,3,2,3,True,True,True,True,True,17970,11748,17971,729003,632498,BA.2,BA.2,559612,2021-12-14,0.0,153.5
2062,USA/MD-CDC-LC0661260/2022,2022-05-21,BA.2,736106,1,2,5,True,True,True,True,True,5095,913,5096,716303,672918,BA.2,BA.2,559612,2021-12-14,0.0,144.70000000000002
2063,India/MH-INSACOG-CSIR-NEERI1732/2022,2022-05-21,BA.2.38,736418,1,2,9,True,False,False,False,False,4181,3872,4182,549350,623976,AY.4,BA.2,179,2020-02-20,,743.4
2064,USA/UT-UPHL-220607678032/2022,2022-05-23,BA.2.12.1,737945,1,2,3,True,True,True,True,True,22786,22776,22787,736218,710531,BA.2.12.1,BA.2.12.1,635968,2022-02-14,1.0,96.9
2065,USA/TX-HMH-M-98341/2022,2022-05-23,BA.2.23,738191,1,3,10,False,False,True,True,False,2790,671,2791,29142,623069,B.1.160,Unknown (R),179,2020-02-20,0.0,749.15
2066,USA/TX-HMH-M-98341/2022,2022-05-23,BA.2.23,738191,1,3,10,False,False,True,True,False,15714,15241,15715,623069,661022,Unknown (R),BA.2,519829,2021-04-25,9.0,319.34999999999997
2067,Switzerland/BL-ETHZ-37552917/2022,2022-05-23,BA.1,738217,1,3,11,True,True,True,True,True,9866,9535,9867,725573,597642,XAB,BA.1,519829,2021-04-25,0.0,384.4
2068,Switzerland/BL-ETHZ-37552917/2022,2022-05-23,BA.1,738217,1,3,11,True,True,True,True,True,23048,22883,23049,597642,660631,BA.1,BA.2,526290,2021-05-15,0.0,364.45
2069,USA/UT-UPHL-220607265828/2022,2022-05-23,BA.2,738253,1,2,9,True,True,True,True,True,22578,12748,22579,715823,697823,BA.2,Unknown,565134,2021-12-16,0.0,143.44
2070,Germany/NW-RKI-I-839855/2022,2022-05-23,XAB,738307,2,2,6,True,True,True,True,True,9344,8394,9345,642344,625870,BA.1,BA.2,519829,2021-04-25,0.0,326.79999999999995
2071,USA/IL-CDC-QDX37301214/2022,2022-05-23,BA.2.12.1,738364,1,2,6,True,True,True,True,False,26491,25539,26492,701374,638260,BA.2.12.1,BA.2,565134,2021-12-16,4.0,133.83999999999997
2072,Brazil/SP-IB_157735/2022,2022-05-23,BA.2,738635,2,2,7,True,True,True,True,True,22882,18772,22883,734979,724136,BA.2,BA.2,559612,2021-12-14,0.0,157.9
2073,USA/TX-HMH-M-98610/2022,2022-05-24,BA.2.12.1,739304,1,2,14,True,True,True,True,False,2790,671,2791,390272,696781,AY.4,BA.2.12.1,179,2020-02-20,28.0,795.2
2074,SouthAfrica/CERI-KRISP-K043514/2022,2022-05-24,XQ,739545,1,3,13,False,False,False,False,False,10447,10030,10448,1407,699608,B.1,Unknown (R),179,2020-02-20,,823.2
2075,SouthAfrica/CERI-KRISP-K043514/2022,2022-05-24,XQ,739545,1,3,13,False,False,False,False,False,22813,22689,22814,699608,738078,Unknown (R),BA.2,179,2020-02-20,,823.2
2076,Indonesia/BA-NIHRD-WGS-22-04752/2022,2022-05-24,BA.2,739629,2,2,16,True,True,True,True,True,18163,17437,18164,719858,730569,BA.2,BA.2,559612,2021-12-14,0.0,147.70000000000002
2077,Spain/MD-HGUGM-6526017/2022,2022-05-24,BA.2,739875,1,2,6,False,True,True,True,True,18786,18190,18787,711989,724459,BA.2,BA.2,559612,2021-12-14,7.0,150.9
2078,USA/VA-CDC-LC0670962/2022,2022-05-25,BA.4,740400,1,2,11,False,True,True,False,False,23403,23041,23404,738906,690862,BA.4.6,BA.2,565134,2021-12-16,,139.04
2079,USA/TX-CDC-STM-X3CTM62YW/2022,2022-05-25,BA.2,740531,6,2,6,False,True,True,True,False,22775,12009,22776,738145,654398,BA.2,BA.2.11,559612,2021-12-14,4.0,160.70000000000002
2080,USA/NC-CDC-LC0668306/2022,2022-05-25,B.1.1.529,740761,12,2,6,True,True,True,True,True,27382,26859,27383,719357,722411,BA.5.5,BA.2,574542,2021-12-06,9.0,155.79999999999998
2081,Italy/LOM_PM_28022317/2022,2022-05-25,BA.2,741154,1,2,4,True,True,True,True,True,12097,10199,12098,622710,697006,BA.2,BA.2,559612,2021-12-14,0.0,132.70000000000002
2082,USA/UT-UPHL-220611200966/2022,2022-05-26,BA.2,741289,1,2,7,True,True,True,True,False,22786,22776,22787,717909,716495,BA.2.12.1,BA.2.12.1,655355,2022-01-29,4.0,101.25
2083,USA/ID-IBL-823334/2022,2022-05-26,BA.5,741476,2,2,5,True,True,True,True,True,22792,22787,22793,726691,666018,BA.2.9,Unknown (R),559612,2021-12-14,0.0,152.9
