recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,oldest_child,oldest_child_pango,oldest_child_scorpio,oldest_child_time,oldest_child_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,is_rebar_recombinant,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4,k1000_muts
660281,SRR17105262,1,1,1,23997,26034,1,COVID-ARTIC-V3,.,2021-10-20,4ac2bead03,2,AY.44,Delta (B.1.617.2-like),502.8892693126893,2021-10-07,660280,AY.44,Delta (B.1.617.2-like),489.0,2021-10-20,344055,AY.44,Delta (B.1.617.2-like),581.0,2021-07-20,548814,AY.25.1,Delta (B.1.617.2-like),519.0,2021-09-20,660280,AY.44,Delta (B.1.617.2-like),489.0,2021-10-20,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,3,10,5,True,5
1062830,ERR8985886,1,1,1,25225,26060,1,COVID-ARTIC-V4.1,4.1alt,2022-02-13,a95dc3ac3d,2,BA.2,Omicron (BA.2-like),381.1683529768313,2022-02-05,1062829,BA.2,Omicron (BA.2-like),373.0,2022-02-13,1042805,BA.2,Omicron (BA.2-like),395.0554183000457,2022-01-22,977610,BA.1.1,Omicron (BA.1-like),395.0,2022-01-22,1062829,BA.2,Omicron (BA.2-like),373.0,2022-02-13,1436802,B.1.1.529,Probable Omicron (Unassigned),957.9818797214036,2020-07-09,True,3,45,7,True,6
964555,ERR8146303,253,1,1,24504,26060,0,COVID-ARTIC-V4.1,4.1alt,2022-01-19,f03a1de9c7,2,BA.2,Omicron (Unassigned),401.0000000003,2022-01-16,964554,BA.2,Omicron (Unassigned),398.0,2022-01-19,863361,BA.2,Omicron (BA.2-like),536.7743834499397,2021-09-03,955784,BA.1.17.2,Omicron (BA.1-like),401.0000000004,2022-01-16,1040907,BA.2,Omicron (BA.2-like),401.0000000002,2022-01-16,1436802,B.1.1.529,Probable Omicron (Unassigned),957.9818797214036,2020-07-09,False,4,43,5,True,6
513122,SRR16196496,3,2,1,22802,26107,0,COVID-ARTIC-V3,.,2021-09-11,93550b230d,3,AY.25,Delta (B.1.617.2-like),544.0,2021-08-26,513120,AY.25,Delta (B.1.617.2-like),528.0,2021-09-11,472482,AY.25,Delta (B.1.617.2-like),573.9900967750103,2021-07-28,452204,AY.47,Delta (B.1.617.2-like),544.0000000001,2021-08-26,513120,AY.25,Delta (B.1.617.2-like),528.0,2021-09-11,220186,B.1.617.2,Delta (B.1.617.2-like),932.8220700506456,2020-08-03,True,2,29,7,True,7
894500,SRR19223626,1,1,1,25645,26107,0,COVID-ARTIC-V4.1,.,2021-12-15,5203e9e379,2,AY.39,Delta (B.1.617.2-like),456.6804565010964,2021-11-22,894499,AY.39,Delta (B.1.617.2-like),433.0,2021-12-15,645053,AY.39,Delta (B.1.617.2-like),522.0000000001,2021-09-17,676548,AY.25.1,Delta (B.1.617.2-like),484.0,2021-10-25,894499,AY.39,Delta (B.1.617.2-like),433.0,2021-12-15,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,3,20,7,True,6
827500,SRR20949740,1,1,1,21847,26227,2,COVID-ARTIC-V3,.,2021-11-28,7dd67b4ff9,2,AY.44,Delta (B.1.617.2-like),458.57038798502896,2021-11-20,827499,AY.44,Delta (B.1.617.2-like),450.0,2021-11-28,686160,AY.44,Delta (B.1.617.2-like),482.0,2021-10-27,758411,AY.39,Delta (B.1.617.2-like),498.0000000001,2021-10-11,827499,AY.44,Delta (B.1.617.2-like),450.0,2021-11-28,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,19,7,True,8
1363896,SRR22291849,2,1,1,22899,26252,2,COVID-ARTIC-V4.1,.,2022-09-07,b25cd5214b,2,BA.5.1,Omicron (BA.5-like),171.51847769275273,2022-09-03,1363895,BA.5.1,Omicron (BA.5-like),167.0,2022-09-07,1325715,BA.5.5,Omicron (BA.5-like),206.0,2022-07-30,1344858,BA.5.1.6,Omicron (BA.5-like),186.0,2022-08-19,1363895,BA.5.1,Omicron (BA.5-like),167.0,2022-09-07,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,False,3,7,4,True,6
1425714,ERR10804812,1,1,1,26276,26488,2,COVID-ARTIC-V4.1,4.1alt,2023-01-04,623ffd7ac3,2,CH.1.1.14,Omicron (BA.2-like),68.16646353116711,2022-12-15,1425713,CH.1.1.14,Omicron (BA.2-like),48.0,2023-01-04,1408408,CH.1.1.14,Omicron (BA.2-like),137.80723262330983,2022-10-07,958377,BA.2,Omicron (BA.2-like),400.0,2022-01-17,1425713,CH.1.1.14,Omicron (BA.2-like),48.0,2023-01-04,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,False,8,27,0,False,6
524189,ERR6816656,3,1,1,25004,26488,0,COVID-ARTIC-V3,3,2021-09-14,29c6cd1642,2,AY.4,Delta (AY.4-like),542.0,2021-08-28,524188,AY.4,Delta (AY.4-like),525.0,2021-09-14,458613,AY.4,Delta (AY.4-like),542.0000000001,2021-08-28,313806,AY.120,Delta (B.1.617.2-like),599.0,2021-07-02,524188,AY.4,Delta (AY.4-like),525.0,2021-09-14,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,2,10,2,False,4
974002,ERR8269618,1,1,1,26486,26488,1,COVID-ARTIC-V4.1,4.1alt,2022-01-21,8e267c077c,2,BA.1,Omicron (BA.1-like),401.0452195462762,2022-01-16,974001,BA.1,Omicron (BA.1-like),396.0,2022-01-21,950482,BA.1,Omicron (BA.1-like),403.0,2022-01-14,955470,BA.1.1,Omicron (BA.1-like),407.0000000000001,2022-01-10,974001,BA.1,Omicron (BA.1-like),396.0,2022-01-21,794989,BA.1,Omicron (BA.1-like),476.7517358578432,2021-11-02,False,1,6,2,False,5
882353,ERR7795899,1,1,1,25004,26488,0,COVID-ARTIC-V4.1,4,2021-12-12,d37aebbf81,2,AY.4,Delta (AY.4-like),458.1559978202331,2021-11-20,882352,AY.4,Delta (AY.4-like),436.0,2021-12-12,679810,AY.4,Delta (AY.4-like),483.0,2021-10-26,313806,AY.120,Delta (B.1.617.2-like),599.0,2021-07-02,882352,AY.4,Delta (AY.4-like),436.0,2021-12-12,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,2,13,1,False,4
662100,ERR7268953,1,1,1,25615,26488,3,COVID-ARTIC-V4.1,4,2021-10-21,849135e959,2,AY.4.2,Delta (AY.4.2-like),494.7023388112138,2021-10-15,662099,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,572360,AY.4.2,Delta (AY.4.2-like),512.0,2021-09-27,313806,AY.120,Delta (B.1.617.2-like),599.0,2021-07-02,662099,AY.4.2,Delta (AY.4.2-like),488.0,2021-10-21,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,3,14,2,False,7
143250,ERR5381053,1,1,1,21647,26488,1,COVID-ARTIC-V3,3,2021-02-15,73347a1b5e,2,B.1.1.7,Alpha (B.1.1.7-like),747.4927011304493,2021-02-04,143249,B.1.1.7,Alpha (B.1.1.7-like),736.0,2021-02-15,109908,B.1.1.7,Alpha (B.1.1.7-like),772.0000000001,2021-01-10,90020,B.1.1.7,Alpha (B.1.1.7-like),778.0,2021-01-04,143249,B.1.1.7,Alpha (B.1.1.7-like),736.0,2021-02-15,45988,B.1.1.7,Alpha (B.1.1.7-like),924.7777679661796,2020-08-11,False,0,10,1,False,5
691949,ERR7297817,1,1,1,25436,26488,2,COVID-ARTIC-V4.1,4,2021-10-29,78ff4524bc,2,AY.4,Delta (AY.4-like),486.3693109982171,2021-10-23,691948,AY.4,Delta (AY.4-like),480.0,2021-10-29,637367,AY.4,Delta (AY.4-like),495.0000000002,2021-10-14,313806,AY.120,Delta (B.1.617.2-like),599.0,2021-07-02,691948,AY.4,Delta (AY.4-like),480.0,2021-10-29,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,2,8,3,False,6
1107217,SRR20469327,1,1,1,22205,26522,0,COVID-ARTIC-V4.1,.,2022-02-28,763088bbab,2,BA.1.1,Omicron (BA.1-like),369.4746506183855,2022-02-17,1107216,BA.1.1,Omicron (BA.1-like),358.0,2022-02-28,984029,BA.1.1,Omicron (BA.1-like),393.0,2022-01-24,1028118,BA.1.1,Omicron (BA.1-like),382.0,2022-02-04,1107216,BA.1.1,Omicron (BA.1-like),358.0,2022-02-28,791357,BA.1,Omicron (BA.1-like),476.7517358580432,2021-11-02,False,0,3,5,False,4
1270184,ERR9876715,3,1,1,24107,26529,1,COVID-ARTIC-V4.1,4.1alt,2022-06-16,caffaaa574,2,BA.5,Omicron (BA.5-like),257.3520591363261,2022-06-09,1270183,BA.5,Omicron (BA.5-like),250.0,2022-06-16,1259306,BA.4,Omicron (BA.4-like),275.0556648639666,2022-05-22,1259133,BF.6,Omicron (BA.5-like),290.336986041228,2022-05-07,1270183,BA.5,Omicron (BA.5-like),250.0,2022-06-16,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,False,5,7,11,True,7
1276626,ERR9908351,1,1,1,24384,26529,3,COVID-ARTIC-V4.1,4.1alt,2022-06-23,08e7c5eba7,2,BA.2,Omicron (BA.2-like),252.2755206450093,2022-06-14,1276625,BA.2,Omicron (BA.2-like),243.0,2022-06-23,1197774,BA.2.13.1,Omicron (BA.2-like),318.0,2022-04-09,1254315,BA.5.5,Omicron (BA.5-like),266.0,2022-05-31,1276625,BA.2,Omicron (BA.2-like),243.0,2022-06-23,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,11,8,True,12
1350045,SRR21829081,22,1,1,22911,26529,1,COVID-ARTIC-V4.1,.,2022-08-24,2b9683974a,2,BA.5,Omicron (BA.5-like),195.6154052811057,2022-08-10,1350044,BA.5,Omicron (BA.5-like),181.0000000001,2022-08-24,1334013,BA.4.1,Omicron (BA.4-like),269.9009118813333,2022-05-28,1267397,BF.8,Omicron (BA.5-like),253.0,2022-06-13,1350044,BA.5,Omicron (BA.5-like),181.0000000001,2022-08-24,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,False,6,6,11,True,5
1381416,SRR22255468,1,1,1,23536,26529,1,COVID-ARTIC-V4.1,.,2022-09-26,769117d72d,2,BA.5,Omicron (BA.5-like),153.84872151759566,2022-09-21,1381415,BA.5,Omicron (BA.5-like),148.0,2022-09-26,1370764,BA.4.6,Omicron (BA.4-like),160.0,2022-09-14,1276353,BA.5.2,Omicron (BA.5-like),244.0,2022-06-22,1381415,BA.5,Omicron (BA.5-like),148.0,2022-09-26,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,True,4,11,10,True,8
1340173,SRR21370028,1,1,1,23536,26529,1,COVID-ARTIC-V4.1,.,2022-08-14,bacba58564,2,BA.5.2,Omicron (BA.5-like),204.50229218443727,2022-08-01,1340172,BA.5.2,Omicron (BA.5-like),191.0,2022-08-14,1284225,BA.4.6,Omicron (BA.4-like),242.0,2022-06-24,1272189,BA.5.2.21,Omicron (BA.5-like),278.74886601971826,2022-05-19,1340172,BA.5.2,Omicron (BA.5-like),191.0,2022-08-14,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,True,5,10,12,True,9
1298543,SRR20706313,1,1,1,21571,26529,0,COVID-ARTIC-V4.1,.,2022-07-10,58480870bd,2,BA.4,Omicron (BA.4-like),231.03728793936136,2022-07-05,1298542,BA.4,Omicron (BA.4-like),226.0,2022-07-10,1240168,BA.5.6,Omicron (BA.5-like),282.0,2022-05-15,1285383,BA.4.1,Omicron (BA.4-like),235.0,2022-07-01,1298542,BA.4,Omicron (BA.4-like),226.0,2022-07-10,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,True,4,10,8,True,6
1279995,ERR9911323,5,3,1,23041,26529,0,COVID-ARTIC-V4.1,4.1alt,2022-06-27,e4f32c2511,4,BA.4,Omicron (BA.5-like),250.3024447121641,2022-06-16,1279992,BA.4,Omicron (BA.5-like),239.0,2022-06-27,1266538,BE.1.1,Omicron (BA.5-like),280.08225808838256,2022-05-17,843826,BA.2,Omicron (BA.2-like),536.7743834500397,2021-09-03,1279992,BA.4,Omicron (BA.5-like),239.0,2022-06-27,843826,BA.2,Omicron (BA.2-like),536.7743834500397,2021-09-03,True,6,13,7,True,4
1333649,ERR10109642,1,1,1,24621,26529,0,COVID-ARTIC-V4.1,.,2022-08-06,4dbd990edd,2,BA.4,Omicron (BA.5-like),237.78732892514847,2022-06-29,1333648,BA.4,Omicron (BA.5-like),199.0,2022-08-06,1248412,BF.24,Omicron (BA.5-like),300.2173761152392,2022-04-27,843826,BA.2,Omicron (BA.2-like),536.7743834500397,2021-09-03,1333648,BA.4,Omicron (BA.5-like),199.0,2022-08-06,843826,BA.2,Omicron (BA.2-like),536.7743834500397,2021-09-03,True,5,14,10,True,5
1301898,ERR9979167,1,1,1,23249,26529,1,COVID-ARTIC-V4.1,4.1alt,2022-07-12,41c9d25ede,2,BA.5,Omicron (BA.2-like),252.55216783887647,2022-06-14,1301897,BA.5,Omicron (BA.2-like),224.0,2022-07-12,1109562,BA.2.18,Omicron (BA.2-like),382.0000000001,2022-02-04,1189190,BA.5.2.1,Omicron (BA.5-like),357.0000000300779,2022-03-01,1301897,BA.5,Omicron (BA.2-like),224.0,2022-07-12,887654,BA.2,Omicron (BA.2-like),536.7743834498397,2021-09-03,True,5,11,8,True,9
1361724,ERR10231277,1,1,1,26276,26529,3,COVID-ARTIC-V4.1,.,2022-09-06,83b17e7428,2,BA.2.75,Omicron (BA.2-like),176.0268869628257,2022-08-29,1361723,BA.2.75,Omicron (BA.2-like),168.0,2022-09-06,1298100,BA.2.75.3,Omicron (BA.2-like),320.8624616986625,2022-04-07,1346115,BA.5.2.1,Omicron (BA.5-like),185.0,2022-08-20,1361723,BA.2.75,Omicron (BA.2-like),168.0,2022-09-06,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,6,29,9,True,13
1297571,SRR20682949,1,1,1,23536,26529,0,COVID-ARTIC-V4.1,.,2022-07-09,1d80c7c45b,2,BA.5.1,Omicron (BA.5-like),240.0643911664882,2022-06-26,1297570,BA.5.1,Omicron (BA.5-like),227.0,2022-07-09,1285114,BA.4.6,Omicron (BA.4-like),266.42053636241286,2022-05-31,1280883,BA.5.1,Omicron (BA.5-like),279.3511239120158,2022-05-18,1297570,BA.5.1,Omicron (BA.5-like),227.0,2022-07-09,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,False,4,8,11,True,5
148227,SRR13868074,2,1,1,25908,26664,1,COVID-ARTIC-V3,.,2021-02-18,a3ac24058d,2,B.1.375,.,753.2233742500623,2021-01-29,148226,B.1.375,.,733.0,2021-02-18,78285,B.1.375,.,797.0,2020-12-16,21063,B.1.2,.,1032.683207933301,2020-04-25,148226,B.1.375,.,733.0,2021-02-18,173,B.1,.,1120.0160200869009,2020-01-28,True,2,16,8,True,9
1275419,SRR20735484,1,1,1,26622,26690,2,COVID-ARTIC-V4.1,.,2022-06-21,f376ac6003,2,BA.5,Omicron (BA.5-like),259.4288744201179,2022-06-07,1275418,BA.5,Omicron (BA.5-like),245.0,2022-06-21,1257544,BA.4,Omicron (BA.4-like),311.3367324952061,2022-04-16,1235146,BA.5.3,Omicron (BA.5-like),288.0,2022-05-09,1275418,BA.5,Omicron (BA.5-like),245.0,2022-06-21,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,True,3,4,7,True,6
153040,ERR5458932,1,1,1,21976,26714,1,COVID-ARTIC-V3,3,2021-02-22,c42ae40e81,2,B.1.1.7,Alpha (B.1.1.7-like),735.0,2021-02-16,153039,B.1.1.7,Alpha (B.1.1.7-like),729.0,2021-02-22,142248,B.1.1.7,Alpha (B.1.1.7-like),767.4603079134234,2021-01-15,144670,B.1.1.7,Alpha (B.1.1.7-like),735.0000000001,2021-02-16,153039,B.1.1.7,Alpha (B.1.1.7-like),729.0,2021-02-22,45989,B.1.1.7,Alpha (B.1.1.7-like),1000.1417642390926,2020-05-27,False,0,6,2,False,5
1361403,SRR21670886,2,1,1,19175,26753,0,COVID-ARTIC-V4.1,.,2022-09-05,c447fbdd0d,2,BA.5.1.18,Omicron (BA.5-like),183.66706323448105,2022-08-22,1361402,BA.5.1.18,Omicron (BA.5-like),169.0,2022-09-05,1328232,BA.5.1.18,Omicron (BA.5-like),204.0,2022-08-01,1285006,BA.5.6,Omicron (BA.5-like),235.0,2022-07-01,1361402,BA.5.1.18,Omicron (BA.5-like),169.0,2022-09-05,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,False,3,14,4,True,4
357756,SRR15387612,1,1,1,25470,26767,2,COVID-ARTIC-V3,.,2021-07-25,74eed6d342,2,B.1.617.2,.,597.8842842394929,2021-07-04,357755,B.1.617.2,.,576.0,2021-07-25,314491,AY.113,Delta (B.1.617.2-like),633.0068995347094,2021-05-29,7265,B.1.1,.,1047.0,2020-04-10,357755,B.1.617.2,.,576.0,2021-07-25,59,B.1,.,1120.016020087101,2020-01-28,True,4,26,4,True,10
1147618,ERR9453780,3,1,1,26531,26858,0,COVID-ARTIC-V4.1,.,2022-03-15,c309b685f5,2,BA.2,Omicron (BA.2-like),351.4480851298178,2022-03-07,1147617,BA.2,Omicron (BA.2-like),343.0,2022-03-15,1122846,BA.2.9,Omicron (BA.2-like),365.0,2022-02-21,1107298,BA.1.1,Omicron (BA.1-like),384.9461273951724,2022-02-02,1147617,BA.2,Omicron (BA.2-like),343.0,2022-03-15,1436802,B.1.1.529,Probable Omicron (Unassigned),957.9818797214036,2020-07-09,False,4,53,8,True,6
1400720,SRR22295686,4,1,1,26530,26858,2,COVID-ARTIC-V4.1,.,2022-10-26,f0c7b1185d,2,BA.2.75,Omicron (BA.2-like),156.98228416572582,2022-09-18,1400719,BA.2.75,Omicron (BA.2-like),118.0,2022-10-26,1335912,BA.2.75.5,Omicron (BA.2-like),313.6682860898968,2022-04-14,1307098,BA.5.2,Omicron (BA.5-like),235.7820195737908,2022-07-01,1400719,BA.2.75,Omicron (BA.2-like),118.0,2022-10-26,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,31,9,True,10
1189192,SRR21340083,166979,10,7,23041,26858,4,COVID-ARTIC-V4.1,.,2022-04-02,588ecc5ec1,15,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,1189179,BA.5.5,Omicron (BA.5-like),329.0,2022-03-29,1149783,BA.4,Omicron (BA.4-like),387.6350042410953,2022-01-30,1109017,BA.2,Omicron (BA.2-like),357.0000216921677,2022-03-01,1206741,BA.5.3,Omicron (BA.5-like),357.00002169196773,2022-03-01,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,False,2,8,5,True,9
727176,ERR7392241,10,1,1,26007,27005,0,COVID-ARTIC-V4.1,4,2021-11-06,4666f93047,2,AY.120,Delta (B.1.617.2-like),491.8794698018651,2021-10-18,727175,AY.120,Delta (B.1.617.2-like),472.0,2021-11-06,682452,AY.120,Delta (B.1.617.2-like),503.0,2021-10-06,399287,AY.98,Delta (B.1.617.2-like),563.0,2021-08-07,727175,AY.120,Delta (B.1.617.2-like),472.0,2021-11-06,220185,B.1.617.2,Delta (B.1.617.2-like),838.2123234436879,2020-11-05,False,2,15,3,False,5
1423858,ERR10758935,1,1,1,22943,27012,2,COVID-ARTIC-V4.1,4.1alt,2022-12-30,6c078fa2dd,2,BQ.1.1,Omicron (BA.5-like),87.72348567690646,2022-11-26,1423857,BQ.1.1,Omicron (BA.5-like),53.0,2022-12-30,1340763,BQ.1.1,Omicron (BA.5-like),253.027877595222,2022-06-13,1261789,BA.5.2,Omicron (BA.5-like),280.0,2022-05-17,1423857,BQ.1.1,Omicron (BA.5-like),53.0,2022-12-30,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,8,13,5,True,6
1390557,SRR22060046,6,1,1,17616,27012,2,COVID-ARTIC-V4.1,.,2022-10-10,f70508c890,2,BA.5.2,Omicron (BA.5-like),176.2659671495088,2022-08-29,1390556,BA.5.2,Omicron (BA.5-like),134.0,2022-10-10,1282290,BA.5.1,Omicron (BA.5-like),237.0,2022-06-29,1285740,BA.5.2,Omicron (BA.5-like),261.72078712168326,2022-06-05,1408076,BA.5.2,Omicron (BA.5-like),160.05175034586608,2022-09-14,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,False,2,5,7,True,7
1346141,SRR21459201,2,1,1,17305,27012,0,COVID-ARTIC-V4.1,.,2022-08-20,b4503cfe15,2,BA.5.2,Omicron (BA.5-like),208.23877150971413,2022-07-28,1346140,BA.5.2,Omicron (BA.5-like),185.0,2022-08-20,1294237,BE.3,Omicron (BA.5-like),239.48384787032552,2022-06-27,1282234,BA.5.2,Omicron (BA.5-like),237.0,2022-06-29,1346140,BA.5.2,Omicron (BA.5-like),185.0,2022-08-20,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,4,7,6,True,5
1382185,SRR21947661,1,1,1,18085,27012,0,COVID-ARTIC-V4.1,.,2022-09-27,278f3a9a69,2,BA.5.2,Omicron (BA.5-like),196.5437674058675,2022-08-09,1382184,BA.5.2,Omicron (BA.5-like),147.0,2022-09-27,1306116,BA.5.1.22,Omicron (BA.5-like),258.90992327101617,2022-06-08,1261789,BA.5.2,Omicron (BA.5-like),280.0,2022-05-17,1382184,BA.5.2,Omicron (BA.5-like),147.0,2022-09-27,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,3,8,5,True,5
1362089,SRR21635978,1,1,1,20893,27012,1,COVID-ARTIC-V4.1,.,2022-09-06,d1e0f911be,2,BA.5.2,Omicron (BA.5-like),176.44122823518035,2022-08-29,1362088,BA.5.2,Omicron (BA.5-like),168.0,2022-09-06,1353974,BA.5.1,Omicron (BA.5-like),194.1131195624409,2022-08-11,1261789,BA.5.2,Omicron (BA.5-like),280.0,2022-05-17,1362088,BA.5.2,Omicron (BA.5-like),168.0,2022-09-06,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,2,9,6,True,7
1335483,ERR10089211,8,1,1,16617,27012,2,COVID-ARTIC-V4.1,4.1alt,2022-08-09,5ab9c8d2e4,2,BA.5.2,Omicron (BA.5-like),241.1166443293673,2022-06-25,1335482,BA.5.2,Omicron (BA.5-like),196.0,2022-08-09,1275054,BA.5.1,Omicron (BA.5-like),245.0,2022-06-21,1261789,BA.5.2,Omicron (BA.5-like),280.0,2022-05-17,1337260,BA.5.2,Omicron (BA.5-like),223.82759315734464,2022-07-13,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,2,8,5,True,7
435268,SRR15800623,1,1,1,23735,27021,2,COVID-ARTIC-V3,.,2021-08-21,2ca0216346,2,B.1.617.2,Delta (B.1.617.2-like),563.320785253058,2021-08-07,435267,B.1.617.2,Delta (B.1.617.2-like),549.0,2021-08-21,280335,AY.100,Delta (B.1.617.2-like),758.3329372069552,2021-01-24,319058,AY.10,Delta (B.1.617.2-like),611.8947700155336,2021-06-20,435267,B.1.617.2,Delta (B.1.617.2-like),549.0,2021-08-21,220186,B.1.617.2,Delta (B.1.617.2-like),932.8220700506456,2020-08-03,True,2,29,4,True,6
1365029,SRR21694577,1,1,1,23639,27038,0,COVID-ARTIC-V4.1,.,2022-09-10,c39e584487,2,BA.5.5,Omicron (BA.5-like),171.37404126731684,2022-09-03,1365028,BA.5.5,Omicron (BA.5-like),164.0,2022-09-10,1362659,BA.5.5,Omicron (BA.5-like),178.798272196764,2022-08-27,1309143,BA.5.2.1,Omicron (BA.5-like),219.0,2022-07-17,1365028,BA.5.5,Omicron (BA.5-like),164.0,2022-09-10,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,False,3,9,4,True,4
1307218,SRR20916680,1,1,1,25827,27038,0,COVID-ARTIC-V4.1,.,2022-07-16,4e18bdde89,2,BE.1,Omicron (BA.5-like),224.6497512413768,2022-07-12,1307217,BE.1,Omicron (BA.5-like),220.0,2022-07-16,1296351,BE.1,Omicron (BA.5-like),228.0,2022-07-08,1277695,BF.8,Omicron (BA.5-like),242.0,2022-06-24,1307217,BE.1,Omicron (BA.5-like),220.0,2022-07-16,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,6,8,3,False,4
1374207,SRR21795806,4,2,1,19153,27038,0,COVID-ARTIC-V4.1,.,2022-09-18,6e3061e97e,3,BA.5,Omicron (BA.5-like),162.03866664665262,2022-09-12,1374205,BA.5,Omicron (BA.5-like),156.0,2022-09-18,1365037,BA.5.1,Omicron (BA.5-like),164.0,2022-09-10,1309143,BA.5.2.1,Omicron (BA.5-like),219.0,2022-07-17,1374205,BA.5,Omicron (BA.5-like),156.0,2022-09-18,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,3,8,7,True,5
1391791,ERR10428510,1,1,1,16706,27038,2,COVID-ARTIC-V4.1,4.1alt,2022-10-12,c26d711f8f,2,BF.28,Omicron (BA.5-like),141.19569095133568,2022-10-03,1391790,BF.28,Omicron (BA.5-like),132.0,2022-10-12,1364970,BF.28,Omicron (BA.5-like),164.0,2022-09-10,1339686,BA.5.1,Omicron (BA.5-like),192.0,2022-08-13,1391790,BF.28,Omicron (BA.5-like),132.0,2022-10-12,1189192,BA.5,Omicron (BA.5-like),357.0000216920677,2022-03-01,True,4,11,4,True,6
765830,ERR7683692,1,1,1,22035,27107,2,COVID-AMPLISEQ-V1,3,2021-11-14,908fc3bcbf,2,AY.4,Delta (AY.4-like),474.30700578222434,2021-11-04,765829,AY.4,Delta (AY.4-like),464.0,2021-11-14,563011,AY.4,Delta (AY.4-like),606.5615138971721,2021-06-25,629646,AY.4,Delta (AY.4-like),497.0000000002,2021-10-12,765829,AY.4,Delta (AY.4-like),464.0,2021-11-14,220139,B.1.617.2,Delta (B.1.617.2-like),838.2123234435878,2020-11-05,False,0,-1,4,False,6
1317640,SRR20999825,1,1,1,26859,27259,0,COVID-ARTIC-V4.1,.,2022-07-24,b1efa38369,2,BA.4,Omicron (BA.5-like),244.6466038335396,2022-06-22,1317639,BA.4,Omicron (BA.5-like),212.0,2022-07-24,1236893,BA.4.1,Omicron (BA.4-like),286.0000000001,2022-05-11,1235146,BA.5.3,Omicron (BA.5-like),288.0,2022-05-09,1317639,BA.4,Omicron (BA.5-like),212.0,2022-07-24,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,4,5,5,True,5
1309135,SRR21642040,1,1,1,26859,27259,3,COVID-ARTIC-V4.1,.,2022-07-17,9d66ebc48a,2,BA.2.12.1,Omicron (BA.2-like),232.77123706419545,2022-07-04,1309134,BA.2.12.1,Omicron (BA.2-like),219.0,2022-07-17,1268332,BA.2.12.1,Omicron (BA.2-like),289.71219298112595,2022-05-08,1205299,BA.5.2,Omicron (BA.5-like),357.0000000302779,2022-03-01,1309134,BA.2.12.1,Omicron (BA.2-like),219.0,2022-07-17,903506,BA.2,Omicron (BA.2-like),474.574440013879,2021-11-04,True,5,23,9,True,11
