,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,num_mutations,interval_left,interval_right,mrca,mrca_date
1644,Austria/CeMM6633/2021,2021-03-21,B.1,625271,1,2,4,True,True,True,True,True,1,26973,27800,179,2020-02-20
1645,Turkey/HSGM-6357/2021,2021-02-26,B.1.1,458644,1,2,11,True,True,True,True,True,8,27708,27800,179,2020-02-20
1646,Turkey/HSGM-6414/2021,2021-02-26,B.1.1,458727,1,2,9,True,True,True,True,True,6,27708,27800,179,2020-02-20
1647,Turkey/HSGM-6437/2021,2021-02-26,B.1.1,458755,1,2,11,True,True,True,True,True,8,27708,27800,179,2020-02-20
1648,Turkey/HSGM-6447/2021,2021-02-26,B.1.1,458759,1,2,10,True,True,True,True,True,7,27708,27800,179,2020-02-20
1649,Slovenia/22-2646/2021,2021-02-26,B.1.258.17,458063,9,2,4,True,True,True,True,True,1,26973,27800,179,2020-02-20
1650,USA/NJ-NYULH1165/2021,2021-04-03,B.1.1.7,757771,1,2,10,True,True,True,True,True,7,27524,27806,179,2020-02-20
1651,USA/CT-CDC-LC0048264/2021,2021-04-14,B.1,868113,4,2,9,True,True,True,True,False,6,23013,27842,179,2020-02-20
1652,England/CAMC-13A423F/2021,2021-03-03,B.1.1.7,486676,6,2,4,True,True,True,True,True,1,27794,27847,64513,2020-09-14
1653,Netherlands/UT-RIVM-27272/2021,2021-04-10,B.1.351,822809,3,2,4,True,True,True,True,True,1,25564,27870,179,2020-02-20
1654,Turkey/HSGM-B4109/2021,2021-03-31,B.1.351,728258,1,2,4,True,True,True,True,False,1,25564,27870,100369,2020-11-16
1655,Germany/BB-RKI-I-026241/2021,2021-02-14,B.1.177.86,375923,1,2,4,True,True,True,True,True,1,27006,27870,5867,2020-02-22
1656,USA/CA-CDC-LC0064747/2021,2021-05-19,AY.103,1178377,3,2,7,True,True,True,True,False,4,26105,27874,179,2020-02-20
1657,Spain/CT-HUVH-E21910/2021,2021-06-25,B.1.1,1408476,1,2,19,True,True,True,True,True,16,27753,27874,179,2020-02-20
1658,Portugal/PT10965/2021,2021-06-27,B.1.1.7,1421272,1,2,3,True,True,True,True,True,0,18268,27879,1084532,2021-05-07
1659,USA/MD-IGS-XW00019577/2021,2021-04-29,B.1.1.7,1012873,2,2,5,True,True,True,True,True,2,26321,27879,64513,2020-09-14
1660,Portugal/PT7664/2021,2021-05-04,B.1.1.7,1055747,84,2,4,True,True,True,True,True,1,24110,27879,64513,2020-09-14
1661,England/QEUH-13712D1/2021,2021-03-01,B.1.1.7,471510,3,2,4,True,True,True,True,True,1,23594,27879,64512,2020-09-30
1662,USA/GA-CDC-LC0020552/2021,2021-02-23,B.1.2,437455,1,2,10,True,True,True,True,True,7,27075,27879,1484,2020-03-08
1663,Germany/SN-RKI-I-180197/2021,2021-05-26,B.1.1.7,1218268,1,2,10,True,True,True,True,True,7,27808,27880,43626,2020-08-29
1664,Germany/BW-RKI-I-158785/2021,2021-05-15,B.1.1.7,1144165,4,2,4,True,True,True,True,True,1,27003,27881,43626,2020-08-29
1665,Germany/RP-RKI-I-159529/2021,2021-05-19,P.1.10,1175885,1,2,4,True,True,True,True,False,1,26150,27882,179,2020-02-20
1666,USA/NH-CDC-LC0040974/2021,2021-04-08,B.1.429,808574,3,2,7,True,True,True,True,False,4,25564,27890,179,2020-02-20
1667,USA/WA-CDC-UW21051951366/2021,2021-05-19,B.1.429,1179739,1,2,6,True,True,True,True,True,3,26682,27890,179,2020-02-20
1668,USA/FL-CDC-LC0037583/2021,2021-03-30,B.1.429,719555,1,2,11,True,True,True,True,True,8,25659,27890,6502,2020-03-10
1669,USA/CA-SEARCH-8271/2021,2021-03-05,B.1,506015,1,2,8,True,True,True,True,True,5,25564,27890,179,2020-02-20
1670,USA/MD-CDC-LC0032347/2021,2021-03-22,B.1.1.519,641461,1,2,7,True,True,True,True,False,4,26883,27904,179,2020-02-20
1671,USA/CA-CDC-FG-015187/2021,2021-03-26,B.1.1,682028,1,2,3,True,True,True,True,True,0,23757,27904,179,2020-02-20
1672,USA/TX-HMH-MCoV-26717/2021,2021-02-26,B.1,460296,1,2,8,True,True,True,True,True,5,25564,27904,179,2020-02-20
1673,India/TG-CCMB-CIA1162/2021,2021-04-20,B.1.617.1,921951,2,2,4,True,True,True,True,True,1,27300,27922,179,2020-02-20
1674,USA/NY-PRL-2021_02_19_01M07/2021,2021-02-17,B.1,401784,1,2,12,True,True,True,True,True,9,27740,27923,179,2020-02-20
1675,Netherlands/ZH-RIVM-39712/2021,2021-06-02,B.1.621,1263843,4,2,5,True,True,True,True,True,2,26493,27925,179,2020-02-20
1676,USA/NJ-CDC-LC0061348/2021,2021-05-14,B.1,1142109,1,2,4,True,True,True,True,True,1,25564,27925,179,2020-02-20
1677,USA/IL-CDC-LC0053963/2021,2021-04-27,B.1.526,992473,1,2,8,True,True,True,True,True,5,22321,27925,179,2020-02-20
1678,USA/NY-CDC-LC0060938/2021,2021-05-12,B.1,1128896,1,2,6,True,True,True,True,True,3,27740,27925,179,2020-02-20
1679,USA/FL-CDC-LC0047490/2021,2021-04-12,B.1.637,843666,1,2,3,True,True,True,True,True,0,23114,27925,179,2020-02-20
1680,USA/NY-CDC-LC0048136/2021,2021-04-14,B.1.526,871100,1,2,9,True,True,True,True,False,6,23605,27925,179,2020-02-20
1681,USA/NH-CDC-LC0047967/2021,2021-04-15,B.1.526,880622,3,2,8,True,True,True,True,False,5,22209,27925,179,2020-02-20
1682,USA/MA-CDC-LC0052447/2021,2021-04-21,B.1.637,936483,1,2,5,True,True,True,True,False,2,24521,27925,141616,2020-12-18
1683,USA/GA-CDC-LC0041345/2021,2021-04-11,B.1.526,830565,3,2,4,True,True,True,True,False,1,25518,27925,179,2020-02-20
1684,USA/TX-CDC-LC0048679/2021,2021-04-16,B.1.1.7,890704,6,2,3,True,True,True,True,True,0,22033,27925,179,2020-02-20
1685,USA/VA-CDC-LC0050314/2021,2021-04-20,B.1.637,927966,1,2,4,True,True,True,True,True,1,25704,27925,179,2020-02-20
1686,USA/NY-NYULH1255/2021,2021-04-07,B.1.1.7,798447,1,2,5,True,True,True,True,False,2,27884,27925,179,2020-02-20
1687,USA/FL-CDC-LC0041465/2021,2021-04-12,B.1.526,843652,1,2,4,True,True,True,True,False,1,25564,27925,179,2020-02-20
1688,USA/OH-CDC-LC0032571/2021,2021-03-23,B.1.637,652957,1,2,4,True,True,True,True,True,1,19151,27925,141616,2020-12-18
1689,USA/NY-PRL-2021_0414_00H02/2021,2021-04-12,B.1.526,846342,1,2,4,True,True,True,True,True,1,27805,27925,154345,2020-12-14
1690,USA/WV-CDC-LC0059266/2021,2021-05-07,B.1,1088290,5,2,5,True,True,True,True,True,2,25564,27925,179,2020-02-20
1691,USA/PA-CDC-LC0038406/2021,2021-03-29,B.1.1.7,709634,1,2,3,True,True,True,True,False,0,26111,27925,179,2020-02-20
1692,USA/NY-PRL-2021_03_22_01D22/2021,2021-03-20,B.1,624250,1,2,6,True,True,True,True,True,3,25564,27925,179,2020-02-20
1693,USA/NY-PRL-2021_0405_02J05/2021,2021-04-02,B.1.1.7,751463,1,2,4,True,True,True,True,False,1,26607,27925,179,2020-02-20
1694,USA/NY-PRL-03_10_00D10/2021,2021-03-08,B.1.526,524172,1,2,3,True,True,True,True,True,0,26257,27925,179,2020-02-20
1695,USA/FL-CDC-LC0041462/2021,2021-04-11,B.1,830372,1,2,7,True,True,True,True,True,4,25709,27925,179,2020-02-20
1696,USA/MD-CDC-LC0033271/2021,2021-03-19,B.1.1.7,616816,5,2,6,True,True,True,True,False,3,23272,27925,179,2020-02-20
1697,USA/NY-CDC-LC0038622/2021,2021-03-31,B.1.533,731741,1,2,7,True,True,True,True,False,4,22321,27925,179,2020-02-20
1698,USA/NY-PRL-2021_03_12_00H12/2021,2021-03-10,B.1,541557,1,2,5,True,True,True,True,True,2,25438,27925,179,2020-02-20
1699,Germany/BY-RKI-I-027207/2021,2021-02-24,B.1.177.86,441730,1,2,8,True,True,True,True,False,5,27871,27944,179,2020-02-20
1700,Denmark/DCGC-38991/2021,2021-01-18,B.1.1.7,235679,1,2,4,True,True,True,True,True,1,19264,27944,179,2020-02-20
1701,Ireland/LK-NVRL-85IRL47735/2021,2021-02-09,B.1.1.7,345412,1,2,3,True,True,True,True,False,0,24915,27944,179,2020-02-20
1702,England/ALDP-A683D6/2020,2020-10-12,B.1.177.4,54771,1,2,4,True,True,True,True,True,1,27871,27944,5867,2020-02-22
1703,USA/TX-HMH-MCoV-43113/2021,2021-04-23,B.1.1.7,957913,1,2,4,True,True,True,True,True,1,25584,27964,179,2020-02-20
1704,USA/IN-CDC-LC0048175/2021,2021-04-14,B.1.2,869304,1,2,3,True,True,True,True,True,0,27753,27964,179,2020-02-20
1705,USA/PA-CDC-LC0038004/2021,2021-03-31,B.1.1.7,732176,1,2,7,True,True,True,True,False,4,23243,27964,179,2020-02-20
1706,USA/MI-CDC-LC0033027/2021,2021-03-16,B.1.1.7,589692,1,2,8,True,True,True,True,False,5,25564,27964,179,2020-02-20
1707,USA/WI-CDC-LC0032554/2021,2021-03-22,B.1.1.7,643018,2,2,4,True,True,True,True,False,1,25136,27964,179,2020-02-20
1708,USA/NY-PRL-2021_03_11_00K03/2021,2021-03-09,B.1,532750,1,2,7,True,True,True,True,True,4,25908,27964,1484,2020-03-08
1709,USA/TX-HMH-MCoV-30780/2021,2021-03-02,B.1,484464,1,2,10,True,True,True,True,True,7,24915,27964,179,2020-02-20
1710,USA/SC-CDC-LC0019529/2021,2021-02-20,B.1,418941,1,2,3,True,True,True,True,True,0,26736,27964,179,2020-02-20
1711,USA/IN-CDC-LC0017197/2021,2021-02-12,B.1,368622,1,2,6,True,True,True,True,False,3,25417,27964,1,2019-12-26
1712,Slovenia/17-028913-KR/2021,2021-04-30,B.1.258.17,1020230,1,2,3,True,True,True,True,True,0,27801,27967,388046,2021-02-04
1713,Slovenia/08-104746-MB/2021,2021-04-26,B.1.258.17,978430,1,2,7,True,True,True,True,False,4,25622,27967,60918,2020-10-19
1714,England/PHEC-M303M44A/2021,2021-06-30,B.1.1.7,1449163,1,2,8,True,True,True,True,True,5,27875,27972,179,2020-02-20
1715,Belgium/ULG-16033/2021,2021-05-20,B.1.1.7,1180502,1,2,3,True,True,True,True,True,0,27798,27972,64513,2020-09-14
1716,USA/MO-CDC-LC0078617/2021,2021-06-12,B.1.1.7,1326561,1,2,4,True,True,True,True,False,1,25721,27972,64513,2020-09-14
1717,USA/CA-CDC-LC0067618/2021,2021-05-25,AY.13,1213088,1,2,10,True,True,True,True,True,7,27753,27972,179,2020-02-20
1718,USA/VA-CDC-LC0060717/2021,2021-05-09,B.1.1.7,1097877,1,2,3,True,True,True,True,True,0,27690,27972,179,2020-02-20
1719,USA/MN-CDC-IBX912667987437/2021,2021-05-05,P.1,1068319,1,2,8,True,True,True,True,False,5,24920,27972,444798,2021-02-13
1720,USA/NV-CDC-LC0058927/2021,2021-05-05,B.1.617.2,1068702,8,2,6,True,True,True,True,True,3,27753,27972,179,2020-02-20
1721,USA/GA-CDC-STM-000070670/2021,2021-05-06,B.1.1.7,1077262,1,2,3,True,True,True,True,True,0,25905,27972,492710,2021-03-03
1722,USA/IN-CDC-LC0068634/2021,2021-05-25,XC,1213477,2,2,7,True,True,True,True,True,4,27875,27972,179,2020-02-20
1723,USA/KY-CDC-LC0063005/2021,2021-05-19,B.1.1.7,1178906,1,2,5,True,True,True,True,False,2,27463,27972,43626,2020-08-29
1724,USA/NC-CDC-LC0060910/2021,2021-05-11,B.1.1.7,1120525,1,2,5,True,True,True,True,True,2,15097,27972,43626,2020-08-29
1725,USA/AL-CDC-LC0054927/2021,2021-04-27,B.1.1.7,991292,1,2,5,True,True,True,True,False,2,25600,27972,64513,2020-09-14
1726,USA/TN-CDC-LC0052350/2021,2021-04-26,B.1.1.7,983081,1,2,5,True,True,True,True,False,2,23596,27972,64513,2020-09-14
1727,USA/PA-CDC-LC0061030/2021,2021-05-11,B.1.637,1121038,1,2,8,True,True,True,True,True,5,25704,27972,179,2020-02-20
1728,Scotland/QEUH-150E6CC/2021,2021-04-16,A.2.5,887007,1,2,3,True,True,True,True,True,0,25980,27972,1,2019-12-26
1729,USA/VA-CDC-LC0052382/2021,2021-04-26,B.1.1.7,983393,1,2,5,True,True,True,True,False,2,22793,27972,43626,2020-08-29
1730,USA/PA-CDC-LC0064971/2021,2021-05-18,B.1.1.28,1172303,1,2,9,True,True,True,True,True,6,26150,27972,179,2020-02-20
1731,Spain/IB-HUSE-00454/2021,2021-05-08,B.1.1.7,1092018,3,2,3,True,True,True,True,False,0,25987,27972,179,2020-02-20
1732,USA/MN-CDC-IBX822532204037/2021,2021-04-27,B.1.1.7,993627,1,2,3,True,True,True,True,False,0,24290,27972,179,2020-02-20
1733,USA/OH-CDC-LC0055728/2021,2021-04-26,B.1.1.519,982803,1,2,5,True,True,True,True,True,2,26456,27972,179,2020-02-20
1734,USA/MA-CDC-LC0047886/2021,2021-04-15,B.1.1.7,879669,1,2,4,True,True,True,True,False,1,14119,27972,179,2020-02-20
1735,USA/CT-CDC-LC0048051/2021,2021-04-13,Q.4,856531,1,2,4,True,True,True,True,False,1,25507,27972,179,2020-02-20
1736,USA/WA-UW-21042808332/2021,2021-04-28,P.1.17,1004679,2,2,6,True,True,True,True,True,3,27848,27972,179,2020-02-20
1737,USA/KY-CDC-LC0049004/2021,2021-04-15,B.1.1.7,879608,1,2,4,True,True,True,True,True,1,13672,27972,311029,2021-02-02
1738,USA/FL-CDC-LC0056677/2021,2021-05-02,B.1.1.7,1033773,1,2,5,True,True,True,True,True,2,13666,27972,311029,2021-02-02
1739,Belgium/ULG-15608/2021,2021-05-10,B.1.1.7,1098388,1,2,5,True,True,True,True,True,2,24866,27972,64513,2020-09-14
1740,USA/RI-CDC-LC0040960/2021,2021-04-10,B.1.526,826157,1,2,3,True,True,True,True,True,0,27926,27972,179,2020-02-20
1741,USA/VA-CDC-LC0058613/2021,2021-05-07,B.1.1.7,1088093,1,2,4,True,True,True,True,False,1,26913,27972,64513,2020-09-14
1742,USA/AL-CDC-LC0040276/2021,2021-04-05,B.1.1.7,772260,1,2,5,True,True,True,True,False,2,19391,27972,179,2020-02-20
1743,USA/FL-CDC-LC0047912/2021,2021-04-13,B.1.1.7,857104,3,2,4,True,True,True,True,True,1,27738,27972,64513,2020-09-14
1744,USA/GA-CDC-LC0040720/2021,2021-04-06,B.1.1.7,785542,1,2,4,True,True,True,True,False,1,26111,27972,179,2020-02-20
1745,Spain/MD-HRYC-71576212/2021,2021-04-14,P.1,866820,1,2,7,True,True,True,True,False,4,25089,27972,179,2020-02-20
1746,USA/WI-CDC-LC0049031/2021,2021-04-14,B.1.1.7,872313,2,2,4,True,True,True,True,True,1,25136,27972,179,2020-02-20
1747,USA/PA-CDC-LC0038639/2021,2021-03-31,B.1.1.7,732208,2,2,4,True,True,True,True,True,1,26529,27972,185985,2021-01-05
1748,USA/GA-CDC-LC0050237/2021,2021-04-19,B.1.1.7,914316,2,2,3,True,True,True,True,False,0,25564,27972,64513,2020-09-14
1749,Switzerland/GE-HUG-34150689/2021,2021-05-12,B.1.1.420,1126968,1,2,6,True,True,True,True,True,3,25840,27972,5867,2020-02-22
1750,Ireland/D-NVRL-22IRL11440/2021,2021-04-09,B.1.1.7,813495,1,2,3,True,True,True,True,True,0,27390,27972,179,2020-02-20
1751,USA/FL-CDC-LC0040460/2021,2021-04-08,B.1.1.7,806812,1,2,3,True,True,True,True,True,0,12757,27972,64513,2020-09-14
1752,USA/IL-CDC-LC0048168/2021,2021-04-16,B.1.1.7,888795,1,2,3,True,True,True,True,False,0,13060,27972,64512,2020-09-30
1753,USA/NJ-CDC-LC0038907/2021,2021-03-29,B.1.1.7,709039,1,2,4,True,True,True,True,False,1,23312,27972,64513,2020-09-14
1754,USA/NC-CDC-LC0070606/2021,2021-06-06,B.1.1.7,1290149,1,2,4,True,True,True,True,False,1,21790,27972,64513,2020-09-14
1755,USA/VA-CDC-LC0038329/2021,2021-04-01,B.1.1.7,743226,2,2,3,True,True,True,True,False,0,19391,27972,64513,2020-09-14
1756,USA/NJ-CDC-LC0037991/2021,2021-04-01,B.1.1.7,742249,2,2,4,True,True,True,True,False,1,15280,27972,43626,2020-08-29
1757,USA/GA-CDC-LC0041240/2021,2021-04-12,B.1.1.7,843987,2,2,5,True,True,True,True,False,2,26590,27972,64513,2020-09-14
1758,USA/MD-CDC-LC0041635/2021,2021-03-29,B.1.1.7,707979,1,2,4,True,True,True,True,True,1,16312,27972,179,2020-02-20
1759,Italy/SIC-AOUP-UNIPA_71682/2021,2021-04-20,B.1.1.7,922632,1,2,5,True,True,True,True,False,2,27394,27972,43626,2020-08-29
1760,USA/IL-CDC-LC0032933/2021,2021-03-22,B.1.1.7,641215,2,2,6,True,True,True,True,False,3,27463,27972,64513,2020-09-14
1761,USA/TX-CDC-LC0035204/2021,2021-03-24,B.1.1.7,663817,2,2,3,True,True,True,True,False,0,23272,27972,43626,2020-08-29
1762,USA/VA-CDC-LC0032118/2021,2021-03-25,B.1.1.7,674991,5,2,4,True,True,True,True,False,1,14121,27972,64513,2020-09-14
1763,USA/VA-CDC-LC0032222/2021,2021-03-25,B.1.1.7,674995,3,2,3,True,True,True,True,False,0,24905,27972,64513,2020-09-14
1764,USA/MA-CDC-LC0037339/2021,2021-03-26,Q.4,683291,2,2,3,True,True,True,True,False,0,22785,27972,43626,2020-08-29
1765,USA/FL-CDC-LC0037204/2021,2021-03-29,B.1.1.7,707290,2,2,4,True,True,True,True,False,1,25692,27972,64513,2020-09-14
1766,USA/NJ-CDC-LC0038272/2021,2021-03-31,B.1.1.7,731480,2,2,5,True,True,True,True,False,2,17763,27972,64513,2020-09-14
1767,USA/NJ-CDC-LC0038732/2021,2021-03-31,B.1.1.7,731554,3,2,3,True,True,True,True,False,0,26066,27972,43626,2020-08-29
1768,USA/VA-CDC-LC0037643/2021,2021-03-31,B.1.1.7,732551,2,2,5,True,True,True,True,False,2,6196,27972,64513,2020-09-14
1769,USA/FL-CDC-LC0040746/2021,2021-04-07,B.1.1.7,796368,3,2,4,True,True,True,True,False,1,24507,27972,43626,2020-08-29
1770,USA/FL-CDC-LC0040315/2021,2021-04-08,B.1.1.7,806777,1,2,3,True,True,True,True,False,0,27533,27972,43626,2020-08-29
1771,USA/AL-CDC-LC0041230/2021,2021-04-12,B.1.1.7,842467,3,2,6,True,True,True,True,False,3,17519,27972,64513,2020-09-14
1772,USA/TN-CDC-LC0041391/2021,2021-04-12,B.1.1.7,846836,4,2,3,True,True,True,True,False,0,13427,27972,64513,2020-09-14
1773,USA/IL-CDC-LC0048656/2021,2021-04-14,B.1.1.7,869169,1,2,3,True,True,True,True,False,0,21975,27972,65357,2020-09-03
1774,USA/WI-CDC-LC0049212/2021,2021-04-14,B.1.1.7,872319,1,2,3,True,True,True,True,False,0,12401,27972,43626,2020-08-29
1775,USA/MI-CDC-LC0049433/2021,2021-04-16,B.1.1.7,889460,1,2,7,True,True,True,True,False,4,18892,27972,43626,2020-08-29
1776,USA/NY-CDC-LC0047794/2021,2021-04-16,B.1.1.7,890088,1,2,6,True,True,True,True,False,3,22333,27972,43626,2020-08-29
1777,USA/NJ-CDC-LC0058231/2021,2021-05-04,B.1.1.7,1059046,1,2,3,True,True,True,True,False,0,23732,27972,64513,2020-09-14
1778,USA/ME-CDC-LC0037219/2021,2021-03-26,B.1.623,683502,1,2,9,True,True,True,True,True,6,25729,27972,179,2020-02-20
1779,USA/MI-CDC-LC0032690/2021,2021-03-22,B.1.1.7,641609,3,2,4,True,True,True,True,False,1,24915,27972,179,2020-02-20
1780,Belgium/UZA-UA-CV2132031405/2021,2021-04-02,B,744431,1,2,8,True,True,True,True,True,5,27514,27972,1,2019-12-26
1781,USA/IL-CDC-LC0055765/2021,2021-04-28,B.1.1.7,1002401,1,2,4,True,True,True,True,True,1,25955,27972,179,2020-02-20
1782,USA/FL-CDC-LC0041235/2021,2021-04-12,B.1.1.348,843641,1,2,9,True,True,True,True,True,6,27562,27972,179,2020-02-20
1783,USA/FL-BPHL-1792/2021,2021-03-19,R.1,616127,1,2,9,True,True,True,True,True,6,27214,27972,179,2020-02-20
1784,USA/FL-CDC-LC0037367/2021,2021-04-02,B.1.526,749045,2,2,9,True,True,True,True,True,6,27926,27972,179,2020-02-20
1785,Slovenia/90-012169-NM/2021,2021-03-11,B.1.258.17,547967,2,2,7,True,True,True,True,True,4,27646,27972,179,2020-02-20
1786,Germany/un-RKI-I-061442/2021,2021-03-24,B.1.1.7,657814,1,2,5,True,True,True,True,True,2,26768,27972,179,2020-02-20
1787,USA/GA-CDC-LC0055070/2021,2021-04-29,B.1.1.7,1012199,2,2,7,True,True,True,True,True,4,27463,27972,179,2020-02-20
1788,Slovenia/17-031605-CE/2021,2021-03-22,B.1.258.17,638954,2,2,3,True,True,True,True,True,0,25845,27972,60918,2020-10-19
1789,Slovenia/08-063016-MB/2021,2021-03-08,B.1.258.17,521990,1,2,3,True,True,True,True,True,0,27646,27972,60918,2020-10-19
1790,USA/WV-CDC-LC0058882/2021,2021-05-03,B.1.1.7,1050164,1,2,11,True,True,True,True,True,8,24915,27972,179,2020-02-20
1791,USA/VA-CDC-LC0032962/2021,2021-03-18,B.1.1.7,609905,35,2,4,True,True,True,True,False,1,12389,27972,179,2020-02-20
1792,USA/WI-CDC-LC0033282/2021,2021-03-18,B.1.1.7,610051,1,2,5,True,True,True,True,False,2,25472,27972,179,2020-02-20
1793,USA/MA-CDC-LC0040292/2021,2021-03-31,B.1.1.7,730229,2,2,4,True,True,True,True,True,1,27435,27972,179,2020-02-20
1794,Belgium/UZA-UA-CV2104236861/2021,2021-03-27,B.1.1.7,685855,1,2,7,True,True,True,True,False,4,27674,27972,43626,2020-08-29
1795,Netherlands/UT-RIVM-21240/2021,2021-03-21,B.1.1.7,628296,1,2,15,True,True,True,True,True,12,26802,27972,179,2020-02-20
1796,Italy/CAM-AMES-63-68/2021,2021-03-15,B.1.1.7,574679,2,2,9,True,True,True,True,True,6,25438,27972,67434,2020-10-04
1797,Slovenia/5C-010938-KP/2021,2021-02-18,B.1,406611,2,2,6,True,True,True,True,False,3,26986,27972,179,2020-02-20
1798,Germany/HH-RKI-I-023493/2021,2021-02-15,B.1.1.7,384126,1,2,3,True,True,True,True,False,0,27248,27972,67434,2020-10-04
1799,USA/NV-CDC-LC0068098/2021,2021-05-29,B.1,1238110,1,2,3,True,True,True,True,True,0,24915,27972,179,2020-02-20
1800,USA/MI-UM-10038635936/2021,2021-03-05,B.1.1,506562,1,2,11,True,True,True,True,False,8,27120,27972,179,2020-02-20
1801,Germany/HH-RKI-I-023476/2021,2021-02-20,B.1.1.7,417218,1,2,5,True,True,True,True,True,2,23710,27972,67434,2020-10-04
1802,Italy/TAA-IGA-1900508636/2021,2021-02-23,B.1.258,435710,3,2,7,True,True,True,True,False,4,27517,27972,179,2020-02-20
1803,Spain/CT-HUVH-67699/2021,2021-02-12,B.1.1.7,367908,2,2,6,True,True,True,True,True,3,23605,27972,64513,2020-09-14
1804,Belgium/UZA-UA-CV2010938524/2021,2021-02-15,B.1.1.7,378034,2,2,3,True,True,True,True,True,0,24915,27972,179,2020-02-20
1805,CzechRepublic/999999-21sc/2021,2021-03-31,B.1.258,723421,1,2,17,True,True,True,True,False,14,25495,27972,179,2020-02-20
1806,England/QEUH-109B25C/2021,2021-01-18,B.1.1.7,237378,3,2,5,True,True,True,True,True,2,25997,27972,179,2020-02-20
1807,USA/MI-UM-S492884/2021,2021-01-25,B.1.234,268460,1,2,5,True,True,True,True,False,2,24382,27972,179,2020-02-20
1808,Ireland/D-NVRL-20IRL12095/2020,2020-12-22,B.1.1.7,151237,160,2,4,True,True,True,True,True,1,24915,27972,179,2020-02-20
1809,USA/IN-CDC-LC0048958/2021,2021-04-15,B.1,879538,1,2,14,True,True,True,True,False,11,26326,27987,179,2020-02-20
1810,Germany/NW-RKI-I-068749/2021,2021-04-05,B.1.1.7,769792,1,2,3,True,True,True,True,False,0,27573,27996,151845,2020-11-03
1811,Israel/CVL-2403/2021,2021-01-13,B.1.533,217914,1,2,19,True,True,True,True,True,16,27902,28027,179,2020-02-20
1812,USA/IN-INSPHL-02111/2021,2021-05-26,B.1.1,1220680,1,2,3,True,True,True,True,False,0,6955,28048,179,2020-02-20
1813,USA/OH-CDC-LC0046198/2021,2021-04-08,B.1.533,809205,2,2,14,True,True,True,True,True,11,26150,28048,179,2020-02-20
1814,Germany/NW-RKI-I-065416/2021,2021-03-20,B.1.1.7,621165,1,2,5,True,True,True,True,False,2,27707,28048,67434,2020-10-04
1815,Slovenia/17-030432-CE/2021,2021-03-19,B.1.258.17,614848,7,2,7,True,True,True,True,True,4,25414,28048,179,2020-02-20
1816,USA/OH-CDC-LC0048117/2021,2021-04-16,B.1.1,890400,1,2,5,True,True,True,True,True,2,27973,28048,1,2019-12-26
1817,Italy/CAM-AMES-30-62/2021,2021-03-01,B.1.1.7,473076,8,2,5,True,True,True,True,False,2,23605,28048,1,2019-12-26
1818,Spain/CT-HUVH-64923/2021,2021-02-09,B.1.1.7,346097,6,2,6,True,True,True,True,True,3,27973,28048,179,2020-02-20
1819,Slovenia/17-025607-CE/2021,2021-03-08,B.1.258.17,522046,3,2,7,True,True,True,True,True,4,27801,28083,179,2020-02-20
1820,Belgium/Jessa_11-2117-008020/2021,2021-05-02,B.1.1.7,1031052,1,2,5,True,True,True,True,False,2,28012,28087,77527,2020-09-24
1821,Mexico/CAM-InDRE_FB17371_S3924/2021,2021-06-09,B.1.1.7,1312156,1,2,5,True,True,True,True,True,2,25610,28090,387917,2021-01-09
1822,Turkey/HSGM-6745/2021,2021-02-26,B.1.1,458883,2,2,4,True,True,True,True,False,1,27807,28093,1,2019-12-26
1823,Netherlands/ZE-RIVM-11011/2021,2021-01-20,B.1.177,246133,4,2,14,True,True,True,True,True,11,26802,28093,5867,2020-02-22
1824,Spain/CT-HUVH-94127/2021,2021-06-29,B.1.1.7,1442222,1,2,4,True,True,True,True,False,1,26859,28095,93328,2020-10-14
1825,USA/MD-CDC-LC0066822/2021,2021-05-25,B.1.1.7,1213581,1,2,5,True,True,True,True,True,2,28049,28095,64513,2020-09-14
1826,Germany/NW-RKI-I-175235/2021,2021-06-02,B.1.1.7,1262927,1,2,3,True,True,True,True,False,0,24629,28095,43626,2020-08-29
1827,Germany/BW-RKI-I-181519/2021,2021-06-10,B.1.1.7,1317050,1,2,3,True,True,True,True,False,0,26948,28095,43626,2020-08-29
1828,Germany/BW-RKI-I-161580/2021,2021-05-17,Q.7,1158347,1,2,4,True,True,True,True,True,1,26539,28095,178815,2020-12-26
1829,USA/FL-CDC-ASC210029492/2021,2021-04-21,B.1.1.7,935511,1,2,10,True,True,True,True,True,7,25470,28095,43626,2020-08-29
1830,USA/WA-UW-21042266830/2021,2021-04-22,B.1.1.7,948911,1,2,15,True,True,True,True,True,12,21666,28095,179,2020-02-20
1831,USA/RI-CDC-ASC210069726/2021,2021-04-13,B.1.1.7,860126,1,2,11,True,True,True,True,False,8,25472,28095,85911,2020-10-06
1832,Germany/un-RKI-I-078280/2021,2021-04-09,B.1.1.7,813188,1,2,5,True,True,True,True,True,2,26754,28095,179,2020-02-20
1833,USA/NC-CDC-LC0060849/2021,2021-05-13,B.1.1.7,1135047,1,2,4,True,True,True,True,False,1,28049,28095,179,2020-02-20
1834,Germany/un-RKI-I-069884/2021,2021-03-30,B.1.1.7,715953,1,2,3,True,True,True,True,True,0,27336,28095,441546,2021-02-19
