,site,old,new,intersection
20014,21759,83,137,80
20015,21760,53,108,53
20016,21761,283,343,278
20017,21762,590,660,584
20018,21763,124,257,122
20019,21764,33,228,32
20020,21765,218,2341,217
20021,21766,102,2237,99
20022,21767,311,951,309
20023,21768,23,715,23
20024,21769,50,794,50
20025,21770,263,947,256
20026,21771,82,153,81
20027,21772,566,635,561
20028,21773,58,110,58
20029,21774,293,346,291
20030,21775,125,177,125
20031,21776,120,173,117
20032,21777,283,336,279
20033,21778,116,169,115
20034,21779,20,69,20
20035,21780,79,88,79
20036,21781,87,96,87
20037,21782,29,37,28
20038,21783,28,36,28
20039,21784,55,63,55
20040,21785,141,151,141
20041,21786,635,643,631
20042,21787,36,42,36
20043,21788,27,33,26
20044,21789,442,446,437
20045,21790,35,38,35
20046,21791,10,18,10
20047,21792,41,50,40
20048,21793,143,151,141
20049,21794,29,33,29
20050,21795,157,161,156
20051,21796,116,119,113
20052,21797,19,21,18
20053,21798,20,21,20
20054,21799,31,32,31
20055,21800,442,436,426
20056,21801,90,92,90
20057,21802,185,186,184
20058,21803,20,55,20
20059,21804,17,51,17
20060,21805,63,97,62
20061,21806,69,103,69
20062,21807,79,113,79
20063,21808,61,95,60
20064,21809,283,318,280
20065,21810,22,57,22
20066,21811,638,668,624
20067,21812,545,544,534
20068,21813,8,9,8
20069,21814,9,13,9
20070,21815,43,46,43
20071,21816,31,37,29
20072,21817,48,53,48
20073,21818,1,9,1
20074,21819,1,8,1
20075,21820,39,47,39
20076,21821,18,25,18
20077,21822,22,27,22
20078,21823,82,84,82
20079,21824,119,120,119
20080,21825,42,43,41
20081,21826,60,60,60
20082,21827,2,2,2
20083,21828,3,3,3
20084,21829,12,12,12
20085,21830,157,157,156
20086,21831,9,10,9
20087,21832,18,20,18
20088,21833,1,2,1
20089,21834,2,3,2
20090,21835,37,39,37
20091,21836,8,10,8
20092,21837,1,3,1
20093,21838,25,27,25
20094,21839,99,101,99
20095,21840,7,9,7
20096,21841,36,36,36
20097,21842,24,24,24
20098,21843,32,32,32
20099,21844,94,94,94
20100,21845,54,59,53
20101,21846,825,825,795
20102,21847,55,55,54
20103,21848,27,28,27
20104,21849,60,63,58
20105,21850,166,169,164
20106,21851,34,34,30
20107,21852,40,42,40
20108,21853,89,91,89
20109,21854,23,24,23
20110,21855,786,786,780
20111,21856,22,22,22
20112,21857,15,15,15
20113,21858,17,17,17
20114,21859,509,509,498
20115,21860,31,32,31
20116,21861,37,38,37
20117,21862,18,22,18
20118,21863,26,28,26
20119,21864,53,55,53
20120,21865,20,22,20
20121,21866,34,34,32
20122,21867,119,121,119
20123,21868,50,51,50
20124,21869,9,11,9
20125,21870,1,3,0
20126,21871,43,45,43
20127,21873,3,4,3
20128,21874,1,2,1
20129,21875,82,83,81
20130,21876,12,15,12
20131,21877,6,9,6
20132,21878,4,7,4
20133,21879,0,3,0
20134,21880,35,58,35
20135,21881,1,24,1
20136,21882,1,23,1
20137,21883,48,92,47
20138,21884,5,49,5
20139,21885,31,76,31
20140,21886,72,76,72
20141,21887,27,42,26
20142,21888,18,42,18
20143,21889,57,87,57
20144,21890,52,79,51
20145,21891,1,33,1
20146,21892,51,78,49
20147,21893,98,109,96
20148,21894,9,19,9
20149,21895,76,81,74
20150,21896,38,45,38
20151,21897,113,118,106
20152,21898,168,175,167
20153,21899,5,11,5
20154,21900,32,35,31
20155,21901,96,98,96
20156,21902,9,10,9
20157,21903,1,42,1
20158,21904,149,190,144
20159,21905,1,85,1
20160,21906,7,91,7
20161,21907,59,143,59
20162,21908,0,82,0
20163,21909,0,41,0
20164,21910,307,350,303
20165,21911,145,194,145
20166,21913,18,70,18
20167,21914,227,238,226
20168,21915,1,25,1
20169,21916,16,44,16
20170,21917,28,51,28
20171,21919,10,24,10
20172,21920,50,63,48
20173,21921,6,13,6
20174,21922,10,21,10
20175,21923,6,18,6
20176,21924,15,27,15
20177,21925,87,98,86
20178,21926,16,28,15
20179,21927,10,20,10
20180,21928,120,130,120
20181,21929,31,39,29
20182,21930,28,38,28
20183,21931,39,50,39
20184,21932,6,17,6
20185,21933,134,144,134
20186,21934,36,44,34
20187,21935,5,12,5
20188,21936,24,35,24
20189,21937,25,44,25
20190,21938,25,44,25
20191,21939,12,37,12
20192,21940,21,37,21
20193,21941,104,121,101
20194,21942,4,28,4
20195,21943,2,23,2
20196,21944,66,89,65
20197,21945,0,11,0
20198,21946,17,29,17
20199,21947,1,15,1
20200,21948,7,18,7
20201,21949,17,29,17
20202,21950,73,91,72
20203,21951,0,20,0
20204,21952,559,579,547
20205,21953,1,21,1
20206,21954,2,20,2
20207,21955,22,38,22
20208,21956,64,73,64
20209,21957,29,52,29
20210,21958,54,90,54
20211,21959,4,40,4
20212,21960,1,37,1
20213,21961,27,55,27
20214,21962,14,41,14
20215,21963,28,49,28
20216,21964,37,53,37
20217,21965,26,49,25
20218,21966,1,26,1
20219,21967,12,49,12
20220,21969,36,69,35
20221,21970,16,42,16
20222,21971,14,40,13
20223,21972,49,110,48
20224,21973,106,469,104
20225,21974,474,839,449
20226,21975,74,495,70
20227,21976,81,504,79
20228,21977,17,444,16
20229,21978,14,434,14
20230,21979,82,502,80
20231,21980,35,499,34
20232,21981,11,496,11
20233,21982,14,279,14
20234,21983,22,247,22
20235,21984,12,214,12
20236,21985,187,455,185
20237,21986,115,400,115
20238,21988,22,377,22
20239,21989,124,470,119
20240,21990,20,460,17
20241,21991,7,3610,6
20242,21992,28,3641,26
20243,21993,66,3594,62
20244,21994,184,530,177
20245,21995,357,857,342
20246,21996,3,383,3
20247,21997,391,765,391
20248,21998,538,769,530
20249,21999,60,128,59
20250,22000,886,955,885
20251,22001,108,170,107
20252,22002,100,158,100
20253,22003,107,164,107
20254,22004,44,92,44
20255,22005,222,240,222
20256,22006,201,220,201
20257,22007,18,35,18
20258,22008,16,31,15
20259,22009,173,189,171
20260,22010,40,54,40
20261,22011,59,71,59
20262,22012,100,116,100
20263,22013,23,2212,23
20264,22014,320,2522,319
20265,22015,19,2220,19
20266,22016,166,2364,166
20267,22017,245,2463,245
20268,22018,15,2228,15
20269,22019,95,137,95
20270,22020,102,144,102
20271,22021,627,672,623
20272,22022,83,128,83
20273,22023,61,73,60
20274,22024,18,44,17
20275,22025,27,53,27
20276,22026,307,439,198
20277,22027,390,533,377
20278,22028,37,193,37
20279,22029,58,591,57
20280,22030,189,600,185
20281,22031,126,538,124
20282,22032,177,646,175
20283,22033,508,915,504
20284,22034,249,672,243
20285,22035,32,53,32
20286,22036,62,77,62
20287,22037,43,60,43
20288,22038,23,27,22
20289,22039,16,20,15
20290,22040,3,7,3
20291,22041,11,15,11
20292,22042,35,38,35
20293,22043,17,20,17
20294,22044,33,36,32
20295,22045,14,17,14
20296,22046,9,11,9
20297,22047,96,98,96
20298,22048,8,10,8
20299,22049,35,37,35
20300,22050,105,107,104
20301,22051,269,271,268
20302,22052,27,34,27
20303,22053,60,68,60
20304,22054,186,194,186
20305,22055,6,13,6
20306,22056,3,10,3
20307,22057,33,40,33
20308,22058,1,8,1
20309,22059,0,7,0
20310,22060,27,35,27
20311,22061,10,18,10
20312,22062,10,20,10
20313,22063,27,37,27
20314,22064,15,25,15
20315,22065,1,11,1
20316,22066,10,21,10
20317,22067,10,21,10
20318,22068,4,15,4
20319,22069,45,56,45
20320,22070,44,56,44
20321,22071,5,17,4
20322,22072,40,51,40
20323,22073,90,101,90
20324,22074,14,25,14
20325,22075,92,103,92
20326,22076,16,26,16
20327,22077,51,60,51
20328,22078,74,84,74
20329,22079,43,57,43
20330,22080,45,59,45
20331,22081,248,262,248
20332,22082,293,303,292
20333,22083,61,71,61
20334,22084,30,45,30
20335,22085,26,37,26
20336,22086,20,32,20
20337,22087,22,34,22
20338,22088,612,725,608
20339,22089,12,27,12
20340,22090,21,36,21
20341,22091,61,76,60
20342,22092,105,120,105
20343,22093,290,305,290
20344,22094,246,260,246
20345,22095,30,44,29
20346,22096,82,96,82
20347,22097,112,122,112
20348,22098,46,56,46
20349,22099,36,44,36
20350,22100,61,69,61
20351,22101,79,87,78
20352,22102,60,68,60
20353,22103,148,157,148
20354,22104,975,984,972
20355,22105,56,68,56
20356,22106,62,75,62
20357,22107,70,81,70
20358,22108,92,104,92
20359,22109,23,36,23
20360,22110,98,111,98
20361,22111,94,107,94
20362,22112,96,109,96
20363,22113,160,175,160
20364,22114,11,26,11
20365,22115,116,131,115
20366,22116,93,121,93
20367,22117,56,83,56
20368,22118,29,56,29
20369,22119,70,84,70
20370,22120,439,450,439
20371,22121,11,22,11
20372,22122,28,39,28
20373,22123,21,33,21
20374,22124,21,33,21
20375,22125,48,63,48
20376,22126,50,65,50
20377,22127,81,96,81
20378,22128,0,13,0
20379,22129,19,32,19
20380,22130,20,32,20
20381,22131,150,162,150
20382,22132,199,211,199
20383,22134,0,12,0
20384,22135,42,54,42
20385,22136,19,31,19
20386,22137,4,16,4
20387,22138,12,24,12
20388,22139,186,198,186
20389,22140,0,12,0
20390,22141,36,48,36
20391,22142,2,14,2
20392,22143,1,13,1
20393,22144,13,25,13
20394,22145,1,13,1
20395,22146,2,15,2
20396,22147,16,29,16
20397,22148,5,18,5
20398,22149,9,22,9
20399,22150,52,66,52
20400,22151,104,118,104
20401,22152,28,42,28
20402,22153,19,33,19
20403,22154,65,78,65
20404,22155,76,89,76
20405,22156,74,89,74
20406,22157,17,32,17
20407,22158,28,47,28
20408,22159,24,52,24
20409,22160,25,53,25
20410,22161,62,87,62
20411,22162,39,54,39
20412,22163,11,25,11
20413,22164,0,13,0
20414,22165,31,44,31
20415,22166,3,17,3
20416,22167,6,20,6
20417,22168,20,34,20
20418,22169,40,53,39
20419,22170,6,19,6
20420,22171,35,48,35
20421,22172,19,36,19
20422,22173,10,27,10
20423,22174,28,45,28
20424,22175,4,17,4
20425,22176,32,45,32
20426,22177,20,33,20
20427,22178,5,21,5
20428,22179,21,37,21
20429,22180,74,90,74
20430,22181,34,53,34
20431,22182,27,54,27
20432,22183,33,62,33
20433,22184,30,55,30
20434,22185,160,187,160
20435,22186,115,140,115
20436,22187,51,80,51
20437,22188,66,89,66
20438,22189,16,190,16
20439,22190,72,247,72
20440,22191,74,351,74
20441,22192,33,190,33
20442,22193,31,202,31
20443,22194,186,617,171
20444,22195,91,423,91
20445,22196,42,369,41
20446,22197,141,175,141
20447,22198,45,75,45
20448,22199,186,201,186
20449,22200,142,157,141
20450,22201,188,202,185
20451,22202,63,77,62
20452,22203,418,430,418
20453,22204,70,82,68
20454,22205,539,542,538
20455,22206,179,180,179
20456,22207,183,191,183
20457,22208,382,390,382
20458,22209,21,29,21
20459,22210,47,56,47
20460,22211,68,77,68
20461,22212,52,61,52
20462,22213,78,87,77
20463,22214,41,50,40
20464,22215,68,77,68
20465,22216,123,132,123
20466,22217,116,124,116
20467,22218,60,68,60
20468,22219,20,29,20
20469,22220,33,41,33
20470,22221,3,11,3
20471,22222,29,37,28
20472,22223,16,24,16
20473,22224,617,625,617
20474,22225,793,801,791
20475,22226,309,317,308
20476,22227,608,616,608
20477,22228,42,50,42
20478,22229,35,43,35
20479,22230,0,8,0
20480,22231,35,43,35
20481,22232,148,156,148
20482,22233,9,17,9
20483,22234,26,34,26
20484,22235,2,10,2
20485,22236,1,9,1
20486,22237,59,68,59
20487,22238,31,40,31
20488,22239,9,17,9
20489,22240,59,66,59
20490,22241,97,104,97
20491,22242,17,24,17
20492,22243,63,71,63
20493,22244,209,217,209
20494,22245,26,33,26
20495,22246,74,82,74
20496,22247,36,43,36
20497,22248,1,8,1
20498,22249,90,90,89
20499,22250,17,17,17
20500,22251,11,11,11
20501,22252,37,37,37
20502,22253,30,30,29
20503,22254,44,44,44
20504,22255,35,38,35
20505,22256,88,91,88
20506,22257,35,35,35
20507,22258,18,18,18
20508,22259,98,98,98
20509,22260,4,4,4
20510,22261,33,33,33
20511,22262,1,1,1
20512,22263,0,0,0
20513,22264,649,649,647
20514,22265,22,22,22
20515,22266,13,13,13
20516,22267,41,41,41
20517,22268,16,16,16
20518,22269,2,2,2
20519,22270,35,35,35
20520,22271,5,5,5
20521,22272,92,92,92
20522,22273,78,78,78
20523,22274,2,2,2
20524,22276,31,31,31
20525,22277,9,9,9
20526,22278,39,39,39
20527,22279,13,13,13
20528,22280,12,12,12
20529,22281,328,497,327
20530,22282,61,239,61
20531,22283,50,229,50
20532,22284,4,184,4
20533,22285,9,197,9
20534,22286,109,314,109
20535,22287,10,214,10
20536,22288,29,234,29
20537,22289,205,690,205
20538,22290,114,438,114
20539,22291,41,371,41
20540,22292,40,370,40
20541,22293,61,390,61
20542,22294,22,403,22
20543,22295,599,684,599
20544,22296,46,131,46
20545,22297,67,104,67
20546,22298,20,56,20
20547,22299,134,165,130
20548,22300,29,48,29
20549,22301,33,51,33
20550,22302,82,100,82
20551,22303,13,21,13
20552,22304,122,145,122
20553,22305,54,77,54
20554,22306,35,44,35
20555,22307,27,36,27
20556,22308,40,41,40
20557,22309,80,82,80
20558,22310,42,43,41
20559,22311,184,185,182
20560,22312,66,71,66
20561,22313,94,95,92
20562,22314,184,186,183
20563,22315,35,40,35
20564,22316,87,92,87
20565,22317,182,186,180
20566,22318,24,30,24
20567,22319,92,95,92
20568,22320,334,335,333
20569,22321,49,51,49
20570,22322,7,8,7
20571,22323,643,646,641
20572,22324,44,47,44
20573,22325,34,37,34
20574,22326,772,775,771
20575,22327,35,39,35
20576,22328,60,63,58
20577,22329,405,408,400
20578,22330,65,70,65
20579,22331,109,114,109
20580,22332,190,197,188
20581,22333,24,31,23
20582,22334,53,60,53
20583,22336,72,79,72
20584,22337,55,63,55
20585,22338,162,168,162
20586,22339,57,63,57
20587,22340,92,98,92
20588,22341,89,95,89
20589,22342,45,62,45
20590,22343,217,234,217
20591,22344,337,354,337
20592,22345,30,37,30
20593,22346,348,353,342
20594,22347,93,100,93
20595,22348,63,70,62
20596,22349,106,112,102
20597,22350,79,82,79
20598,22351,57,60,57
20599,22352,49,52,49
20600,22353,85,88,85
20601,22354,27,33,27
20602,22355,4,10,4
20603,22356,25,31,25
20604,22357,42,43,42
20605,22358,11,12,11
20606,22359,20,21,20
20607,22360,35,35,35
20608,22361,86,86,85
20609,22362,1,1,1
20610,22363,191,191,190
20611,22364,18,18,18
20612,22365,1,1,1
20613,22366,15,15,15
20614,22367,29,29,29
20615,22368,11,11,11
20616,22369,47,47,46
20617,22370,7,7,7
20618,22372,54,54,54
20619,22373,38,38,38
20620,22374,27,27,27
20621,22375,9,9,9
20622,22376,102,102,102
20623,22377,106,106,105
20624,22378,30,30,30
20625,22379,5,5,5
20626,22380,96,96,96
20627,22381,212,212,211
20628,22382,5,5,5
20629,22383,133,133,133
20630,22384,44,44,44
20631,22385,15,15,15
20632,22387,23,23,23
20633,22388,569,569,562
20634,22389,1,1,1
20635,22390,40,40,40
20636,22391,34,34,34
20637,22393,14,14,14
20638,22394,10,10,10
20639,22395,12,12,12
20640,22396,31,31,31
20641,22397,0,0,0
20642,22398,12,12,12
20643,22399,37,37,36
20644,22400,15,15,15
20645,22401,12,12,12
20646,22402,37,37,37
20647,22403,75,75,74
20648,22404,23,23,23
20649,22405,20,20,20
20650,22406,14,14,14
20651,22407,38,38,38
20652,22408,57,57,57
20653,22409,0,0,0
20654,22410,2,2,2
20655,22411,60,60,60
20656,22412,8,8,8
20657,22413,115,114,112
20658,22414,195,195,195
20659,22415,11,11,11
20660,22416,0,0,0
20661,22417,26,26,26
20662,22418,5,5,5
20663,22419,121,121,120
20664,22420,23,23,23
20665,22421,48,48,48
20666,22422,23,23,22
20667,22423,44,44,44
20668,22424,59,59,59
20669,22425,87,87,87
20670,22426,32,32,31
20671,22427,329,272,271
20672,22428,3,3,3
20673,22429,53,53,53
20674,22430,0,0,0
20675,22432,421,421,419
20676,22435,26,26,26
20677,22436,36,36,35
20678,22437,3,3,3
20679,22438,19,19,19
20680,22439,37,37,37
20681,22440,3,3,3
20682,22441,76,76,75
20683,22442,10,10,10
20684,22443,7,7,7
20685,22444,319,319,318
20686,22445,0,0,0
20687,22447,65,65,65
20688,22448,12,12,12
20689,22450,940,940,935
20690,22451,4,4,4
20691,22452,0,0,0
20692,22453,90,90,90
20693,22454,1,1,1
20694,22455,2,2,2
20695,22456,18,18,17
20696,22457,13,13,13
20697,22458,369,369,369
20698,22459,65,66,63
20699,22460,3,3,3
20700,22461,12,12,12
20701,22462,10,10,9
20702,22464,1,1,1
20703,22465,23,23,23
20704,22466,0,0,0
20705,22467,2,2,2
20706,22468,481,481,479
20707,22469,23,23,22
20708,22470,1,1,1
20709,22471,147,147,146
20710,22472,9,9,9
20711,22473,9,9,9
20712,22474,58,58,58
20713,22475,9,11,9
20714,22476,2,3,2
20715,22477,148,148,148
20716,22478,23,23,23
20717,22479,3,3,3
20718,22480,559,559,554
20719,22481,16,16,16
20720,22482,330,330,328
20721,22483,39,39,39
20722,22484,430,430,430
20723,22485,1,1,1
20724,22486,56,56,56
20725,22487,218,217,214
20726,22488,25,25,25
20727,22489,23,23,23
20728,22490,0,0,0
20729,22491,13,13,13
20730,22492,19,19,19
20731,22494,0,0,0
20732,22495,38,38,38
20733,22496,34,34,34
20734,22497,0,0,0
20735,22498,472,472,467
20736,22499,5,5,5
20737,22500,2,2,2
20738,22501,102,102,102
20739,22502,77,77,77
20740,22503,12,12,12
20741,22504,15,15,15
20742,22505,2,2,2
20743,22506,20,20,20
20744,22507,20,20,20
20745,22508,14,15,14
20746,22509,10,11,10
20747,22510,31,32,31
20748,22511,1,2,1
20749,22512,11,11,11
20750,22513,54,54,54
20751,22515,3,3,3
20752,22517,0,0,0
20753,22518,1,1,1
20754,22519,13,13,13
20755,22520,102,102,102
20756,22522,209,209,207
20757,22523,13,13,13
20758,22524,50,50,50
20759,22525,136,135,131
20760,22526,74,74,74
20761,22527,1,1,1
20762,22528,48,48,48
20763,22529,22,22,22
20764,22530,489,489,488
20765,22531,63,63,63
20766,22532,62,62,62
20767,22533,17,17,17
20768,22534,59,59,58
20769,22535,4,4,4
20770,22536,20,20,20
20771,22537,28,28,28
20772,22538,28,28,27
20773,22539,0,0,0
20774,22540,12,12,12
20775,22541,26,24,23
20776,22542,0,0,0
20777,22543,21,21,21
20778,22544,0,0,0
20779,22546,54,54,54
20780,22547,18,18,18
20781,22548,1,1,1
20782,22549,38,38,38
20783,22550,212,212,212
20784,22551,95,95,95
20785,22552,26,26,26
20786,22553,5,5,5
20787,22554,12,12,12
20788,22555,43,43,43
20789,22556,5,5,5
20790,22557,5,5,5
20791,22558,30,30,30
20792,22559,8,8,8
20793,22560,35,35,35
20794,22561,47,47,47
20795,22562,7,7,7
20796,22563,6,6,6
20797,22564,139,139,139
20798,22565,25,25,25
20799,22566,6,6,6
20800,22567,92,92,91
20801,22568,0,0,0
20802,22569,0,0,0
20803,22570,124,124,124
20804,22571,74,74,74
20805,22572,52,52,52
20806,22573,44,44,43
20807,22574,12,12,12
20808,22575,1,1,1
20809,22576,39,39,39
20810,22577,87,87,87
20811,22578,73,72,72
20812,22579,55,55,55
20813,22580,69,69,69
20814,22581,31,31,31
20815,22582,60,60,60
20816,22583,37,40,37
20817,22584,0,5,0
20818,22585,34,39,34
20819,22586,12,14,12
20820,22587,1,1,1
20821,22588,65,65,65
20822,22589,1,1,1
20823,22590,0,0,0
20824,22591,494,494,494
20825,22592,174,174,173
20826,22593,32,32,32
20827,22594,138,138,138
20828,22595,7,7,7
20829,22596,4,4,4
20830,22597,173,173,173
20831,22598,37,37,37
20832,22600,148,148,148
20833,22601,1,1,1
20834,22602,1,1,1
20835,22603,23,23,23
20836,22604,176,176,176
20837,22605,22,22,22
20838,22606,50,50,50
20839,22607,28,28,28
20840,22608,1,1,1
20841,22609,25,25,25
20842,22610,4,4,4
20843,22611,5,5,5
20844,22612,10,10,10
20845,22613,8,8,8
20846,22614,6,6,6
20847,22615,76,76,76
20848,22616,68,68,68
20849,22617,92,92,92
20850,22618,41,41,41
20851,22620,8,8,8
20852,22621,3,3,3
20853,22622,88,88,88
20854,22623,38,38,38
20855,22624,658,658,658
20856,22625,3,3,3
20857,22626,1,1,1
20858,22627,76,76,76
20859,22628,12,12,12
20860,22629,137,137,136
20861,22630,66,66,66
20862,22631,10,10,10
20863,22632,68,68,68
20864,22633,31,31,31
20865,22634,24,24,24
20866,22636,50,50,50
20867,22637,27,27,27
20868,22638,42,42,42
20869,22639,64,64,64
20870,22640,5,5,5
20871,22641,7,7,7
20872,22642,57,57,57
20873,22643,0,0,0
20874,22644,0,0,0
20875,22645,36,36,36
20876,22646,78,78,78
20877,22647,2,2,2
20878,22648,36,36,36
20879,22649,8,8,8
20880,22650,7,7,7
20881,22652,5,5,5
20882,22653,0,0,0
20883,22654,22,22,22
20884,22655,0,0,0
20885,22656,3,3,3
20886,22657,59,59,59
20887,22658,2,2,2
20888,22659,7,7,7
20889,22660,37,37,37
20890,22662,14,14,14
20891,22663,57,57,57
20892,22664,110,110,110
20893,22666,42,42,42
20894,22667,10,10,10
20895,22668,8,8,8
20896,22669,79,79,79
20897,22670,10,10,10
20898,22671,18,18,18
20899,22672,117,119,117
20900,22673,113,114,112
20901,22674,34,39,33
20902,22675,233,234,233
20903,22676,19,20,19
20904,22677,57,58,57
20905,22678,41,42,41
20906,22679,38,39,38
20907,22680,76,77,76
20908,22681,118,119,118
20909,22682,20,25,20
20910,22683,2,7,2
20911,22684,47,51,47
20912,22685,15,19,15
20913,22686,52,56,52
20914,22687,283,286,282
20915,22688,64,68,62
20916,22689,127,131,127
20917,22690,56,60,56
20918,22691,14,14,14
20919,22692,1,1,1
20920,22693,43,43,43
20921,22694,1,1,1
20922,22695,16,16,16
20923,22696,41,41,40
20924,22697,0,0,0
20925,22698,0,0,0
20926,22699,18,18,18
20927,22700,2,2,2
20928,22701,7,7,7
20929,22702,50,50,50
20930,22703,6,6,6
20931,22704,1,1,1
20932,22705,43,43,43
20933,22706,104,104,103
20934,22707,0,0,0
20935,22708,235,235,235
20936,22709,0,0,0
20937,22710,4,4,4
20938,22711,43,43,43
20939,22712,159,159,159
20940,22713,221,221,221
20941,22714,40,40,40
20942,22715,11,11,11
20943,22716,125,125,125
20944,22717,76,76,76
20945,22718,0,0,0
20946,22719,1,1,1
20947,22720,20,20,20
20948,22721,29,30,29
20949,22722,0,1,0
20950,22723,4,5,4
20951,22724,0,1,0
20952,22725,2,3,2
20953,22726,50,51,50
20954,22727,7,8,7
20955,22728,22,23,22
20956,22729,116,117,116
20957,22730,32,33,32
20958,22731,0,1,0
20959,22732,32,33,32
20960,22733,0,1,0
20961,22734,0,1,0
20962,22735,63,64,63
20963,22736,2,4,2
20964,22737,3,6,3
20965,22738,31,38,31
20966,22739,5,12,5
20967,22740,21,28,21
20968,22741,51,55,51
20969,22742,10,13,10
20970,22743,34,37,34
20971,22744,58,60,58
20972,22745,26,28,26
20973,22746,4,6,4
20974,22747,368,370,366
20975,22748,6,8,6
20976,22749,6,8,6
20977,22750,39,41,39
20978,22751,7,9,7
20979,22752,20,22,20
20980,22753,42,44,41
20981,22756,28,30,26
20982,22757,1,2,1
20983,22758,0,1,0
20984,22759,53,54,53
20985,22762,9,10,9
20986,22763,106,106,106
20987,22765,21,21,21
20988,22766,22,22,22
20989,22767,3,3,3
20990,22768,6,6,6
20991,22769,2,2,2
20992,22770,47,47,47
20993,22771,20,23,20
20994,22772,15,15,15
20995,22773,5,5,5
20996,22774,11,11,11
20997,22775,72,72,72
20998,22776,19,19,19
20999,22777,75,75,74
21000,22778,38,38,38
21001,22779,1,1,1
21002,22780,33,33,33
21003,22781,24,24,24
21004,22782,4,4,4
21005,22783,65,65,65
21006,22784,21,21,21
21007,22785,121,121,121
21008,22787,3,3,3
21009,22788,4,4,4
21010,22789,9,9,9
21011,22790,27,27,27
21012,22791,0,0,0
21013,22793,135,136,135
21014,22794,35,36,35
21015,22795,107,108,107
21016,22796,1,2,1
21017,22797,0,1,0
21018,22798,91,92,91
21019,22799,47,48,47
21020,22800,33,34,33
21021,22801,549,549,547
21022,22803,42,42,40
21023,22804,28,28,28
21024,22805,10,10,10
21025,22806,39,39,39
21026,22807,44,44,44
21027,22808,0,0,0
21028,22809,0,0,0
21029,22810,40,40,40
21030,22811,7,7,7
21031,22812,133,133,133
21032,22813,908,838,794
21033,22814,15,15,15
21034,22815,0,0,0
21035,22816,26,26,26
21036,22817,92,92,92
21037,22818,5,5,5
21038,22819,33,33,33
21039,22820,49,49,49
21040,22821,9,9,9
21041,22822,15,15,15
21042,22823,2,2,2
21043,22824,5,5,5
21044,22825,56,56,56
21045,22827,0,0,0
21046,22828,16,16,16
21047,22830,0,0,0
21048,22831,39,39,39
21049,22833,1,1,1
21050,22834,14,14,14
21051,22835,32,32,32
21052,22837,7,7,7
21053,22838,20,20,20
21054,22839,0,0,0
21055,22840,34,34,34
21056,22841,127,127,127
21057,22842,47,47,47
21058,22843,35,35,34
21059,22844,29,29,29
21060,22845,36,36,36
21061,22846,76,76,76
21062,22847,1,1,1
21063,22849,28,29,27
21064,22850,4,5,4
21065,22851,174,175,173
21066,22852,37,38,36
21067,22853,0,3,0
21068,22855,189,192,189
21069,22858,756,759,751
21070,22859,58,59,58
21071,22860,0,0,0
21072,22861,46,46,46
21073,22862,74,74,74
21074,22863,11,11,11
21075,22864,8,8,8
21076,22865,65,65,65
21077,22866,2,2,2
21078,22867,31,31,30
21079,22868,1,1,1
21080,22869,7,8,7
21081,22870,1,2,1
21082,22872,2,3,2
21083,22873,27,28,27
21084,22874,3,4,3
21085,22875,1,2,1
21086,22876,25,26,25
21087,22877,3,4,3
21088,22878,0,0,0
21089,22879,334,334,328
21090,22880,15,15,15
21091,22881,21,21,21
21092,22883,44,44,44
21093,22884,15,15,15
21094,22885,44,44,44
21095,22886,1,1,1
21096,22887,1,2,1
21097,22888,67,68,66
21098,22889,9,10,9
21099,22890,5,5,5
21100,22891,37,38,35
21101,22892,14,14,14
21102,22893,454,456,453
21103,22894,374,375,373
21104,22895,141,142,141
21105,22896,198,199,198
21106,22897,35,36,34
21107,22898,409,364,338
21108,22899,993,993,992
21109,22900,16,16,16
21110,22901,13,13,13
21111,22902,25,25,25
21112,22903,7,11,7
21113,22904,19,23,19
21114,22905,31,35,31
21115,22906,22,26,22
21116,22907,42,46,42
21117,22908,15,19,15
21118,22909,33,33,33
21119,22910,128,128,128
21120,22911,7,7,7
21121,22912,41,41,41
21122,22913,10,10,10
21123,22915,58,58,58
21124,22916,206,206,206
21125,22917,202,204,192
21126,22918,173,173,173
21127,22919,5,5,5
21128,22920,18,18,18
21129,22921,31,31,31
21130,22922,0,0,0
21131,22923,1,1,1
21132,22924,40,40,40
21133,22925,8,8,8
21134,22926,66,66,66
21135,22927,309,309,309
21136,22928,37,37,37
21137,22929,2,2,2
21138,22930,30,30,30
21139,22931,3,4,3
21140,22932,3,4,3
21141,22933,51,52,51
21142,22934,5,6,5
21143,22935,20,21,20
21144,22936,74,75,74
21145,22937,8,9,8
21146,22938,64,65,64
21147,22939,30,31,30
21148,22940,44,45,44
21149,22941,90,91,90
21150,22942,139,140,138
21151,22943,10,11,10
21152,22945,82,83,82
21153,22946,10,11,10
21154,22947,9,10,9
21155,22948,12,13,12
21156,22949,152,153,151
21157,22950,5,6,5
21158,22951,33,34,33
21159,22952,19,20,19
21160,22953,8,9,8
21161,22954,16,17,16
21162,22955,1,4,1
21163,22956,11,13,11
21164,22957,40,40,39
21165,22958,9,9,9
21166,22959,15,15,15
21167,22960,22,22,22
21168,22961,2,2,2
21169,22963,89,89,89
21170,22964,36,36,36
21171,22965,15,15,15
21172,22966,14,14,14
21173,22967,3,3,3
21174,22968,7,7,7
21175,22969,41,41,41
21176,22970,5,5,5
21177,22971,170,170,169
