recombinant,parent1,parent2,recombinant_date,parent1_date,parent2_date,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,sc2ts_num_mutations,x_lineage_involved,usher_num_descendants
SRR14627955,SRR14392151,SRR14792089,2021-05-08,2021-04-11,2021-05-07,{'P.1': 1},284484,1,284485,1,0,False,1
ERR6630526,ERR6493456,ERR6633844,2021-08-27,2021-08-01,2021-08-20,{'AY.36': 1},513373,1,513374,1,0,False,1
ERR13042071,ERR10107588,ERR10130689,2022-11-20,2022-07-28,2022-08-15,{'BF.7.6': 1},1713704,1,1713705,1,0,False,1
SRR16730512,SRR13380805,SRR14405940,2021-05-02,2020-12-27,2021-02-02,{'B.1.2': 1},277917,1,-1,2147483648,8,False,1
SRR16307159,SRR16365879,ERR7005955,2021-09-15,2021-09-16,2021-09-23,{'AY.100': 1},600943,1,242168,11,1,False,1
node_92929,ERR7332483,ERR7406713,2021-11-25,2021-11-01,2021-11-08,{'AY.4': 5},930757,5,930758,1,0,False,5
ERR10445631,SRR19940948,SRR21146090,2022-10-06,2022-06-07,2022-07-30,{'BA.5.6': 1},1682506,1,1682507,1,0,False,1
ERR4758732,ERR4668686,ERR4688291,2020-10-07,2020-09-24,2020-09-27,{'B.1.1.307': 1},42045,1,42046,1,0,False,1
SRR19305694,SRR17264023,ERR11742086,2021-11-22,2021-11-22,2021-08-21,{'AY.47': 1},917557,1,917558,1,0,False,1
node_544184,SRR20776562,SRR20563820,2022-05-27,2022-05-09,2022-04-01,{'BA.2.12': 2},1438957,6,-1,2147483648,1,False,2
node_135239,ERR11754604,ERR6834520,2021-10-11,2021-10-20,2021-09-03,{'AY.4': 4},708385,4,708386,1,0,False,4
node_248502,SRR20767046,SRR20278071,2021-12-01,2021-10-24,2021-11-30,{'B.1.617.2': 2},965160,2,965160,0,0,False,2
ERR11472570,ERR11177671,ERR11757451,2023-05-05,2023-03-20,2023-05-15,{'FL.9': 1},1821607,1,1676682,11,6,False,1
SRR22294791,SRR22319644,ERR10000006,2022-10-31,2022-10-26,2022-07-02,{'BA.5.2.1': 1},1704038,1,1704039,1,0,False,1
node_77412,ERR11753862,ERR7186381,2021-10-30,2021-10-17,2021-10-18,{'AY.4.2': 4},791154,4,791155,1,0,False,4
node_696117,ERR10000002,SRR21694607,2022-09-18,2022-07-05,2022-09-10,{'BA.5': 5},1665602,5,1665602,0,0,False,5
node_188456,ERR7147969,ERR6571500,2021-10-09,2021-10-09,2021-08-08,{'AY.4.2': 2},701013,2,701013,0,2,False,2
SRR16606566,SRR16527318,SRR16380691,2021-10-04,2021-09-27,2021-09-19,{'AY.34.1': 1},679087,1,242168,10,8,False,1
SRR21266141,SRR15390923,node_354275,2021-12-08,2021-07-20,2021-12-08,{'AY.47': 1},1002127,1,1002128,1,0,False,1
node_518892,ERR7920037,ERR12888162,2022-01-18,2021-12-23,2022-01-10,{'BA.1': 2},1241389,2,1126379,1,0,False,2
ERR7310305,ERR7284317,ERR13153313,2021-11-02,2021-10-27,2021-07-30,{'AY.4': 1},805790,1,805791,1,0,False,1
node_181341,SRR17330263,SRR16883831,2021-10-30,2021-12-08,2021-10-13,{'AY.100': 5},792842,19,242168,10,7,False,5
node_6077,SRR15230194,SRR16619427,2021-05-15,2021-06-15,2021-04-08,{'B.1.214': 1},292183,1,-1,2147483648,7,False,1
ERR5331405,ERR5314179,ERR5181396,2021-02-11,2021-02-06,2021-01-04,{'B.1.1.7': 1},148330,1,-1,2147483648,4,False,1
node_192816,SRR15201251,SRR20250958,2021-10-09,2021-07-09,2021-11-12,{'AY.1': 1},702254,1,242168,9,7,False,1
SRR20944634,SRR15272161,SRR15984192,2021-11-18,2021-07-13,2021-08-29,{'AY.103': 1},896920,1,896921,1,0,False,1
SRR20259671,node_191965,ERR6493944,2021-10-19,2021-11-13,2021-07-28,{'AY.107': 1},745123,1,242168,11,1,False,1
ERR12886196,ERR11796019,node_451884,2022-01-10,2022-01-05,2021-12-23,{'BA.1.17': 1},1096714,1,-1,2147483648,4,False,1
node_189248,SRR17130385,SRR16527388,2021-11-23,2021-11-07,2021-09-27,{'AY.100': 1},923353,1,242168,12,4,False,1
ERR10002072,ERR10000107,ERR10005606,2022-07-03,2022-07-05,2022-07-19,{'BA.5.1': 1},1552154,1,1552155,1,0,False,1
SRR20259884,SRR15894154,SRR16884115,2021-10-21,2021-07-20,2021-10-12,{'AY.107': 1},753538,1,242168,13,9,False,1
ERR7245663,ERR6922139,ERR13153313,2021-10-14,2021-09-27,2021-07-30,{'AY.4': 1},721966,1,242168,7,5,False,1
ERR6999528,ERR6553899,node_189336,2021-09-15,2021-08-15,2021-08-02,{'AY.4': 1},599469,1,242168,7,4,False,1
node_252338,SRR15855590,SRR16850184,2021-09-15,2021-09-03,2021-10-15,{'AY.103': 9},601083,9,242168,7,4,False,9
node_189641,ERR11761759,ERR6486711,2021-07-16,2021-07-11,2021-08-07,{'AY.42': 18},344152,2137,242168,3,3,False,18
SRR21457228,node_680581,SRR21994599,2022-08-18,2022-08-18,2022-09-06,{'BF.24': 1},1627776,1,1412770,9,7,False,1
SRR24762455,ERR11728458,SRR22258064,2023-05-08,2023-03-22,2022-10-30,{'XCE': 1},1822187,1,1822188,1,0,True,1
SRR15352954,SRR15391396,SRR16318274,2021-07-16,2021-07-22,2021-08-09,{'AY.3': 1},374053,1,374054,1,0,False,1
SRR20247205,SRR20232787,SRR15199972,2021-10-27,2021-11-02,2021-06-25,{'AY.39': 1},780104,1,242168,9,4,False,1
node_629536,SRR29412798,ERR12554227,2024-06-05,2024-05-31,2023-12-21,{'JN.1.16.1': 1},1896612,1,1857980,11,7,False,1
ERR6860433,ERR6610381,ERR6580955,2021-09-09,2021-08-17,2021-08-19,{'AY.4': 1},571226,1,571227,1,0,False,1
ERR6495467,ERR6638233,ERR6112499,2021-08-07,2021-08-06,2021-06-08,{'AY.4': 1},447728,1,242168,5,4,False,1
node_189153,SRR16781977,SRR15199951,2021-10-06,2021-10-07,2021-06-25,{'AY.20': 8},694514,8,242168,7,4,False,8
ERR6997670,ERR6871773,ERR6492325,2021-09-27,2021-09-22,2021-08-07,{'B.1.617.2': 1},650439,1,242168,7,7,False,1
node_543972,node_436840,ERR11755611,2021-12-27,2021-10-27,2021-11-25,"{'BA.1': 2, 'BA.1.1': 1}",242132,792055,242168,1,1,False,3
ERR8175973,ERR7668926,SRR16307155,2021-12-11,2021-12-02,2021-09-13,{'AY.4': 1},1011748,1,242168,12,7,False,1
SRR19814523,SRR19683165,ERR8176933,2022-01-19,2022-02-08,2021-12-05,{'AY.47': 1},1134805,1,1134806,1,0,False,1
ERR6491075,ERR13182720,ERR12790700,2021-07-27,2021-08-22,2021-07-16,{'AY.4': 1},405278,1,405279,1,0,False,1
ERR7643780,ERR7505432,ERR8191371,2021-11-30,2021-11-15,2021-12-01,{'AY.34.1': 1},954772,1,242168,18,6,False,1
ERR7045008,ERR7041746,node_130091,2021-09-15,2021-09-26,2021-09-15,{'AY.4.2': 1},598570,1,242168,7,7,False,1
SRR20258765,SRR16766019,SRR16829649,2021-10-18,2021-10-06,2021-10-09,{'AY.3': 1},740015,1,242168,15,4,False,1
SRR15651674,SRR14898751,ERR12842274,2021-08-16,2021-05-21,2021-10-24,{'B.1.617.2': 1},475505,1,475506,1,0,False,1
SRR20258621,node_314919,node_316018,2021-10-16,2021-10-16,2021-10-16,{'AY.44': 1},731315,1,242168,12,4,False,1
ERR7141593,ERR6491994,ERR6605052,2021-09-03,2021-06-23,2021-08-24,{'AY.4': 1},546805,1,546806,1,0,False,1
node_340054,ERR7678774,ERR7011017,2021-11-10,2021-12-04,2021-09-16,{'AY.122': 3},849910,3,242168,6,6,False,3
node_412600,ERR6709168,ERR5467662,2021-04-16,2021-05-03,2021-03-01,{'B.1.1.7': 71},259283,71,259283,0,0,False,71
SRR20117186,SRR17625230,SRR20180237,2021-12-15,2021-12-22,2021-11-26,{'AY.100': 1},1029522,3,242168,14,7,False,1
node_726445,ERR12131843,ERR12750695,2022-02-23,2022-03-17,2022-06-08,{'BA.2': 5},1364333,5,-1,2147483648,6,False,5
node_205092,ERR12846441,ERR12824760,2021-09-22,2021-11-01,2021-09-22,{'AY.126': 37},589675,41,242168,12,6,False,37
node_580627,ERR11255248,ERR10673129,2022-12-05,2023-03-20,2022-12-04,{'BN.1.4.1': 34},1725085,34,-1,2147483648,10,False,34
node_235838,SRR15490126,SRR20263331,2021-11-04,2021-08-02,2021-11-23,{'AY.39': 13},821445,13,242168,7,4,False,13
node_189578,node_186450,ERR7201271,2021-08-24,2021-10-01,2021-10-07,{'AY.100': 2},502037,4,242168,8,3,False,2
node_189571,SRR17103291,SRR20252730,2021-11-04,2021-11-02,2021-10-19,{'AY.100': 2},855982,2,821489,1,0,False,2
ERR7320673,ERR6928153,ERR6572774,2021-10-21,2021-09-29,2021-08-11,{'AY.4': 1},752352,1,752353,1,0,False,1
node_580946,node_580945,ERR13040277,2023-01-04,2023-01-04,2023-01-19,{'BN.1.3': 5},1747167,5,-1,2147483648,5,False,5
node_189619,SRR16837316,node_189640,2021-10-22,2021-10-14,2021-11-15,{'AY.117': 2},757462,2,242168,11,1,False,2
node_189735,node_199318,SRR15391855,2021-09-28,2021-10-08,2021-07-19,{'AY.119': 6},699005,46,242168,8,5,False,6
SRR15993700,SRR15549687,SRR15819444,2021-08-25,2021-07-30,2021-08-10,{'AY.120.1': 1},506736,1,506737,1,0,False,1
node_189310,SRR15391634,SRR16807854,2021-12-04,2021-07-22,2021-10-27,{'AY.100': 2},979069,2,979069,0,3,False,2
ERR13161706,ERR13162223,SRR16629291,2021-10-25,2021-10-28,2021-06-01,{'P.1.15': 1},766213,1,-1,2147483648,9,False,1
ERR13052013,ERR13058662,ERR13320778,2023-11-27,2023-10-23,2023-09-28,{'XBB.1.9': 1},1867555,1,1867556,1,0,True,1
ERR7259724,ERR12835583,node_138298,2021-10-23,2021-10-08,2021-10-23,{'AY.4': 1},759436,1,242168,7,6,False,1
node_90227,ERR6479543,ERR11755756,2021-11-24,2021-08-03,2021-11-22,{'AY.4': 4},925886,4,242168,7,4,False,4
node_188598,ERR6611490,ERR13153313,2021-08-26,2021-08-23,2021-07-30,{'AY.4': 1},508412,1,508413,1,0,False,1
node_586750,node_586748,SRR24638866,2023-01-23,2023-01-23,2023-03-06,"{'XCT': 25, 'XCT.1': 32, 'BA.2': 1}",1676682,112056,1676682,0,15,True,58
node_191711,node_189655,ERR11827560,2021-10-05,2021-10-26,2021-08-20,{'AY.42': 79},682775,81,242168,6,5,False,79
SRR16829480,SRR16077175,SRR15863944,2021-10-08,2021-09-14,2021-08-18,{'AY.39': 1},698661,1,698662,1,0,False,1
node_231996,SRR16859979,SRR20116093,2021-09-28,2021-09-19,2021-12-02,{'AY.39': 4},754249,4,656376,1,0,False,4
SRR16884182,SRR16594414,node_189073,2021-10-11,2021-10-04,2021-09-23,{'AY.39': 1},710619,1,710620,1,0,False,1
ERR11849799,node_341056,ERR6300316,2021-08-27,2021-08-27,2021-07-02,{'AY.122': 1},513117,1,242168,9,4,False,1
SRR22344560,ERR10511060,ERR10086692,2022-11-02,2022-11-05,2022-07-30,{'BA.2': 1},1705663,1,1705664,1,0,False,1
node_518338,ERR11764255,ERR11837995,2022-01-07,2021-12-06,2022-01-18,{'BA.1': 3},1090200,4,-1,2147483648,4,False,3
node_357784,SRR15626314,SRR15478881,2021-09-28,2021-08-05,2021-08-06,{'AY.75': 54},655581,54,655582,1,0,False,54
node_641174,SRR21223875,SRR21040678,2022-10-09,2022-07-29,2022-07-28,{'BA.5': 2},1685486,2,1685486,0,2,False,2
ERR6882837,ERR6175175,SRR20259576,2021-09-23,2021-06-24,2021-10-21,{'AY.4': 1},633468,1,633469,1,0,False,1
node_189963,SRR20762790,ERR6423597,2021-11-01,2021-10-26,2021-07-17,{'AY.103': 2},804423,2,242168,8,3,False,2
node_346202,ERR11822590,SRR16833054,2021-11-01,2021-08-13,2021-10-11,{'B.1.617.2': 3},799477,3,799478,1,0,False,3
SRR20186249,SRR17381447,SRR15877448,2021-12-05,2021-12-07,2021-08-11,{'AY.113': 1},983688,1,374078,1,5,False,1
SRR20117201,SRR15807312,SRR17219167,2021-12-14,2021-08-09,2021-11-21,{'AY.119': 1},1024790,1,1024791,1,0,False,1
node_189577,ERR6632986,SRR20259749,2021-08-27,2021-08-26,2021-10-22,{'AY.100': 2},513377,2,513378,1,0,False,2
SRR16288152,node_232770,SRR16307205,2021-09-13,2021-09-13,2021-09-13,{'AY.39.3': 1},591686,3,242168,7,6,False,1
SRR16040836,SRR16059999,node_189163,2021-08-28,2021-08-25,2021-11-27,{'AY.20': 1},520844,1,520845,1,0,False,1
node_189259,SRR16852687,ERR6491956,2021-09-28,2021-10-17,2021-07-21,{'AY.100': 3},655636,6,242168,11,4,False,3
SRR21266646,SRR20146079,ERR6491956,2021-12-08,2021-11-28,2021-07-21,{'AY.100': 1},1002199,1,242168,12,6,False,1
node_204262,ERR12825155,ERR12838955,2021-08-01,2021-09-26,2021-10-12,{'AY.126': 417},3423191,435,242168,9,2,False,417
ERR7009409,ERR7007369,ERR6445757,2021-09-27,2021-09-27,2021-07-14,{'AY.126': 1},650460,1,242168,6,5,False,1
node_242591,ERR11763169,ERR7411547,2021-11-10,2021-11-21,2021-11-09,{'AY.98.1': 1},850058,1,850059,1,0,False,1
ERR8504703,ERR7819565,ERR8287831,2022-01-31,2021-12-13,2022-01-23,{'BA.1': 1},1188916,1,1188917,1,0,False,1
ERR13006159,ERR13014122,ERR10109722,2022-08-12,2022-08-04,2022-08-09,{'BF.4': 1},1619742,1,1412770,7,7,False,1
node_204829,node_204540,ERR12820555,2021-07-30,2021-07-20,2021-08-15,{'AY.126': 1888},415822,2165,242168,11,1,False,1888
SRR16099131,SRR15552708,SRR16386287,2021-07-29,2021-07-24,2021-09-20,{'AY.14': 1},415011,1,-1,2147483648,5,False,1
SRR20935183,SRR16559270,SRR16545596,2021-12-09,2021-09-28,2021-09-23,{'AY.44': 1},1006229,1,1006230,1,0,False,1
ERR7375921,ERR7003543,ERR6568434,2021-11-07,2021-09-23,2021-08-08,{'AY.4': 1},832498,1,242168,6,4,False,1
node_623617,ERR13320505,node_623616,2023-08-24,2023-09-08,2023-08-24,"{'XCZ': 6, 'XBB.1.9': 1}",1676682,112056,1676682,0,15,True,7
SRR16153448,SRR15270366,SRR20258496,2021-09-01,2021-07-16,2021-10-16,{'AY.122': 1},538341,1,242168,5,5,False,1
SRR20189753,SRR21183996,node_189401,2021-12-08,2021-11-05,2021-07-29,{'AY.118': 1},1001568,1,242168,11,11,False,1
SRR21559034,SRR20933021,SRR22587069,2022-08-30,2022-07-11,2022-11-10,{'BA.5.5': 1},1643434,1,1412770,7,5,False,1
SRR22029754,ERR10000328,ERR9926981,2022-09-14,2022-07-05,2022-06-29,{'BA.5': 1},1661098,1,1661099,1,0,False,1
node_696418,ERR10481901,SRR20741545,2022-08-08,2022-10-30,2022-07-10,{'BA.5.1.7': 28},1615306,28,1615306,0,1,False,28
node_188193,ERR7230437,ERR12824840,2021-04-09,2021-10-26,2021-08-25,"{'AY.113': 46, 'AY.39': 513, 'AY.118': 193, 'AY.119.2': 156, 'AY.112.2': 17, 'AY.36': 42, 'AY.4': 585, 'B.1.617.2': 51, 'AY.100': 914, 'AY.4.2': 114, 'AY.107': 72, 'AY.117': 74, 'AY.39.1': 79, 'AY.4.2.1': 29, 'AY.119': 265, 'AY.120': 41, 'AY.103': 16, 'AY.120.1': 18, 'AY.114': 56, 'AY.128': 1, 'AY.20': 58, 'AY.29': 4, 'AY.105': 3, 'AY.111': 3, 'AY.129': 6, 'AY.4.1': 2, 'AY.4.9': 3, 'AY.116.1': 24, 'AY.110': 29, 'AY.4.2.2': 28, 'AY.112': 5, 'AY.126': 14, 'AY.4.2.3': 4, 'AY.4.12': 1, 'AY.4.4': 7, 'AY.25': 2, 'AY.42': 18, 'AY.106': 2, 'AY.109': 9, 'AY.120.2.1': 1, 'AY.25.1': 2, 'AY.4.2.4': 1, 'AY.5': 1, 'AY.124': 8, 'AY.127': 1, 'AY.4.7': 5, 'AY.46.1': 1, 'AY.46.4': 1, 'AY.4.5': 1, 'AY.4.11': 2}",242168,1240987,242168,0,13,False,3528
ERR7239088,ERR7274565,ERR8248180,2021-10-08,2021-10-26,2021-12-09,{'AY.4': 1},696935,1,242168,8,6,False,1
SRR21898952,SRR22685051,SRR21222296,2022-09-26,2022-10-01,2022-08-01,{'BF.26': 1},1673539,1,1412770,9,7,False,1
node_134658,node_72600,ERR6605904,2021-09-17,2021-10-13,2021-08-25,{'AY.4': 1},607932,1,607933,1,0,False,1
node_188996,SRR17219806,SRR15199972,2021-11-16,2021-11-09,2021-06-25,{'AY.39': 2},946107,2,242168,11,6,False,2
ERR6666963,node_174171,ERR7351693,2021-08-29,2021-08-29,2021-11-01,{'AY.4.2': 1},522329,1,522330,1,0,False,1
ERR6887909,ERR6551687,ERR6345513,2021-09-19,2021-08-13,2021-07-09,{'AY.4': 1},616670,1,242168,7,5,False,1
ERR9327284,ERR11781826,ERR8646187,2022-03-09,2022-03-29,2022-02-08,{'BA.2': 1},1343072,1,1343073,1,0,False,1
node_179622,SRR16307159,ERR6495785,2021-09-16,2021-09-15,2021-07-25,{'AY.100': 7},605722,7,242168,11,10,False,7
node_179791,SRR17374295,SRR16883831,2021-11-10,2021-12-13,2021-10-13,{'AY.100': 3},854593,3,854593,0,2,False,3
node_701731,ERR10000035,ERR9895147,2022-08-09,2022-07-05,2022-06-21,{'BA.5.2': 10},1616107,10,1616107,0,1,False,10
ERR6491383,ERR11761633,ERR6440908,2021-07-30,2021-07-12,2021-07-26,{'B.1.617.2': 1},417214,1,242168,5,7,False,1
node_188441,ERR6571500,ERR11754076,2021-09-26,2021-08-08,2021-10-17,{'AY.4.2': 1},646761,1,646762,1,0,False,1
node_205354,ERR11764123,ERR12846441,2021-10-28,2021-12-05,2021-11-01,{'AY.126': 265},781587,284,242168,9,4,False,265
SRR20252936,SRR16786252,ERR6571500,2021-10-18,2021-10-07,2021-08-08,{'AY.75': 1},739799,1,-1,2147483648,7,False,1
node_8058,ERR11854175,ERR4759820,2020-10-20,2020-11-30,2020-10-01,{'B.1': 1},47237,1,47238,1,0,False,1
ERR7463393,ERR7166311,SRR16007316,2021-11-10,2021-10-17,2021-09-02,{'AY.4': 1},851152,1,242168,6,5,False,1
node_703254,node_703252,ERR10021302,2022-11-11,2022-10-12,2022-07-16,{'BF.11.1': 1},1709658,1,1709659,1,0,False,1
node_194890,SRR17275469,ERR6836572,2021-12-03,2021-12-02,2021-09-13,{'AY.127': 6},1002345,6,242168,10,7,False,6
node_783733,ERR13149512,ERR13158624,2021-08-28,2021-04-21,2021-06-13,{'P.1.2': 2},518104,2,-1,2147483648,4,False,2
node_778853,ERR4597173,ERR11826937,2020-08-26,2020-08-07,2020-11-27,{'B.1.160': 4},30980,4,30404,1,0,False,4
SRR22344807,ERR10627125,SRR21270235,2022-11-01,2022-11-01,2022-08-01,{'BF.14': 1},1705118,1,1705119,1,0,False,1
SRR20263035,SRR17413678,SRR16606691,2021-11-24,2021-12-03,2021-09-28,{'AY.39': 1},928172,1,775130,1,6,False,1
node_188748,SRR19301953,SRR15199928,2021-12-07,2021-12-14,2021-06-25,{'AY.118': 1},996150,1,242168,14,8,False,1
SRR21322647,ERR11761851,SRR16973160,2021-11-10,2021-07-16,2021-11-05,{'AY.39.1': 1},855245,1,855246,1,0,False,1
SRR14568865,SRR14154580,SRR14567651,2021-04-07,2021-03-08,2021-04-07,{'B.1.1.7': 1},245126,1,-1,2147483648,5,False,1
SRR23600395,SRR15534825,ERR6112499,2021-09-28,2021-08-03,2021-06-08,{'AY.46.1': 1},656789,1,656790,1,0,False,1
SRR26441731,SRR26085078,SRR26256944,2023-09-16,2023-08-31,2023-09-12,{'XBB.1.16.16': 1},1845587,1,1845588,1,0,True,1
node_189030,SRR16115913,SRR20259589,2021-10-08,2021-09-14,2021-10-21,{'AY.39': 1},698628,1,242168,7,7,False,1
SRR21222419,ERR10111349,ERR9922411,2022-08-01,2022-08-08,2022-06-20,{'BA.5': 1},1606656,1,1606657,1,0,False,1
ERR7148099,ERR7028964,ERR7239088,2021-10-09,2021-10-03,2021-10-08,{'AY.4': 1},699825,1,242168,10,4,False,1
node_619088,SRR26938414,SRR27149638,2023-11-22,2023-11-06,2023-10-27,{'HK.19': 2},1866278,2,1866279,1,0,False,2
node_634067,ERR13253613,SRR28145013,2023-12-21,2024-05-17,2024-01-27,"{'JN.1.1': 11, 'JN.1': 1}",1857978,23726,1857980,3,1,False,12
ERR10983471,ERR10965153,ERR10910673,2023-02-27,2023-02-21,2023-02-04,{'XBB.2.3.13': 1},1784563,1,1676682,6,7,True,1
node_226314,ERR11824418,ERR11753570,2021-09-22,2021-09-24,2021-10-17,{'B.1.617.2': 1},631150,1,242168,11,6,False,1
SRR22734395,ERR10020874,SRR22743842,2022-11-30,2022-07-19,2022-11-03,{'BQ.1.8': 1},1719032,1,1719033,1,0,False,1
ERR7317852,ERR6583901,ERR6830767,2021-10-20,2021-08-19,2021-09-06,{'AY.4': 1},748343,1,748344,1,0,False,1
ERR12554229,ERR12658154,ERR11779177,2023-12-18,2024-01-15,2023-07-18,{'JN.3': 1},1875586,1,1875587,1,0,False,1
SRR20682676,ERR10039731,SRR19723306,2022-07-07,2022-07-22,2022-05-27,{'BA.5.5': 1},1561221,1,1561222,1,0,False,1
node_188269,ERR13182720,ERR6454904,2021-09-15,2021-08-22,2021-07-28,{'AY.4': 2},599443,2,599443,0,0,False,2
SRR16706536,SRR16067801,ERR13153313,2021-10-03,2021-09-14,2021-07-30,{'AY.117': 1},675120,1,675121,1,0,False,1
ERR4803482,ERR4671549,ERR4668737,2020-10-19,2020-09-27,2020-09-24,{'B.1.177': 1},46841,1,46842,1,0,False,1
node_189513,node_183211,SRR20251802,2021-10-22,2021-10-11,2021-11-11,{'AY.100': 1},757442,1,242168,9,1,False,1
ERR7238349,ERR7193153,ERR7236133,2021-10-19,2021-10-21,2021-10-18,{'AY.4': 1},743259,1,242168,13,7,False,1
node_436840,ERR8971026,node_436839,2021-10-27,2022-02-19,2021-10-27,{'unclassified': -1},-1,0,-1,2147483648,-1,False,432954
SRR19821529,SRR19293544,ERR6492325,2022-01-15,2021-11-11,2021-08-07,{'B.1.617.2': 1},1116379,1,242168,8,8,False,1
node_131311,ERR6348480,ERR11754070,2021-08-16,2021-07-14,2021-10-13,{'AY.46.5': 3},474959,3,242168,9,7,False,3
node_188834,SRR15983771,SRR15313765,2021-08-18,2021-08-30,2021-07-23,{'AY.39.1': 2},482726,19,242168,9,4,False,2
SRR18151876,SRR21101064,SRR17847962,2022-01-23,2022-01-12,2021-12-27,{'BA.1.1.14': 1},1155452,1,1155453,1,0,False,1
ERR7239993,ERR6800173,SRR15629155,2021-10-16,2021-09-12,2021-08-06,{'B.1.617.2': 1},729949,1,729950,1,0,False,1
SRR21947661,ERR10000035,ERR10425645,2022-09-27,2022-07-05,2022-10-04,{'BA.5.2': 1},1674853,1,1674854,1,0,False,1
ERR7239731,ERR13182720,ERR12842193,2021-10-26,2021-08-22,2021-10-31,{'AY.4': 1},771879,1,771880,1,0,False,1
node_189193,ERR6888433,ERR6485838,2021-09-21,2021-09-21,2021-07-27,{'AY.36': 2},626118,2,242168,9,5,False,2
node_188519,ERR6681875,ERR6570387,2021-10-19,2021-09-01,2021-08-06,{'AY.4': 2},633727,24,242168,7,1,False,2
node_181497,SRR17311315,SRR16883831,2021-12-04,2021-11-28,2021-10-13,{'AY.100': 2},996902,2,242168,14,7,False,2
node_92573,ERR11756452,ERR7351306,2021-11-29,2021-11-28,2021-11-03,{'AY.4': 4},950103,4,242168,7,3,False,4
node_359242,ERR9899053,ERR9899344,2021-08-26,2021-07-30,2021-08-26,{'B.1.617.2': 23},511967,23,511967,0,0,False,23
SRR20254217,node_187459,SRR16829649,2021-10-15,2021-10-15,2021-10-09,{'AY.113': 1},727786,1,242168,12,5,False,1
node_561350,ERR10039731,SRR19547633,2022-04-13,2022-07-22,2022-03-23,{'BA.2': 2},1442504,2,1438886,1,0,False,2
SRR28165213,ERR12118131,SRR26390562,2024-01-11,2023-09-23,2023-10-02,{'XBB.1.9': 1},1881839,1,1881840,1,0,True,1
ERR7310754,ERR9770513,SRR20233568,2021-10-19,2021-12-15,2021-11-02,{'AY.121': 1},743440,1,242168,8,2,False,1
SRR21834646,ERR9927039,SRR21834567,2022-09-02,2022-06-30,2022-09-01,{'BA.5.2.1': 1},1645861,1,1645862,1,0,False,1
ERR7044588,ERR7008500,ERR6370985,2021-09-22,2021-09-13,2021-07-17,{'AY.5': 1},631042,1,242168,6,7,False,1
node_648242,ERR10219839,ERR10001586,2022-09-20,2022-09-03,2022-07-06,{'BA.5.1.2': 2},1667899,2,1646114,1,6,False,2
node_188909,SRR16797667,ERR7707661,2021-10-16,2021-10-23,2021-11-15,{'AY.39': 1},731285,1,242168,10,4,False,1
node_619140,ERR13321412,SRR26653779,2024-01-03,2023-11-08,2023-10-20,{'HK.19': 2},1880024,2,1880025,1,0,False,2
node_231613,SRR16221675,ERR6760781,2021-08-18,2021-09-07,2021-08-26,{'AY.39.1': 1},482468,1,242168,8,4,False,1
node_287697,ERR11761851,node_287696,2021-08-30,2021-07-16,2021-08-07,{'AY.25.1': 5},574223,5,242168,8,4,False,5
node_580464,ERR10462350,ERR10000094,2022-10-28,2022-10-20,2022-07-05,{'BA.2': 9},1412770,244566,1412770,0,11,False,9
node_716727,node_646718,ERR10000209,2022-06-18,2022-09-04,2022-07-05,"{'BA.4.6': 20, 'BA.4': 6, 'BA.4.4': 2, 'BA.4.1': 4, 'BA.4.6.5': 2}",1896655,1294266,-1,2147483648,56,False,34
SRR19223070,SRR17647461,node_174170,2021-12-15,2021-11-24,2021-08-29,{'AY.3': 1},1029071,1,1029072,1,0,False,1
node_523780,ERR8223280,node_523779,2022-02-26,2021-12-21,2022-02-26,{'BD.1': 2},1307056,2,1307057,1,0,False,2
SRR21001321,ERR12535440,ERR10004138,2022-07-23,2022-07-07,2022-07-06,{'BA.5.1': 1},1591183,1,1591184,1,0,False,1
node_188675,ERR11756256,ERR13153313,2021-11-06,2021-11-28,2021-07-30,{'AY.4': 1},828496,1,828497,1,0,False,1
ERR13046543,ERR13044678,ERR13048866,2023-03-16,2023-03-04,2022-12-15,{'CH.1.1.22': 1},1798858,1,-1,2147483648,14,False,1
SRR20145485,SRR21263192,ERR6762185,2021-12-03,2021-11-29,2021-08-28,{'AY.125': 1},974835,1,974836,1,0,False,1
node_96671,ERR11824597,ERR11754782,2021-12-04,2021-11-10,2021-10-20,{'AY.4': 1},976714,1,976715,1,0,False,1
node_189410,SRR21182680,SRR15628951,2021-10-06,2021-11-06,2021-08-05,{'AY.100': 2},688003,2,242168,12,1,False,2
node_234613,SRR17117337,ERR7232760,2021-11-23,2021-11-17,2021-10-16,{'AY.39': 3},923300,3,242168,13,7,False,3
node_189117,SRR15985926,SRR15200010,2021-09-17,2021-09-05,2021-06-24,{'AY.114': 2},609711,2,609711,0,2,False,2
ERR6868848,node_60885,ERR7106179,2021-09-21,2021-09-21,2021-10-03,{'AY.4': 1},624400,1,624401,1,0,False,1
SRR15819150,SRR15628544,SRR15628990,2021-08-11,2021-08-05,2021-08-06,{'AY.20': 1},462379,1,462380,1,0,False,1
SRR20233568,SRR19287974,ERR7310754,2021-11-02,2021-11-04,2021-10-19,{'AY.100': 1},809730,1,242168,11,7,False,1
ERR7313709,ERR7009168,ERR6112499,2021-10-26,2021-09-16,2021-06-08,{'AY.4': 1},774051,1,242168,5,4,False,1
