recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,diffs,max_run_length,num_mutations_k1000,num_mutations_k4,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4
1278883,ERR9911609,1,1,1,2306,12310,0,COVID-ARTIC-V4.1,4.1alt,2022-06-26,1b297e05d5,2,BE.1.1,Omicron (BA.5-like),270.1134217505474,2022-05-27,1278882,BE.1.1,Omicron (BA.5-like),240.0,2022-06-26,1236672,BA.5.2.3,Omicron (BA.5-like),300.66152000458254,2022-04-27,1223558,BE.1,Omicron (BA.5-like),357.0000000000001,2022-03-01,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,12,0,4,0,5,4,7,True
1279026,ERR9940192,662,1,1,695,1627,0,COVID-ARTIC-V4.1,.,2022-06-26,12ba9c78bd,2,BA.5.1,Omicron (BA.5-like),267.0,2022-05-30,1279025,BA.5.1,Omicron (BA.5-like),240.0,2022-06-26,1253363,BA.5.2.1,Omicron (BA.5-like),267.0000000001,2022-05-30,1189178,BA.5.1,Omicron (BA.5-like),328.0000000002,2022-03-30,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,1,5,0,3,2,8,False
1279042,ERR9940303,1,1,1,20452,20937,2,COVID-ARTIC-V4.1,.,2022-06-26,5015dab533,2,BA.5.1,Omicron (BA.5-like),246.2323147161433,2022-06-20,1279041,BA.5.1,Omicron (BA.5-like),240.0,2022-06-26,1245243,BA.2,Omicron (BA.2-like),276.0,2022-05-21,1278177,BA.5.1,Omicron (BA.5-like),263.0,2022-06-03,220186,B.1.617.2,Delta (B.1.617.2-like),900.4908165913621,2020-09-04,31,5,7,2,3,7,15,True
1279995,ERR9911323,5,3,1,23041,26529,0,COVID-ARTIC-V4.1,4.1alt,2022-06-27,e4f32c2511,4,BA.4,Omicron (BA.5-like),252.3379113077814,2022-06-14,1279992,BA.4,Omicron (BA.5-like),239.0,2022-06-27,1266538,BE.1.1,Omicron (BA.5-like),287.29521995611896,2022-05-10,843826,BA.2,Omicron (BA.2-like),452.0000000004004,2021-11-26,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,27,5,4,0,6,13,7,True
1280342,ERR9939974,1,1,1,695,958,1,COVID-ARTIC-V4.1,.,2022-06-27,96ff31d5f4,2,BA.4.1,Omicron (BA.4-like),250.80102211992863,2022-06-16,1280341,BA.4.1,Omicron (BA.4-like),239.0,2022-06-27,1253363,BA.5.2.1,Omicron (BA.5-like),267.0000000001,2022-05-30,1232376,BA.4.1,Omicron (BA.4-like),290.0,2022-05-07,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,26,2,7,1,5,2,16,False
1281614,ERR9926949,6,1,1,17279,23323,0,COVID-ARTIC-V4.1,4.1alt,2022-06-28,84d615ec74,2,BE.1,Omicron (BA.5-like),247.9533391826724,2022-06-19,1281613,BE.1,Omicron (BA.5-like),238.0,2022-06-28,1267630,BA.5.1.24,Omicron (BA.5-like),253.0,2022-06-13,1244180,BE.1,Omicron (BA.5-like),320.1249938320929,2022-04-07,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,16,1,6,0,5,6,6,True
1281893,SRR20380016,1,1,1,8992,10518,1,COVID-ARTIC-V4.1,.,2022-06-28,1976841a69,2,BA.2.12.1,Omicron (BA.2-like),244.87857777360333,2022-06-22,1281892,BA.2.12.1,Omicron (BA.2-like),238.0,2022-06-28,1267807,BA.2.3.2,Omicron (BA.2-like),253.0,2022-06-13,1232946,BA.2.12.1,Omicron (BA.2-like),290.0,2022-05-07,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,22,0,5,1,4,5,15,True
1282899,SRR21120891,1,1,1,21722,22917,0,COVID-ARTIC-V4.1,.,2022-06-29,7cd92ba4a8,2,BA.4,Omicron (BA.2-like),247.513262068979,2022-06-19,1282898,BA.4,Omicron (BA.2-like),237.0,2022-06-29,1240244,BA.2.12.1,Omicron (BA.2-like),282.0,2022-05-15,1262955,BA.4.1,Omicron (BA.4-like),258.0,2022-06-08,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,22,5,5,0,5,9,8,True
1283164,ERR9926825,1,1,1,10616,19536,2,COVID-ARTIC-V4.1,4.1alt,2022-06-30,528cfc5a7f,2,BA.2,Omicron (BA.2-like),252.6701292240737,2022-06-14,1283163,BA.2,Omicron (BA.2-like),236.0,2022-06-30,1250659,BA.2.18,Omicron (BA.2-like),281.64860767092125,2022-05-16,1151612,BA.2,Omicron (BA.2-like),341.0,2022-03-17,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,0,6,2,1,7,5,True
1287188,ERR10002072,1,1,1,11672,17750,1,COVID-ARTIC-V4.1,4.1alt,2022-07-03,3e8bdf6d5c,2,BA.5.1,Omicron (BA.5-like),237.43753937317857,2022-06-29,1287187,BA.5.1,Omicron (BA.5-like),233.0,2022-07-03,1261786,BA.5.2.1,Omicron (BA.5-like),321.7315218264966,2022-04-06,1279644,BA.5.1,Omicron (BA.5-like),239.0,2022-06-27,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,12,0,5,1,3,5,6,True
1287927,SRR20638733,2,1,1,21647,26529,0,COVID-ARTIC-V4.1,.,2022-07-03,b2a4ab2ead,2,BA.4,Omicron (BA.4-like),235.0,2022-07-01,1287926,BA.4,Omicron (BA.4-like),233.0,2022-07-03,1256811,BA.5.2,Omicron (BA.5-like),302.2958244417369,2022-04-25,1285383,BA.4.1,Omicron (BA.4-like),235.0000000001,2022-07-01,794989,BA.1,Omicron (BA.1-like),468.2537853573908,2021-11-10,19,2,4,0,4,8,9,True
1288801,ERR9934875,2,1,1,16093,21721,1,COVID-ARTIC-V4.1,4.1alt,2022-07-04,d1808f6813,2,BA.5.1,Omicron (BA.5-like),242.1001517753299,2022-06-24,1288800,BA.5.1,Omicron (BA.5-like),232.0,2022-07-04,1191359,BA.2.12.1,Omicron (BA.2-like),341.0,2022-03-17,1267716,BA.5.1,Omicron (BA.5-like),253.0,2022-06-13,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,41,5,10,1,5,11,18,True
1288968,ERR9999957,8,1,1,18085,22104,3,COVID-ARTIC-V4.1,4.1alt,2022-07-04,af2111c5e4,2,BF.6,Omicron (BA.5-like),245.20042964878863,2022-06-21,1288967,BF.6,Omicron (BA.5-like),232.0,2022-07-04,1269506,BE.1,Omicron (BA.5-like),251.0000000001,2022-06-15,1259133,BF.6,Omicron (BA.5-like),294.824452736088,2022-05-03,45988,B.1.1.7,Alpha (B.1.1.7-like),880.9563236970826,2020-09-24,18,0,10,3,6,7,8,True
1289393,ERR10000105,2,1,1,12793,16616,2,COVID-ARTIC-V4.1,4.1alt,2022-07-05,8ca7e1afe0,2,BA.5.1,Omicron (BA.5-like),236.20631095208296,2022-06-30,1289392,BA.5.1,Omicron (BA.5-like),231.0,2022-07-05,1188567,BA.2,Omicron (BA.2-like),325.0,2022-04-02,1273522,BA.5.1,Omicron (BA.5-like),247.0,2022-06-19,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,31,5,7,2,3,7,15,True
1291130,SRR20662983,1,1,1,15373,24620,1,COVID-ARTIC-V4.1,.,2022-07-05,336135f150,2,BF.5,Omicron (BA.5-like),239.71814976022105,2022-06-27,1291129,BF.5,Omicron (BA.5-like),231.0,2022-07-05,1262171,BA.5,Omicron (BA.5-like),258.0,2022-06-08,1244165,BF.5,Omicron (BA.5-like),314.5521648991146,2022-04-13,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,0,5,1,3,8,6,True
1291970,ERR10000477,25,1,1,22305,22917,2,COVID-ARTIC-V4.1,4.1alt,2022-07-06,17a7bfc231,2,XBG,Omicron (BA.5-like),236.40621073039887,2022-06-30,1291969,XBG,Omicron (BA.5-like),230.0,2022-07-06,1264634,BA.2.76,Omicron (BA.2-like),256.0,2022-06-10,1259356,BA.5.2,Omicron (BA.5-like),260.0,2022-06-06,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,35,5,10,2,4,11,15,True
1292896,SRR20663506,2,1,1,16936,20883,2,COVID-ARTIC-V4.1,.,2022-07-06,b89ef54533,2,BA.4,Omicron (BA.4-like),238.09629353209044,2022-06-28,1292895,BA.4,Omicron (BA.4-like),230.0,2022-07-06,1264181,BE.1.1,Omicron (BA.5-like),256.0,2022-06-10,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,19,2,6,2,6,5,10,True
1293317,SRR21198605,2,1,1,21571,21765,2,COVID-ARTIC-V4.1,.,2022-07-06,51e5900233,2,BA.2,Omicron (BA.2-like),241.1028966836402,2022-06-25,1293316,BA.2,Omicron (BA.2-like),230.0,2022-07-06,1212768,BA.2.12.1,Omicron (BA.2-like),308.0,2022-04-19,1264558,BA.4,Omicron (BA.5-like),256.0,2022-06-10,887654,BA.2,Omicron (BA.2-like),452.0000000002004,2021-11-26,24,5,8,2,4,10,7,True
1294408,SRR20682676,1,1,1,28418,29728,0,COVID-ARTIC-V4.1,.,2022-07-07,87c58b54be,2,BA.5.5,Omicron (BA.5-like),249.6367098861512,2022-06-17,1294407,BA.5.5,Omicron (BA.5-like),229.0,2022-07-07,1251003,BA.5.5,Omicron (BA.5-like),270.0,2022-05-27,1069196,BA.2,Omicron (BA.2-like),371.0,2022-02-15,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,30,5,4,0,3,17,2,False
1294443,SRR20682810,1,1,1,18985,21077,0,COVID-ARTIC-V4.1,.,2022-07-07,de35fe929c,2,BA.2,Omicron (BA.2-like),239.05633799821427,2022-06-27,1294442,BA.2,Omicron (BA.2-like),229.0,2022-07-07,1241089,BA.5.6,Omicron (BA.5-like),281.0000000001,2022-05-16,1272053,BA.2.48,Omicron (BA.2-like),249.0,2022-06-17,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,34,5,7,0,4,13,13,True
1295777,ERR10019912,4,1,1,13612,17750,0,COVID-ARTIC-V4.1,.,2022-07-08,cb130ea014,2,BA.5.1,Omicron (BA.5-like),237.09545603150767,2022-06-29,1295776,BA.5.1,Omicron (BA.5-like),228.0,2022-07-08,1278210,BA.5.2.1,Omicron (BA.5-like),241.0,2022-06-25,1277561,BA.5.1,Omicron (BA.5-like),242.0,2022-06-24,843826,BA.2,Omicron (BA.2-like),452.0000000004004,2021-11-26,16,0,6,0,3,7,9,True
1296795,SRR21572245,2,1,1,17635,21721,1,COVID-ARTIC-V4.1,.,2022-07-08,b805828930,2,BA.5.1,Omicron (BA.5-like),238.1191621421979,2022-06-28,1296794,BA.5.1,Omicron (BA.5-like),228.0,2022-07-08,1187543,BA.2.12.1,Omicron (BA.2-like),326.0,2022-04-01,1272018,BA.5.1,Omicron (BA.5-like),249.0,2022-06-17,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,30,5,5,1,5,7,15,True
1297571,SRR20682949,1,1,1,23536,26529,0,COVID-ARTIC-V4.1,.,2022-07-09,1d80c7c45b,2,BA.5.1,Omicron (BA.5-like),247.742741236147,2022-06-19,1297570,BA.5.1,Omicron (BA.5-like),227.0,2022-07-09,1285114,BA.4.6,Omicron (BA.4-like),269.3089344265564,2022-05-28,1280883,BA.5.1,Omicron (BA.5-like),284.2336601481042,2022-05-13,843826,BA.2,Omicron (BA.2-like),452.0000000004004,2021-11-26,22,2,5,0,4,8,11,True
1298543,SRR20706313,1,1,1,21571,26529,0,COVID-ARTIC-V4.1,.,2022-07-10,58480870bd,2,BA.4,Omicron (BA.4-like),230.96484816294168,2022-07-06,1298542,BA.4,Omicron (BA.4-like),226.0,2022-07-10,1240168,BA.5.6,Omicron (BA.5-like),282.0,2022-05-15,1285383,BA.4.1,Omicron (BA.4-like),235.0000000001,2022-07-01,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,21,2,6,0,4,10,8,True
1300215,ERR9988351,3,1,1,23708,27012,0,COVID-ARTIC-V4.1,4.1alt,2022-07-11,2d9da7ac55,2,BA.5.2,Omicron (BA.5-like),243.9649269752304,2022-06-23,1300214,BA.5.2,Omicron (BA.5-like),225.0,2022-07-11,1261715,BA.5.2,Omicron (BA.5-like),304.899535666472,2022-04-23,1271147,BA.5.1,Omicron (BA.5-like),249.0,2022-06-17,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,11,0,4,0,2,6,5,True
1301051,SRR20933159,1,1,1,11675,12160,1,COVID-ARTIC-V4.1,.,2022-07-11,d28102e119,2,BA.5.5,Omicron (BA.5-like),245.6332538409323,2022-06-21,1301050,BA.5.5,Omicron (BA.5-like),225.0,2022-07-11,1227445,BA.2.12.1,Omicron (BA.2-like),295.0,2022-05-02,1236231,BA.5.5,Omicron (BA.5-like),287.0,2022-05-10,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,32,5,5,1,5,5,19,True
1301257,SRR21197142,2,1,1,23674,25416,1,COVID-ARTIC-V4.1,.,2022-07-11,656eb38ee5,2,BA.2.12.1,Omicron (BA.2-like),227.0,2022-07-09,1301256,BA.2.12.1,Omicron (BA.2-like),225.0,2022-07-11,1156228,BA.2.12.1,Omicron (BA.2-like),360.8924808140383,2022-02-26,1297219,BA.5.2.1,Omicron (BA.5-like),227.0000000001,2022-07-09,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,40,5,10,1,6,17,14,True
1301898,ERR9979167,1,1,1,23249,26529,1,COVID-ARTIC-V4.1,4.1alt,2022-07-12,41c9d25ede,2,BA.5,Omicron (BA.2-like),256.54363029907887,2022-06-10,1301897,BA.5,Omicron (BA.2-like),224.0,2022-07-12,1109562,BA.2.18,Omicron (BA.2-like),382.0000000001,2022-02-04,1189190,BA.5.2.1,Omicron (BA.5-like),342.92807667019525,2022-03-16,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,28,5,8,1,5,11,8,True
1302531,SRR21236763,1,1,1,27384,27788,1,COVID-ARTIC-V4.1,.,2022-07-12,ff553ad764,2,BA.5.2,Omicron (BA.5-like),246.4998124633836,2022-06-20,1302530,BA.5.2,Omicron (BA.5-like),224.0,2022-07-12,1242777,BA.5.2,Omicron (BA.5-like),328.0917704573763,2022-03-30,1184832,BA.4.1,Omicron (BA.4-like),329.0,2022-03-29,173,B.1,.,1120.2052747303228,2020-01-28,20,2,6,1,4,9,6,True
1303463,SRR21084986,1,1,1,15598,20016,1,COVID-ARTIC-V4.1,.,2022-07-13,ba25e0d233,2,BA.5.1.30,Omicron (BA.5-like),238.44440187713417,2022-06-28,1303462,BA.5.1.30,Omicron (BA.5-like),223.0,2022-07-13,1291722,BA.2.12.1,Omicron (BA.2-like),268.81688258278325,2022-05-29,1285286,BA.5.1.25,Omicron (BA.5-like),276.21066488154327,2022-05-21,1149783,BA.4,Omicron (BA.4-like),384.3031366593406,2022-02-02,38,5,9,1,6,10,19,True
1305793,SRR20918786,2,1,1,14600,18682,0,COVID-ARTIC-V4.1,.,2022-07-15,87fa025f9b,2,BA.5,Omicron (BA.5-like),265.34384902389604,2022-06-01,1305792,BA.5,Omicron (BA.5-like),221.0,2022-07-15,1237366,BA.4.6,Omicron (BA.4-like),300.5698057776412,2022-04-27,1289252,BA.5.2.1,Omicron (BA.5-like),280.91323220520366,2022-05-17,98,B.1.1,.,1120.002529995992,2020-01-28,20,2,4,0,5,5,13,True
1307218,SRR20916680,1,1,1,25827,27038,0,COVID-ARTIC-V4.1,.,2022-07-16,4e18bdde89,2,BE.1,Omicron (BA.5-like),224.5599764611512,2022-07-12,1307217,BE.1,Omicron (BA.5-like),220.0,2022-07-16,1296351,BE.1,Omicron (BA.5-like),228.0,2022-07-08,1277695,BF.8,Omicron (BA.5-like),242.0,2022-06-24,45989,B.1.1.7,Alpha (B.1.1.7-like),880.9563236971826,2020-09-24,14,0,4,0,6,8,3,False
1309135,SRR21642040,1,1,1,26859,27259,3,COVID-ARTIC-V4.1,.,2022-07-17,9d66ebc48a,2,BA.2.12.1,Omicron (BA.2-like),233.58173881391107,2022-07-03,1309134,BA.2.12.1,Omicron (BA.2-like),219.0,2022-07-17,1268332,BA.2.12.1,Omicron (BA.2-like),294.4491921316636,2022-05-03,1205299,BA.5.2,Omicron (BA.5-like),342.9280766703952,2022-03-16,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,42,5,10,3,5,23,9,True
1312843,ERR10020846,1,1,1,27384,27438,0,COVID-ARTIC-V4.1,4.1alt,2022-07-20,0646893334,2,BA.5,Omicron (BA.5-like),227.62605184117064,2022-07-09,1312842,BA.5,Omicron (BA.5-like),216.0,2022-07-20,1279973,BA.5.1,Omicron (BA.5-like),239.0,2022-06-27,1161324,BA.2,Omicron (BA.2-like),337.0,2022-03-21,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,31,5,5,0,3,18,6,True
1313481,SRR21042171,1,1,1,21790,25552,2,COVID-ARTIC-V4.1,.,2022-07-20,830672aea1,2,BA.5,Omicron (BA.5-like),218.0,2022-07-18,1313480,BA.5,Omicron (BA.5-like),216.0,2022-07-20,1310186,BA.4.1,Omicron (BA.4-like),218.0000000001,2022-07-18,1267853,BA.5.5,Omicron (BA.5-like),253.0,2022-06-13,59,B.1,.,1120.205274730523,2020-01-28,26,2,8,2,4,10,12,True
1315204,ERR10039731,1,1,1,28331,29728,3,COVID-ARTIC-V4.1,.,2022-07-22,c7b02a5c48,2,BA.5.2.1,Omicron (BA.5-like),222.0179974479052,2022-07-14,1315203,BA.5.2.1,Omicron (BA.5-like),214.0,2022-07-22,1265541,BA.5.2.1,Omicron (BA.5-like),255.0,2022-06-11,1069196,BA.2,Omicron (BA.2-like),371.0,2022-02-15,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,34,5,7,3,4,19,2,False
1316724,SRR20999827,1,1,1,23041,23663,1,COVID-ARTIC-V4.1,.,2022-07-23,6bbeaff1c7,2,BA.4,Omicron (BA.2-like),221.0869737725378,2022-07-15,1316723,BA.4,Omicron (BA.2-like),213.0,2022-07-23,1281972,BF.28,Omicron (BA.5-like),238.0,2022-06-28,1250717,BA.2.12.1,Omicron (BA.2-like),270.0,2022-05-27,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,32,5,5,1,7,10,13,True
1316888,SRR21001321,1,1,1,23674,25416,2,COVID-ARTIC-V4.1,.,2022-07-23,a990d095a6,2,BA.5.1,Omicron (BA.2-like),221.5035894822023,2022-07-15,1316887,BA.5.1,Omicron (BA.2-like),213.0,2022-07-23,1168743,BA.2.12.1,Omicron (BA.2-like),335.0,2022-03-23,1290333,BA.5.1,Omicron (BA.5-like),231.0000000001,2022-07-05,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,33,5,10,2,5,12,10,True
1317484,ERR10023875,3,1,1,6980,16935,1,COVID-ARTIC-V4.1,4.1alt,2022-07-24,c2884f0614,2,BA.5,Omicron (BA.5-like),247.89155368569405,2022-06-19,1317483,BA.5,Omicron (BA.5-like),212.0,2022-07-24,1264178,BE.1.1,Omicron (BA.5-like),256.0,2022-06-10,1252145,BF.28,Omicron (BA.5-like),311.10200130431065,2022-04-16,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,12,0,6,1,7,5,5,True
1317640,SRR20999825,1,1,1,26859,27259,0,COVID-ARTIC-V4.1,.,2022-07-24,b1efa38369,2,BA.4,Omicron (BA.5-like),244.6466038334301,2022-06-22,1317639,BA.4,Omicron (BA.5-like),212.0,2022-07-24,1236893,BA.4.1,Omicron (BA.4-like),286.0,2022-05-11,1235146,BA.5.3,Omicron (BA.5-like),288.0,2022-05-09,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,12,2,4,0,4,5,5,True
1317771,SRR21000864,3,1,1,17403,18957,1,COVID-ARTIC-V4.1,.,2022-07-24,f73aef02be,2,BA.5,Omicron (BA.5-like),247.7170121900045,2022-06-19,1317770,BA.5,Omicron (BA.5-like),212.0,2022-07-24,1272467,BA.2.12.1,Omicron (BA.2-like),268.8178521350999,2022-05-29,1262246,BA.5.6,Omicron (BA.5-like),258.0,2022-06-08,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,34,5,10,1,5,9,18,True
1318288,SRR21042659,2,1,1,20017,21721,1,COVID-ARTIC-V4.1,.,2022-07-24,7f6999dcf5,2,BA.2.12.1,Omicron (BA.2-like),224.39995863633604,2022-07-12,1318287,BA.2.12.1,Omicron (BA.2-like),212.0,2022-07-24,1254318,BA.5.5,Omicron (BA.5-like),266.0,2022-05-31,1269515,BA.2.12.1,Omicron (BA.2-like),251.0,2022-06-15,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,32,5,6,1,5,5,17,True
1318366,SRR22472502,1,1,1,28372,29729,1,COVID-ARTIC-V4.1,.,2022-07-24,9dafe712a7,2,BA.5.2.1,Omicron (BA.5-like),215.66854964530825,2022-07-21,1318365,BA.5.2.1,Omicron (BA.5-like),212.0,2022-07-24,1305005,BA.5.2.1,Omicron (BA.5-like),221.0,2022-07-15,1054868,BA.2,Omicron (BA.2-like),387.0048917747416,2022-01-30,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,38,5,5,1,4,24,2,False
1318668,ERR10023806,1,1,1,18229,21204,1,COVID-ARTIC-V4.1,4.1alt,2022-07-25,d5d5562cba,2,BA.5,Omicron (BA.5-like),233.7535918991109,2022-07-03,1318667,BA.5,Omicron (BA.5-like),211.0,2022-07-25,1269233,BA.5.1.9,Omicron (BA.5-like),294.5104493102765,2022-05-03,1249711,BA.5.2.1,Omicron (BA.5-like),272.0,2022-05-25,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,14,0,5,1,4,6,7,True
1319113,ERR10107403,1,1,1,9923,17402,2,COVID-ARTIC-V4.1,.,2022-07-25,6081529fec,2,BA.5.6,Omicron (BA.5-like),220.50557348754265,2022-07-16,1319112,BA.5.6,Omicron (BA.5-like),211.0,2022-07-25,1308781,BA.5.1.23,Omicron (BA.5-like),282.7863134429318,2022-05-15,1287835,BA.5.6,Omicron (BA.5-like),233.0,2022-07-03,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,15,0,6,2,3,4,8,True
1320033,SRR21039681,1,1,1,5184,12444,2,COVID-ARTIC-V4.1,.,2022-07-25,1d965b2b24,2,BA.2.75.1,Omicron (BA.2-like),241.0629044725227,2022-06-25,1320032,BA.2.75.1,Omicron (BA.2-like),211.0,2022-07-25,1033904,BA.2.10,Omicron (BA.2-like),380.0,2022-02-06,1311217,BA.2.75.1,Omicron (BA.2-like),333.75665391311503,2022-03-25,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,25,0,7,2,3,4,17,True
1321052,ERR10032066,9,1,1,27384,27739,2,COVID-ARTIC-V4.1,4.1alt,2022-07-26,ee492146d2,2,BF.24,Omicron (BA.5-like),281.0665806337564,2022-05-16,1321051,BF.24,Omicron (BA.5-like),210.0,2022-07-26,1244137,BF.24,Omicron (BA.5-like),304.19067806425124,2022-04-23,1215594,BA.2,Omicron (BA.2-like),388.8934026108704,2022-01-29,220186,B.1.617.2,Delta (B.1.617.2-like),900.4908165913621,2020-09-04,31,5,6,2,5,16,5,True
1321396,SRR21031984,3,1,1,28331,29729,1,COVID-ARTIC-V4.1,.,2022-07-26,2e54f3b944,2,BA.5.2.1,Omicron (BA.5-like),273.0236975559135,2022-05-24,1321395,BA.5.2.1,Omicron (BA.5-like),210.0,2022-07-26,1217875,BA.5.2.1,Omicron (BA.5-like),342.92807667009527,2022-03-16,1054868,BA.2,Omicron (BA.2-like),387.0048917747416,2022-01-30,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,30,5,5,1,4,18,2,False
1321670,SRR21605850,4,1,1,18502,21520,2,COVID-ARTIC-V4.1,.,2022-07-26,15ccf56e2a,2,BF.1,Omicron (BA.5-like),261.7070217314932,2022-06-05,1321669,BF.1,Omicron (BA.5-like),210.0,2022-07-26,1253312,BA.5.1,Omicron (BA.5-like),267.0,2022-05-30,1205927,BF.1,Omicron (BA.5-like),312.0000000001,2022-04-15,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,15,0,6,2,4,4,11,True
1322026,ERR10031820,1,1,1,22378,25455,0,COVID-ARTIC-V4.1,4.1alt,2022-07-27,86503f75da,2,BE.1,Omicron (BA.5-like),223.29899507315173,2022-07-13,1322025,BE.1,Omicron (BA.5-like),209.0,2022-07-27,1290206,BA.5.1,Omicron (BA.5-like),242.6316584601857,2022-06-24,1298051,BE.1,Omicron (BA.5-like),257.41439826766447,2022-06-09,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,14,0,6,0,4,6,7,True
1324872,SRR21394554,3,1,1,11139,24620,1,COVID-ARTIC-V4.1,.,2022-07-29,63fa581d40,2,BF.5,Omicron (BA.5-like),253.26440333215933,2022-06-13,1324871,BF.5,Omicron (BA.5-like),207.0,2022-07-29,1258855,BA.5.1.1,Omicron (BA.5-like),261.0000000001,2022-06-05,1244165,BF.5,Omicron (BA.5-like),314.5521648991146,2022-04-13,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,14,0,5,1,5,5,9,True
1327685,ERR10047150,13,2,1,12652,16920,0,COVID-ARTIC-V4.1,4.1alt,2022-08-01,8d5859e030,3,BA.5.1,Omicron (BA.5-like),214.05727561992543,2022-07-22,1327683,BA.5.1,Omicron (BA.5-like),204.0,2022-08-01,1306803,BA.5.2.1,Omicron (BA.5-like),220.0,2022-07-16,1317323,BA.5.1.23,Omicron (BA.5-like),234.02077345438337,2022-07-02,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,15,0,4,0,4,6,9,True
1330349,ERR10086625,1,1,1,693,5826,0,COVID-ARTIC-V4.1,.,2022-08-02,68be08f901,2,BA.5.2,Omicron (BA.5-like),206.83521089998217,2022-07-30,1330348,BA.5.2,Omicron (BA.5-like),203.0,2022-08-02,1253363,BA.5.2.1,Omicron (BA.5-like),267.0000000001,2022-05-30,1323124,BA.5.2,Omicron (BA.5-like),208.0,2022-07-28,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,19,1,5,0,1,2,13,False
1331484,ERR10109588,2,1,1,28682,29729,3,COVID-ARTIC-V4.1,.,2022-08-03,0fe01445ec,2,BE.1,Omicron (BA.5-like),271.2583488094345,2022-05-26,1331483,BE.1,Omicron (BA.5-like),202.0,2022-08-03,1240269,BE.1,Omicron (BA.5-like),323.6508372115367,2022-04-04,1054868,BA.2,Omicron (BA.2-like),387.0048917747416,2022-01-30,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,36,5,7,3,5,22,2,False
